,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Southern Africa Regional Food Security Crisis,0,REG012,"Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",33.535,37.845,29.607,0.183,0,5,0.33147505658848064,0.3740770394093052,0.2926489339619844,0.0018088544910002077,0,3,4
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.552,0.353,0.154,0,0,2,0.8339869281045752,0.11535947712418301,0.05032679738562092,0,0,3,2.5
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",9.074,109.012,11.833,12.19,0,5,0.06385239499257613,0.767101309558156,0.08326706964372418,0.08577922580554363,0,4,4.5
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",9.1,14.723,3.021,0.15,0.006,4.2,0.337037037037037,0.5452962962962963,0.11188888888888888,0.005555555555555556,0.00022222222222222223,3,3.6
Displacement from Russia-Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,19.047,0,0.162,x,x,2,0.9915664532250508,0,0.008433546774949242,x,x,1,1.5
Displacement from Russia-Ukraine conflict in Russia,"Conflict,Displacement",RUS002,Russia,RUS,144.237,0,1.228,0,0,3.5,0.9915649232799868,0,0.008441951273167244,0,0,1,2.25
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.382,0,0.135,0,0,1.9,0.9463647199046484,0,0.05363528009535161,0,0,3,2.45
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,0,24.214,10.547,10.651,3.588,5,0,0.4941632653061224,0.21524489795918367,0.21736734693877552,0.07322448979591836,5,5
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,35.993,12.098,0.909,x,x,3.3,0.7345510204081632,0.24689795918367347,0.018551020408163265,x,x,2,2.65
Drought in Senegal,Drought,SEN002,Senegal,SEN,14.638,2.876,0.507,0.012,0,2.9,0.811779059449867,0.15949423247559893,0.02811668145519077,0.0006654835847382431,0,2,2.45
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.222,2.963,0.446,0.669,0,3.4,0.3526984126984127,0.4703174603174603,0.0707936507936508,0.1061904761904762,0,4,3.7
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,0,11.83,3.504,2.13,1.237,4.7,0,0.6326203208556149,0.18737967914438503,0.11390374331550802,0.06614973262032085,5,4.85
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,2.654,0,0.04,x,x,1,0.9851521900519673,0,0.014847809948032665,x,x,1,1
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,0,3.853,1.282,7.179,0.085,4.9,0,0.3107258064516129,0.10338709677419355,0.5789516129032258,0.0068548387096774195,4,4.45
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,5.432,0,0.126,0,0,1.8,0.9773299748110831,0,0.022670025188916875,0,0,1,1.4
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,0.499,0.463,0.243,0,0,2.3,0.4141078838174274,0.38423236514522824,0.2016597510373444,0,0,3,2.65
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,6.799,8.588,8.074,0,5,0,0.2898124467178176,0.3660699062233589,0.34416027280477407,0,4,4.5
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,4.778,8.223,0.297,0.28,0,2.9,0.3518927677124761,0.6056120194432171,0.021873619089703932,0.020621593754603033,0,2,2.45
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,12.884,0,5.475,0.534,0,4.6,0.6819096009315126,0,0.28977453159733246,0.028262940616068592,0,3,3.8
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,0.218,0,0.45,0.062,0,2.8,0.29863013698630136,0,0.6164383561643836,0.08493150684931507,0,4,3.4
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,2.808,0,1.094,0.002,0,3.4,0.7190781049935979,0,0.28015364916773366,0.0005121638924455825,0,3,3.2
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.013,0,2.005,0.109,0,3.9,0.3239526702910137,0,0.641189638631276,0.034857691077710265,0,3,3.45
Conflict in northern region,"Conflict,Displacement,Violence",TGO002,Togo,TGO,0.836,0.239,0.12,0,0,1.8,0.699581589958159,0.2,0.100418410041841,0,0,3,2.4
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.303,0,0.125,x,x,1.8,0.7079439252336449,0,0.29205607476635514,x,x,3,2.4
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,0.483,0.494,0.342,0.022,0,2.6,0.3604477611940298,0.3686567164179104,0.25522388059701495,0.016417910447761194,0,3,2.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.323,0.174,0.039,0,0,1,0.8618892508143322,0.11335504885993486,0.025407166123778503,0,0,2,1.5
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.207,0,0.085,x,x,1.5,0.9930849332899446,0,0.00691506671005532,x,x,1,1.25
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,35.068,12.047,4.278,0.584,0.073,4.5,0.6737367915465898,0.2314505283381364,0.08219020172910663,0.01121998078770413,0.0014024975984630163,3,3.75
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,35.09,4.744,1.857,0.533,0.067,4,0.8297469851028612,0.11217781981555923,0.043911090092220384,0.01260345235280208,0.0015842988886261527,3,3.5
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,15.054,0.449,0.176,0.051,0.006,2.3,0.95665988815455,0.02853329944077275,0.011184544992374174,0.003240976105744789,0.0003812913065582105,1,1.65
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,4.322,6.854,2.246,x,x,3.9,0.32200864252719413,0.5106541499031441,0.16733720756966175,x,x,3,3.45
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.978,16.512,0.613,0,0,3,0.22522848610985433,0.7470817120622568,0.027735046602117456,0,0,2,2.5
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,14.782,0.233,x,x,2.3,0,0.9844821844821845,0.015517815517815519,x,x,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.978,1.73,0.379,0,0,2.6,0.7024128686327078,0.24410893184704388,0.05347819952024834,0,0,3,2.8
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,6.033,0,1.741,x,x,3.7,0.7759485530546624,0,0.22392282958199358,x,x,3,3.35
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,21.408,2.127,9.504,1.17,3.948,5,0.5610503970437928,0.05574337605157638,0.24907618523468827,0.03066278795502791,0.10346725371491469,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,8.94,12.299,7.6,0,0,4.8,0.31000762882308064,0.4264858866773008,0.263541160968167,0,0,3,3.9
Typhoon Yagi in Vietnam,Cyclone,VNM003,Vietnam,VNM,41.8,3.03,0.57,x,x,2.9,0.920704845814978,0.06674008810572687,0.012555066079295154,x,x,2,2.45
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,0,16.25,6.916,6.188,5.096,5,0,0.4716981132075472,0.20075471698113206,0.17962264150943397,0.1479245283018868,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,0,0,0,0.369,0,2.6,0,0,0,1,0,4,3.3
Drought in Zambia,"Drought,Food Security",ZMB002,Zambia,ZMB,5.914,5.723,9.762,0.038,0,5,0.27587815459252696,0.2669683257918552,0.4553808835191491,0.0017726360964687223,0,3,4
Complex crisis in Zimbabwe,"Socio-political,Drought,Food Security",ZWE001,Zimbabwe,ZWE,0,9.098,7.6,x,x,4.8,0,0.5448556713378848,0.45514432866211524,x,x,3,3.9
