,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.9,1.1075173827314237,5,4.95,5,0.14379774193970082,0.7,2.85,4.1,5,1,5,5,5,0.23939393939393938,5,5,4.6,5.26969696969697e-05,2.6,3.6,4.4,4.7
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.032122286220646876,0.1,0.05,2.6,0.8,0.6620689655172414,3.3,2.05,3,1.2708333333333333,5,4,2.6,0.0006354166666666666,5,3.8,3.9,3.1
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.2,0.30219730807278394,1.5,2.85,4.6,0.15573851800416624,5,4.8,1.7,1.587144132526535e-06,0.1,0.9,3.5,3.2
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,4.1,1.006137438374082,5,4.55,5,1,5,5,4.8,4.6,0.17227811763411077,0.8,2.6999999999999997,3.4,0.012084752981260648,0.4,1.9,3.7,1.9431431005110732e-05,1,2.4,2.2,2.5
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,0.9,0.004304433947889685,0,0.45,2.9,1,5,4,3.3,0.0016814159292035398,5,4.2,4.1,2.7
Typhoon RAI,Cyclone,PHL010,Philippines,PHL,3.8,0.6569525103129087,3.2,3.5,4.2,0.1711591903368705,0.8,2.5,3,4.3,0.6460722323438003,3.2,3.75,0,8.29393713195654e-05,0,0,0,0,0,0,0,2.3
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,2.5,0.10994399168259718,0.5,1.5,2.8,0.0649619839864995,0.3,1.5499999999999998,1.5,2.1,0.08103910772271636,0.4,1.25,2.4,0.08710801393728224,2.9,2.7,1.5,1.916376306620209e-05,1,1.3,2.1,1.7
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,4,0.7982023677767717,4,4,5,0.8801188630964937,4.4,4.7,4.4,3.8,0.06294158104249599,0.3,2.05,2.6,0.010430463576158941,0.3,1.5,3.2,2.7152317880794702e-05,1.4,2.3,1.9,2
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,3,0.14061520116592324,0.6,1.8,1.5,0.3924398625429553,1.9,1.7,1.8,1.5,0.09281961471103327,0.4,0.95,2.8,0.3283018867924528,5,3.9,3.1,0.0005849056603773585,5,4.1,4,2.8
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,3,0.16317811145574432,0.8,1.9,2.5,4,0.9546827794561934,4.8,4.4,5,1,5,5,0,0,0,0,3.5,4
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.8,1,5,4.9,2.2,0.0013247097327203305,0,1.1,1.4,3.506584586612639e-07,0,0.7,0.9,3.6
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.7,1,5,4.35,5,1.1953314659197012,5,5,3.5,5.172735760971055e-05,2.6,3.1,4.3,4.3
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.4,0.07655634785014788,0.3,2.35,2.4,4.6,0.8295399042688287,4.1,4.35,5,0.33820065944418276,5,5,4.6,9.32053697597739e-05,4.7,4.7,4.9,4.6
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.01060069778504102,0,2.05,2.1,4.6,1.0125141529110304,5,4.8,x,x,x,x,3.2,9.475604731916898e-06,0.5,1.9,1.9,3.7
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20057815345441654,0.9,2.7,5,0.3271340794382269,1.6,3.3,3,5,0.4399351556822628,2.2,3.6,5,0.5966454891994918,5,5,4.2,2.3252858958068617e-05,1.2,2.7,4.1,3.9
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39833464257659074,2,3.5,3,4.1,0.23638610607136284,1.1,2.5999999999999996,3.8,0.054505005561735265,1.8,2.8,3.2,2.0800889877641824e-05,1,2.1,2.5,2.6
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5745108795026513,2.9,3.95,4.5,2.6,0.016937425622007583,0,1.3,4.4,1,5,4.7,4.1,0.0006380718954248366,5,4.6,4.7,3.5
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7275776645997138,3.6,4.3,4.5,1.9,0.004536226367212283,0,0.95,3.8,1,5,4.4,3.4,0.0005897435897435898,5,4.2,4.3,3
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.8,0.05810022342802426,0.2,1.5,2.4,0.023497695528269358,0.1,1.25,1.4,3.3,0.569530226464533,2.8,3.05,4.5,0.4285244824186658,5,4.8,3.5,9.300032862306933e-05,4.7,4.1,4.5,3.9
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.6547369189187672,3.2,4.1,5,0.4583272748422369,2.3,3.65,3.9,5,0.6097205037911234,3,4,3.2,0.004474738539986472,0.1,1.7,4.3,2.697851084863937e-05,1.3,2.8,2.3,3.3
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,2.8,0.031818181818181815,1.1,2,1.6,4.895104895104895e-06,0.2,0.9,1.5,2.5
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8213914991258742,4.1,4.55,5,0.47375153499795336,2.3,3.65,4.1,5,0.612269143536019,3,4,4.6,0.028153113423884282,0.9,2.8,2.2,6.173928382430764e-07,0,1.1,2,3.2
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.7,0.3309121875469619,1.6,2.1500000000000004,2.2,2.8,0.2356948228882834,1.1,1.95,4.6,1,5,4.8,0,0,0,0,3.2,2.6
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.17179115300942713,0.8,1,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,0.963855421686747,4.8,4.9,4.7,5,0.6270833333333333,3.1,4.05,5,0.18458471760797343,5,5,4.5,4.714285714285714e-05,2.4,3.5,4.4,4.2
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.9,0.2965863453815261,1.4,2.65,2.2,4.4,1,5,4.7,4.4,0.07711577522004062,2.6,3.5,0,0,0,0,2.1,3.7
Floods in Sudan ,Floods,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,1.7,0.007008032128514056,0,0.85,3.1,0.3982808022922636,5,4.1,3.1,0.00041833810888252147,5,4.1,4.1,2.8
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3441566265060241,1.7,2.9,3.1,4.6,1,5,4.8,3.2,0.009802205496236654,0.3,1.8,4,3.763346753019429e-05,1.9,3,2.4,3.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.1,1,5,4.55,4.5,3.6,0.25796731950399815,1.3,2.45,0.9,0.0008984725965858042,0,0.5,1.7,3.3692722371967654e-06,0.2,1,0.8,1.7
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,3.3,0.47761194029850745,2.4,2.8499999999999996,3.2,0.055,1.8,2.5,3.5,9.28125e-05,4.6,4.1,3.4,3.1
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,4.7,1,5,4.85,4.2,1,5,4.6,4.7,4.6,1,5,4.8,5,0.21103184856484863,5,5,5,0.00023546593270797056,5,5,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.15132281076223109,0.7,1.0499999999999998,1.5,0.1,0.012620638455827766,0,0.05,2.2,1,5,3.6,1.1,0.00017647058823529413,5,3.1,3.4,2
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,4.7,1,5,4.85,3.7,1,5,4.35,4.6,4.3,1,5,4.65,5,0.4272520936056977,5,5,4.2,6.918682006730845e-05,3.5,3.9,4.5,4.6
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,4.6,0.9332142430342263,4.7,4.65,3.6,0.9112467715426157,4.6,4.1,4.4,2.5,0.0858885167053165,0.4,1.45,3.2,0.182,5,4.1,2.6,6.2e-05,3.1,2.9,3.6,2.7
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,1.3,0.43517241379310345,2.1,1.7000000000000002,1.8,2.5,0.37797147385103014,1.9,2.2,4.3,1,5,4.7,0,0,0,0,3.1,2.7
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9742738589211618,4.9,2.5500000000000003,3.1,2.2,0.5936967632027257,2.9,2.55,0,0,0,0,0,0,0,0,0,1.4
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.2,1,5,4.6,4.5,4.6,1,5,4.8,5,0.8987205096366679,5,5,4.2,4.9398045672947145e-05,2.5,3.4,4.4,4.6
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.1371105560667806,4.6,4.5,3.3,2.5765742079663467e-05,1.3,2.3,3.6,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.8,0.5102781136638452,5,4.4,3,0.00014510278113663845,5,4,4.2,3.7
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,1.7,0.174010374010374,0.8,1.25,1.7,2.7,0.39159083777847503,1.9,2.3,3,0.0985576923076923,3.3,3.2,3.3,0.00015705128205128205,5,4.2,3.7,3.1
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.30679156908665106,5,4.4,3.3,0.0001530054644808743,5,4.2,4.3,3.6
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002074802074802075,0,0,1.3,0.1,1,5,2.55,x,x,x,x,3.3,0.005157894736842105,5,4.2,4.2,3.5
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.8,0.0001978021978021978,5,3.4,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.8,x,x,1.8,1.8,1.8
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.0053696108206268195,0,0,0.5,0.8,0.2653061224489796,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,0,1,5,2.5,0,1,5,2.5,2.5,0.7,0.8095238095238095,4,2.35,0,0,0,0,0,0,0,0,0,1.3
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,1,5,2.75,2.9,1.4,0.1511047754811119,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,3.1,0.00075,5,4.1,3.9,2.8
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,0,0.0009684448389960455,0,0,1.5,1,5,3.3,4.1,0.06508333333333334,5,4.6,4,2.5
Complex situation in Turkey,"Displacement,Conflict",TUR001,Turkey,TUR,4.3,0.4847667060795447,2.4,3.3499999999999996,5,1.0201545100713756,5,5,4.3,4.7,0.2409949629424715,1.2,2.95,5,0.18691409986607996,5,5,3.1,7.31777310120528e-06,0.4,1.8,3.9,3.5
Syrian Refugees in Turkey,Displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.42517314770175085,2.1,3.55,2.9,4.3,0.3340339620554234,1.6,2.95,5,0.29624109951978805,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Turkey,Displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4424350034688334,2.2,3.6,3.1,4.1,0.23467814808908732,1.1,2.5999999999999996,3.6,0.03737259343148358,1.2,2.4,3.2,2.1064552661381652e-05,1.1,2.2,2.3,2.5
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15255811765812588,0.7,2.2,2.4,x,x,x,x,x,x,x,x,3,x,x,3,3,3
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,3.6,0.16368932038834952,0.7,2.15,3.9,0.22513286628819906,1.1,2.5,2.3,4.4,0.8660720273623499,4.3,4.35,3.4,0.019126529347994425,0.6,2,1.9,1.6261421712869754e-06,0.1,1,1.5,3.2
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,3.1,0.08154662452020772,0.3,1.7,3.5,0.1720165478922575,0.8,2.15,1.9,4.3,1,5,4.65,3.4,0.021679978934433426,0.7,2.1,0.4,1.7554638813306417e-07,0,0.2,1.2,3.4
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,3.2,0.09376608715285617,0.4,1.8,1.8,0.05311631839594154,0.2,1,1.4,2.8,0.43234792495736213,2.1,2.45,x,x,x,x,0,0,0,0,0,1.4
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,2.9,0.269853381208857,1.3,2.1,2.7,0.13580402010050252,0.6,1.6500000000000001,1.9,3.1,0.3507554733271662,1.7,2.4,4.5,0.6421978021978022,5,4.8,4.8,0.0010835164835164834,5,4.9,4.9,4
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,2.4,0.10971524288107203,0.5,1.45,1.5,2.8,0.27881679389312974,1.4,2.0999999999999996,4.5,1,5,4.8,x,x,x,x,4.8,3.8
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,2.4,0.13763215639337723,0.6,1.5,0.3,0.026088777219430485,0.1,0.2,0.9,2.4,0.6540930979133226,3.3,2.8499999999999996,x,x,x,x,4.8,0.0030245398773006134,5,4.9,4.9,4.1
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,5,1,5,5,5,0.501855266452685,5,5,5,0.00015012861663138245,5,5,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.6,0.6598239436619718,3.3,3.9499999999999997,5,0.2988419872992155,5,5,2.2,1.7610331394418058e-06,0.1,1.2,3.7,3.8
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.5,1,5,4.75,4.9,1,5,4.95,4.9,5,1,5,5,5,0.1858909186317274,5,5,3.5,8.953461677216228e-06,0.4,2,3.9,4.5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.3,0.16296612115050343,0.8,1.5499999999999998,1.6,1.6,0.059166834373113306,0.2,0.9,3.5,1,5,4.3,0,0,0,0,2.8,2
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.6671942232553538,3.3,3.55,4.3,4.1,0.6340252038547072,3.2,3.65,0,0,0,0,0,0,0,0,0,2.2
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4.1,1,5,4.55,4.6,4.1,0.5902456823157383,2.9,3.5,1.9,0.002369668246445498,0.1,1,4.1,7.953842983721409e-05,4,4.1,2.9,3.2
