Crisis ID,GlideNumber,SeverityGlideNumber,Country,Crisis,ISO3 code,Region,Drivers,First country,Website name,Crisis description,Connected crises,Starting date,Duration (days),Geoscope,ADM1,ADM1 name
PAK004,,,Pakistan,Kashmir conflict in Pakistan,PAK,Asia,Conflict,Pakistan,Kashmir conflict,https://www.acaps.org/country/Pakistan/crisis/Kashmir-conflict,,01/02/2019,1398,Subnational,PAK.1_1,Azad Kashmir
PAK005,,,Pakistan,Floods in Pakistan ,PAK,Asia,Other seasonal event,Pakistan,Monsoon floods 2022,https://www.acaps.org/country/Pakistan/crisis/Monsoon-floods-2022,PAK001,28/07/2022,125,Subnational,"PAK.2_1,PAK.8_1,PAK.5_1","Baluchistan,Sind,N.W.F.P."
PAN002,,,Panama,Venezuela displacement in Panama,PAN,Americas,Displacement,Panama,Venezuelan refugees,https://www.acaps.org/country/Panama/crisis/Venezuelan-refugees,VEN001,Before 2019,More than 2 years,National,,
PER002,,,Peru,Venezuela displacement in Peru,PER,Americas,Displacement,Peru,Venezuelan refugees,https://www.acaps.org/country/Peru/crisis/Venezuelan-refugees,VEN001,Before 2019,More than 2 years,National,,
PHL001,,,Philippines,Multiple crises in the Philippines,PHL,Asia,"Conflict,Cyclone,Violence",Philippines,Country level,https://www.acaps.org/country/Philippines/crisis/Country-level,,Before 2019,More than 2 years,National,,
PHL003,,,Philippines,Mindanao conflict,PHL,Asia,"Conflict,Violence",Philippines,Mindanao Conflict,https://www.acaps.org/country/Philippines/crisis/Mindanao-Conflict,,Before 2019,More than 2 years,Subnational,"PHL.27_1,PHL.29_1,PHL.28_1,PHL.79_1,PHL.70_1,PHL.53_1,PHL.67_1,PHL.72_1,PHL.2_1,PHL.3_1,PHL.74_1,PHL.75_1,PHL.30_1,PHL.77_1,PHL.9_1,PHL.73_1,PHL.42_1,PHL.44_1","Davao del Norte,Davao Oriental,Davao del Sur,Zamboanga del Norte,South Cotabato,North Cotabato,Sarangani,Sultan Kudarat,Agusan del Norte,Agusan del Sur,Surigao del Norte,Surigao del Sur,Dinagat Islands,Tawi-Tawi,Basilan,Sulu,Lanao del Sur,Maguindanao"
PHL010,,,Philippines,Typhoon RAI,PHL,Asia,Cyclone,Philippines,Typhoon RAI (Odette),https://www.acaps.org/country/Philippines/crisis/Typhoon-RAI-(Odette),,19/12/2021,346,Subnational,"PHL.2_1,PHL.3_1,PHL.30_1,PHL.74_1,PHL.75_1,PHL.45_1,PHL.57_1,PHL.58_1,PHL.65_1,PHL.59_1","Agusan del Norte,Agusan del Sur,Dinagat Islands,Surigao del Norte,Surigao del Sur,Marinduque,Occidental Mindoro,Oriental Mindoro,Romblon,Palawan"
PHL011,,,Philippines,Earthquake in Abra,PHL,Asia,Earthquake,Philippines,Earthquake in Abra,https://www.acaps.org/country/Philippines/crisis/Earthquake-in-Abra,,12/09/2022,79,Subnational,"PHL.1_1,PHL.34_1,PHL.35_1,PHL.39_1,PHL.61_1,PHL.7_1,PHL.13_1,PHL.33_1,PHL.38_1,PHL.50_1","Abra,Ilocos Norte,Ilocos Sur,La Union,Pangasinan,Apayao,Benguet,Ifugao,Kalinga,Mountain Province"
PHL012,,,Philippines,Typhoon Nalgae,PHL,Asia,Cyclone,Philippines,Typhoon Nalgae,https://www.acaps.org/country/Philippines/crisis/Typhoon-Nalgae,,28/11/2022,2,Subnational,,
PNG003,,,Papua New Guinea,Highlands Violence,PNG,Pacific,Earthquake,Papua New Guinea,Highlands Violence,https://www.acaps.org/country/Papua New Guinea/crisis/Highlands-Violence,,12/09/2022,79,Subnational,"PNG.3_1,PNG.7_1,PNG.9_1,PNG.10_1,PNG.19_1","Chimbu,Enga,Hela,Jiwaka,Southern Highlands"
POL002,,,Poland,Displacement from Ukraine conflict in Poland,POL,Europe,"Displacement,Conflict",Poland,Displacement from Ukraine conflict,https://www.acaps.org/country/Poland/crisis/Displacement-from-Ukraine-conflict,"UKR002,HUN002,SVK002,ROU002,MDA002",28/02/2022,275,Subnational,POL.4_1,Lubelskie
PRK001,,,DPRK,Complex crisis in DPRK,PRK,Asia,"Socio-political,Floods,Other seasonal event,Food Security",DPRK,Complex crisis,https://www.acaps.org/country/DPRK/crisis/Complex-crisis,,Before 2019,More than 2 years,National,,
PSE002,,,Palestine,Conflict in Palestine,PSE,Middle east,"Conflict,Socio-political,Violence",Palestine,Conflict,https://www.acaps.org/country/Palestine/crisis/Conflict,,Before 2019,More than 2 years,National,,
REG001,,,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",,Nigeria,Regional Boko Haram,https://www.acaps.org/country/Nigeria/crisis/Regional-Boko-Haram,,01/03/2019,1370,,"CMR.4_1,NER.2_1,TCD.10_1,NGA.2_1,NGA.8_1,NGA.36_1","Extrême-Nord,Diffa,Lac,Adamawa,Borno,Yobe"
REG002,,,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",,Venezuela,Venezuela Regional Crisis,https://www.acaps.org/country/Venezuela/crisis/Venezuela-Regional-Crisis,,01/04/2019,1339,,"BRA.23_1,VEN.1_1,VEN.3_1,VEN.2_1,VEN.4_1,VEN.5_1,VEN.6_1,VEN.7_1,VEN.8_1,VEN.9_1,VEN.10_1,VEN.11_1,VEN.12_1,VEN.13_1,VEN.14_1,VEN.15_1,VEN.16_1,VEN.17_1,VEN.18_1,VEN.19_1,VEN.20_1,VEN.21_1,VEN.22_1,VEN.23_1,VEN.24_1,VEN.25_1,COL.1_1,COL.2_1,COL.3_1,COL.4_1,COL.5_1,COL.6_1,COL.7_1,COL.8_1,COL.9_1,COL.10_1,COL.11_1,COL.12_1,COL.13_1,COL.14_1,COL.15_1,COL.16_1,COL.17_1,COL.18_1,COL.19_1,COL.20_1,COL.21_1,COL.22_1,COL.23_1,COL.24_1,COL.25_1,COL.26_1,COL.27_1,COL.28_1,COL.29_1,COL.30_1,COL.31_1,COL.32_1,ECU.1_1,ECU.2_1,ECU.3_1,ECU.4_1,ECU.5_1,ECU.6_1,ECU.7_1,ECU.8_1,ECU.9_1,ECU.10_1,ECU.11_1,ECU.12_1,ECU.13_1,ECU.14_1,ECU.15_1,ECU.16_1,ECU.17_1,ECU.18_1,ECU.19_1,ECU.20_1,ECU.21_1,ECU.22_1,ECU.23_1,ECU.24_1,PER.1_1,PER.2_1,PER.3_1,PER.4_1,PER.5_1,PER.6_1,PER.7_1,PER.8_1,PER.9_1,PER.10_1,PER.11_1,PER.12_1,PER.13_1,PER.14_1,PER.16_1,PER.15_1,PER.17_1,PER.18_1,PER.19_1,PER.20_1,PER.21_1,PER.22_1,PER.23_1,PER.24_1,PER.25_1,PER.26_1,TTO.1_1,TTO.2_1,TTO.3_1,TTO.4_1,TTO.5_1,TTO.6_1,TTO.7_1,TTO.8_1,TTO.9_1,TTO.10_1,TTO.11_1,TTO.12_1,TTO.13_1,TTO.14_1,TTO.15_1,CHL.1_1,CHL.2_1,CHL.3_1,CHL.4_1,CHL.5_1,CHL.6_1,CHL.7_1,CHL.8_1,CHL.9_1,CHL.10_1,CHL.11_1,CHL.12_1,CHL.13_1,CHL.14_1,CHL.15_1,CHL.16_1,DOM.1_1,DOM.2_1,DOM.3_1,DOM.4_1,DOM.5_1,DOM.6_1,DOM.7_1,DOM.8_1,DOM.9_1,DOM.10_1,DOM.11_1,DOM.12_1,DOM.13_1,DOM.14_1,DOM.15_1,DOM.16_1,DOM.17_1,DOM.18_1,DOM.19_1,DOM.20_1,DOM.21_1,DOM.22_1,DOM.23_1,DOM.24_1,DOM.25_1,DOM.26_1,DOM.27_1,DOM.28_1,DOM.30_1,DOM.29_1,DOM.31_1,DOM.32_1,PAN.1_1,PAN.2_1,PAN.3_1,PAN.4_1,PAN.5_1,PAN.6_1,PAN.7_1,PAN.8_1,PAN.9_1,PAN.10_1,PAN.12_1,PAN.11_1,PAN.13_1","Roraima,Amazonas,Apure,Anzoátegui,Aragua,Barinas,Bolívar,Carabobo,Cojedes,Delta Amacuro,Dependencias Federales,Distrito Capital,Falcón,Guárico,Lara,Mérida,Miranda,Monagas,Nueva Esparta,Portuguesa,Sucre,Táchira,Trujillo,Vargas,Yaracuy,Zulia,Amazonas,Antioquia,Arauca,Atlántico,Bolívar,Boyacá,Caldas,Caquetá,Casanare,Cauca,Cesar,Chocó,Córdoba,Cundinamarca,Guainía,Guaviare,Huila,La Guajira,Magdalena,Meta,Nariño,Norte de Santander,Putumayo,Quindío,Risaralda,San Andrés y Providencia,Santander,Sucre,Tolima,Valle del Cauca,Vaupés,Vichada,Azuay,Bolivar,Cañar,Carchi,Chimborazo,Cotopaxi,El Oro,Esmeraldas,Galápagos,Guayas,Imbabura,Loja,Los Rios,Manabi,Morona Santiago,Napo,Orellana,Pastaza,Pichincha,Santa Elena,Santo Domingo de los Tsachilas,Sucumbios,Tungurahua,Zamora Chinchipe,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,La Libertad,Lambayeque,Lima,Lima Province,Loreto,Madre de Dios,Moquegua,Pasco,Piura,Puno,San Martín,Tacna,Tumbes,Ucayali,Arima,Chaguanas,Couva-Tabaquite-Talparo,Diego Martin,Mayaro/Rio Claro,Penal-Debe,Point Fortin,Port of Spain,Princes Town,San Fernando,San Juan-Laventille,Sangre Grande,Siparia,Tobago,Tunapuna/Piarco,Aisén del General Carlos Ibáñez del Campo,Antofagasta,Araucanía,Arica y Parinacota,Atacama,Bío-Bío,Coquimbo,Libertador General Bernardo O'Higgins,Los Lagos,Los Ríos,Magallanes y Antártica Chilena,Maule,Ñuble,Región Metropolitana de Santiago,Tarapacá,Valparaíso,Azua,Bahoruco,Barahona,Dajabón,Distrito Nacional,Duarte,El Seybo,Espaillat,Hato Mayor,Independencia,La Altagracia,La Estrelleta,La Romana,La Vega,María Trinidad Sánchez,Monseñor Nouel,Monte Cristi,Monte Plata,Pedernales,Peravia,Puerto Plata,Salcedo,Samaná,San Cristóbal,San José de Ocoa,San Juan,San Pedro de Macorís,Sánchez Ramírez,Santiago,Santiago Rodríguez,Santo Domingo,Valverde,Bocas del Toro,Chiriquí,Coclé,Colón,Darién,Emberá,Herrera,Kuna Yala,Los Santos,Ngöbe Buglé,Panamá,Panamá Oeste,Veraguas"
REG003,,,"India,Pakistan",Regional Kashmir conflict,"IND,PAK","Asia,Asia",,India,Regional Kashmir conflict,https://www.acaps.org/country/India/crisis/Regional-Kashmir-conflict,,01/04/2019,1339,,,
REG004,,,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",,Syria,Syrian Regional Crisis,https://www.acaps.org/country/Syria/crisis/Syrian-Regional-Crisis,,01/05/2019,1309,,"JOR.2_1,JOR.5_1,JOR.10_1,JOR.12_1,EGY.8_1,EGY.6_1,EGY.12_1,EGY.11_1,IRQ.6_1,IRQ.7_1,IRQ.12_1,TUR.1_1,TUR.2_1,TUR.33_1,TUR.37_1,TUR.40_1,TUR.42_1,TUR.48_1,TUR.64_1,TUR.68_1,LBN.1_1,LBN.2_1,LBN.3_1,LBN.4_1,LBN.5_1,LBN.6_1,LBN.7_1,LBN.8_1,SYR.1_1,SYR.2_1,SYR.3_1,SYR.4_1,SYR.5_1,SYR.6_1,SYR.7_1,SYR.8_1,SYR.9_1,SYR.10_1,SYR.11_1,SYR.12_1,SYR.13_1,SYR.14_1","Amman,Irbid,Mafraq,Zarqa,Al Jizah,Al Iskandariyah,Al Qalyubiyah,Al Qahirah,Arbil,As-Sulaymaniyah,Dihok,Adana,Adiyaman,Gaziantep,Hatay,Istanbul,K. Maras,Kilis,Osmaniye,Sanliurfa,Akkar,Baalbak - Hermel,Beirut,Bekaa,Mount Lebanon,Nabatiyeh,North,South,Al Ḥasakah,Aleppo,Ar Raqqah,As Suwayda',Damascus,Dar`a,Dayr Az Zawr,Hamah,Hims,Idlib,Lattakia,Quneitra,Rif Dimashq,Tartus"
REG006,,,"Turkey,Greece",Eastern Mediterranean Route ,"TUR,GRC","Middle east,Europe",,Turkey,Eastern Mediterranean Route ,https://www.acaps.org/country/Turkey/crisis/Eastern-Mediterranean-Route,,01/05/2019,1309,,"TUR.28_1,TUR.50_1,TUR.22_1,TUR.40_1,TUR.41_1,TUR.59_1,TUR.8_1,TUR.37_1,TUR.48_1,TUR.7_1,TUR.33_1,TUR.68_1,TUR.4_1,TUR.78_1,TUR.36_1,TUR.71_1,GRC.1_1","Edirne,Kirklareli,Çanakkale,Istanbul,Izmir,Mugla,Antalya,Hatay,Kilis,Ankara,Gaziantep,Sanliurfa,Agri,Van,Hakkari,Sirnak,Aegean"
REG007,,,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",,Algeria,Central Mediterranean Route,https://www.acaps.org/country/Algeria/crisis/Central-Mediterranean-Route,,01/04/2019,1339,,,
REG008,,,"Algeria,Morocco,Spain",Western Mediterranean Route,"DZA,MAR,ESP","Africa,Africa,Europe",,Algeria,Western Mediterranean Route,https://www.acaps.org/country/Algeria/crisis/Western-Mediterranean-Route,,01/04/2019,1339,,,
REG011,,,"Bangladesh,Myanmar",Rohingya Regional Crisis,"BGD,MMR","Asia,Asia",,Bangladesh,Rohingya Regional Crisis,https://www.acaps.org/country/Bangladesh/crisis/Rohingya-Regional-Crisis,,01/04/2019,1339,,,
REG012,,,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,"LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa,Africa",,Lesotho,Southern Africa Regional Food Security Crisis,https://www.acaps.org/country/Lesotho/crisis/Southern-Africa-Regional-Food-Security-Crisis,,01/02/2020,1033,,"TZA.1_1,TZA.3_1,TZA.9_1,TZA.12_1,TZA.24_1,TZA.25_1,TZA.27_1,ZWE.1_1,ZWE.2_1,ZWE.3_1,ZWE.4_1,ZWE.5_1,ZWE.6_1,ZWE.7_1,ZWE.8_1,ZWE.9_1,ZWE.10_1,ZMB.1_1,ZMB.2_1,ZMB.3_1,ZMB.4_1,ZMB.5_1,ZMB.6_1,ZMB.7_1,ZMB.8_1,ZMB.9_1,ZMB.10_1,MWI.1_1,MWI.2_1,MWI.3_1,MWI.4_1,MWI.5_1,MWI.6_1,MWI.12_1,MWI.13_1,MWI.14_1,MWI.15_1,MWI.16_1,MWI.7_1,MWI.8_1,MWI.9_1,MWI.10_1,MWI.11_1,MWI.17_1,MWI.18_1,MWI.19_1,MWI.20_1,MWI.21_1,MWI.22_1,MWI.23_1,MWI.24_1,MWI.25_1,MWI.26_1,MWI.27_1,MWI.28_1,MDG.3_1,MDG.6_1,SWZ.1_1,SWZ.2_1,SWZ.3_1,SWZ.4_1,NAM.1_1,NAM.2_1,NAM.3_1,NAM.4_1,NAM.5_1,NAM.6_1,NAM.7_1,NAM.8_1,NAM.9_1,NAM.10_1,NAM.11_1,NAM.12_1,NAM.13_1,LSO.1_1,LSO.2_1,LSO.3_1,LSO.4_1,LSO.5_1,LSO.6_1,LSO.7_1,LSO.8_1,LSO.9_1,LSO.10_1","Arusha,Dodoma,Kilimanjaro,Mara,Simiyu,Singida,Tanga,Bulawayo,Harare,Manicaland,Mashonaland Central,Mashonaland East,Mashonaland West,Masvingo,Matabeleland North,Matabeleland South,Midlands,Central,Copperbelt,Eastern,Luapula,Lusaka,Muchinga,North-Western,Northern,Southern,Western,Balaka,Blantyre,Chikwawa,Chiradzulu,Chitipa,Dedza,Machinga,Mangochi,Mchinji,Mulanje,Mwanza,Dowa,Karonga,Kasungu,Likoma,Lilongwe,Mzimba,Neno,Nkhata Bay,Nkhotakota,Nsanje,Ntcheu,Ntchisi,Phalombe,Rumphi,Salima,Thyolo,Zomba,Fianarantsoa,Toliary,Hhohho,Lubombo,Manzini,Shiselweni,!Karas,Erongo,Hardap,Kavango,Khomas,Kunene,Ohangwena,Omaheke,Omusati,Oshana,Oshikoto,Otjozondjupa,Zambezi,Berea,Butha-Buthe,Leribe,Mafeteng,Maseru,Mohale's Hoek,Mokhotlong,Qacha's Nek,Quthing,Thaba-Tseka"
REG013,,,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,"ARM,AZE","Middle east,Middle east",,Armenia,Regional Nagorno-Karabakh Conflict,https://www.acaps.org/country/Armenia/crisis/Regional-Nagorno-Karabakh-Conflict,,29/10/2020,762,,,
REG014,,,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,"ETH,SOM,KEN","Africa,Africa,Africa",Drought,Ethiopia,Eastern Africa Regional Drought Crisis,https://www.acaps.org/country/Ethiopia/crisis/Eastern-Africa-Regional-Drought-Crisis,"ETH005,KEN003",02/03/2022,273,,"ETH.8_1,ETH.9_1,ETH.10_1,SOM.1_1,SOM.2_1,SOM.3_1,SOM.4_1,SOM.5_1,SOM.6_1,SOM.7_1,SOM.8_1,SOM.9_1,SOM.10_1,SOM.11_1,SOM.12_1,SOM.13_1,SOM.14_1,SOM.15_1,SOM.16_1,SOM.17_1,SOM.18_1,KEN.1_1,KEN.6_1,KEN.7_1,KEN.9_1,KEN.10_1,KEN.14_1,KEN.18_1,KEN.19_1,KEN.20_1,KEN.21_1,KEN.23_1,KEN.24_1,KEN.25_1,KEN.26_1,KEN.33_1,KEN.36_1,KEN.37_1,KEN.39_1,KEN.40_1,KEN.41_1,KEN.43_1,KEN.46_1,KEN.47_1","Oromia,Somali,Southern Nations, Nationalities and Peoples,Awdal,Bakool,Banaadir,Bari,Bay,Galguduud,Gedo,Hiiraan,Jubbada Dhexe,Jubbada Hoose,Mudug,Nugaal,Sanaag,Shabeellaha Dhexe,Shabeellaha Hoose,Sool,Togdheer,Woqooyi Galbeed,Baringo,Embu,Garissa,Isiolo,Kajiado,Kilifi,Kitui,Kwale,Laikipia,Lamu,Makueni,Mandera,Marsabit,Meru,Narok,Nyeri,Samburu,Taita Taveta,Tana River,Tharaka-Nithi,Turkana,Wajir,West Pokot"
ROU002,,,Romania,Displacement from Ukraine conflict in Romania,ROU,Europe,"Conflict,Displacement",Romania,Displacement from Ukraine conflict,https://www.acaps.org/country/Romania/crisis/Displacement-from-Ukraine-conflict,"HUN002,POL002,UKR002,MDA002,SVK002",09/03/2022,266,Subnational,"ROU.27_1,ROU.7_1,ROU.24_1,ROU.36_1,ROU.30_1,ROU.4_1,ROU.41_1,ROU.34_1","Maramureș,Botoșani,Iași,Suceava,Neamț,Bacău,Vaslui,Satu Mare"
RWA002,,,Rwanda,Burundi and DRC refugees in Rwanda,RWA,Africa,Displacement,Rwanda,Refugees,https://www.acaps.org/country/Rwanda/crisis/Refugees,"BDI001,COD001",Before 2019,More than 2 years,National,,
SDN001,,,Sudan,Complex crisis in Sudan,SDN,Africa,"Displacement,Violence,Floods",Sudan,Complex crisis,https://www.acaps.org/country/Sudan/crisis/Complex-crisis,,Before 2019,More than 2 years,National,,
SDN005,,,Sudan,Refugees in Sudan,SDN,Africa,Displacement,Sudan,Refugees,https://www.acaps.org/country/Sudan/crisis/Refugees,"ERI001,CAF001,TCD003,SYR001,YEM001",01/01/2020,1064,Subnational,"SDN.6_1,SDN.7_1,SDN.18_1","Kassala,Khartoum,White Nile"
SDN006,,,Sudan,Floods in Sudan ,SDN,Africa,Floods,Sudan,Floods,https://www.acaps.org/country/Sudan/crisis/Floods,,01/08/2020,851,National,,
SDN008,,,Sudan,Violence in Darfur and Kordofan regions,SDN,Africa,Violence,Sudan,Violence in Darfur and Kordofan regions,https://www.acaps.org/country/Sudan/crisis/Violence-in-Darfur-and-Kordofan-regions,,27/04/2021,582,Subnational,"SDN.16_1,SDN.4_1,SDN.5_1,SDN.8_1,SDN.9_1,SDN.14_1,SDN.15_1,SDN.17_1","West Darfur,Central Darfur,East Darfur,North Darfur,North Kurdufan,South Darfur,South Kurdufan,West Kurdufan"
SEN002,,,Senegal,Drought in Senegal,SEN,Africa,Drought,Senegal,Drought,https://www.acaps.org/country/Senegal/crisis/Drought,,Before 2019,More than 2 years,National,,
SLV001,,,El Salvador,Complex crisis in El Salvador,SLV,Americas,"Displacement,Violence,Floods,Drought",El Salvador,Complex crisis,https://www.acaps.org/country/El Salvador/crisis/Complex-crisis,,Before 2019,More than 2 years,National,,
SOM001,,,Somalia,Complex crisis in Somalia,SOM,Africa,"Conflict,Displacement,Floods,Drought",Somalia,Complex crisis,https://www.acaps.org/country/Somalia/crisis/Complex-crisis,"KEN002,ETH003,YEM002,UGA005",Before 2019,More than 2 years,National,,
SOM002,,,Somalia,Mixed Migration Flows in Somalia,SOM,Africa,Displacement,Somalia,Mixed Migration,https://www.acaps.org/country/Somalia/crisis/Mixed-Migration,"YEM001,ETH001",01/04/2019,1339,Subnational,SOM.18_1,Woqooyi Galbeed
SSD001,,,South Sudan,Complex crisis in South Sudan,SSD,Africa,"Conflict,Floods,Displacement",South Sudan,Complex crisis,https://www.acaps.org/country/South Sudan/crisis/Complex-crisis,"KEN002,UGA005,SDN005,ETH003,SSD003",Before 2019,More than 2 years,National,,
SSD003,,,South Sudan,2022 seasonal floods in South Sudan,SSD,Africa,Floods,South Sudan,2022 floods,https://www.acaps.org/country/South Sudan/crisis/2022-floods,SSD001,12/10/2022,49,Subnational,"SSD.5_1,SSD.8_1,SSD.6_1,SSD.3_1,SSD.10_1,SSD.7_1,SSD.9_1","North Bahr-al-Ghazal,Warap,Unity,Jungoli,West Equatoria,Upper Nile,West Bahr-al-Ghazal"
SVK002,,,Slovakia,Displacement from Ukraine conflict in Slovakia,SVK,Europe,"Displacement,Conflict",Slovakia,Displacement from Ukraine conflict,https://www.acaps.org/country/Slovakia/crisis/Displacement-from-Ukraine-conflict,"UKR002,HUN002,POL002,MDA002,ROU002",07/03/2022,268,Subnational,SVK.3_1,Košický
SWZ001,,,Eswatini,Food Security Crisis in Eswatini,SWZ,Africa,Drought,Eswatini,Food Security Crisis,https://www.acaps.org/country/Eswatini/crisis/Food-Security-Crisis,,11/11/2020,749,National,,
SYR001,,,Syria,Syrian conflict,SYR,Middle east,"Conflict,Displacement,Violence",Syria,Conflict,https://www.acaps.org/country/Syria/crisis/Conflict,,Before 2019,More than 2 years,National,,
TCD001,,,Chad,Complex crisis in Chad,TCD,Africa,"Conflict,Displacement",Chad,Complex crisis,https://www.acaps.org/country/Chad/crisis/Complex-crisis,,Before 2019,More than 2 years,National,,
TCD003,,,Chad,Boko Haram in Chad,TCD,Africa,Conflict,Chad,Boko Haram ,https://www.acaps.org/country/Chad/crisis/Boko-Haram,"NER002,NGA004,TCD003",Before 2019,More than 2 years,Subnational,TCD.10_1,Lac
TCD004,,,Chad,CAR refugees in Chad,TCD,Africa,Displacement,Chad,CAR refugees,https://www.acaps.org/country/Chad/crisis/CAR-refugees,,Before 2019,More than 2 years,Subnational,"TCD.11_1,TCD.12_1,TCD.13_1,TCD.16_1,TCD.18_1","Logone Occidental,Logone Oriental,Mandoul,Moyen-Chari,Salamat"
TCD005,,,Chad,Darfur refugees in Chad,TCD,Africa,Displacement,Chad,Darfur refugees,https://www.acaps.org/country/Chad/crisis/Darfur-refugees,,Before 2019,More than 2 years,Subnational,"TCD.5_1,TCD.23_1,TCD.17_1,TCD.19_1","Ennedi Est,Wadi Fira,Ouaddaï,Sila"
TCD006,,,Chad,Tibesti Conflict in Chad,TCD,Africa,Conflict,Chad,Tibesti conflict,https://www.acaps.org/country/Chad/crisis/Tibesti-conflict,,Before 2019,More than 2 years,Subnational,TCD.21_1,Tibesti
THA001,,,Thailand,Multiple situations in Thailand,THA,Asia,"Conflict,Displacement",Thailand,Country level,https://www.acaps.org/country/Thailand/crisis/Country-level,,Before 2019,More than 2 years,National,,
THA002,,,Thailand,Conflict in southern Thailand ,THA,Asia,Conflict,Thailand,Conflict,https://www.acaps.org/country/Thailand/crisis/Conflict,,Before 2019,More than 2 years,Subnational,"THA.76_1,THA.64_1,THA.38_1,THA.33_1","Yala,Songkhla,Pattani,Narathiwat"
THA003,,,Thailand,Myanmar refugees in Thailand,THA,Asia,Conflict,Thailand,Refugees,https://www.acaps.org/country/Thailand/crisis/Refugees,MMR002,Before 2019,More than 2 years,Subnational,"THA.52_1,THA.69_1,THA.16_1,THA.23_1","Ratchaburi,Tak,Kanchanaburi,Mae Hong Son"
TON002,,,Tonga,Tonga Volcano Eruption,TON,Pacific,Volcano Eruption,Tonga,Volcano Eruption,https://www.acaps.org/country/Tonga/crisis/Volcano-Eruption,,19/01/2022,315,National,,
TTO002,,,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO,Americas,Displacement,Trinidad and Tobago,Venezuelan refugees,https://www.acaps.org/country/Trinidad and Tobago/crisis/Venezuelan-refugees,VEN001,01/02/2019,1398,National,,
TUN002,,,Tunisia,Mixed migration flows in Tunisia,TUN,Africa,Displacement,Tunisia,Mixed Migration,https://www.acaps.org/country/Tunisia/crisis/Mixed-Migration,,Before 2019,More than 2 years,National,,
TUR001,,,Turkey,Complex situation in Turkey,TUR,Middle east,"Displacement,Conflict",Turkey,Country level,https://www.acaps.org/country/Turkey/crisis/Country-level,,Before 2019,More than 2 years,National,,
TUR002,,,Turkey,Syrian Refugees in Turkey,TUR,Middle east,Displacement,Turkey,Syrian refugees,https://www.acaps.org/country/Turkey/crisis/Syrian-refugees,,Before 2019,More than 2 years,Subnational,"TUR.1_1,TUR.2_1,TUR.33_1,TUR.37_1,TUR.40_1,TUR.42_1,TUR.64_1,TUR.48_1,TUR.68_1","Adana,Adiyaman,Gaziantep,Hatay,Istanbul,K. Maras,Osmaniye,Kilis,Sanliurfa"
TUR003,,,Turkey,Mixed Migration Flows in Turkey,TUR,Middle east,Displacement,Turkey,Mixed Migration,https://www.acaps.org/country/Turkey/crisis/Mixed-Migration,,Before 2019,More than 2 years,Subnational,"TUR.28_1,TUR.50_1,TUR.22_1,TUR.40_1,TUR.41_1,TUR.59_1,TUR.8_1,TUR.37_1,TUR.48_1,TUR.7_1,TUR.33_1,TUR.68_1,TUR.4_1,TUR.78_1,TUR.36_1,TUR.71_1","Edirne,Kirklareli,Çanakkale,Istanbul,Izmir,Mugla,Antalya,Hatay,Kilis,Ankara,Gaziantep,Sanliurfa,Agri,Van,Hakkari,Sirnak"
TUR004,,,Turkey,Kurdish Conflict,TUR,Middle east,Conflict,Turkey,Kurdish conflict,https://www.acaps.org/country/Turkey/crisis/Kurdish-conflict,,Before 2019,More than 2 years,Subnational,"TUR.31_1,TUR.44_1,TUR.72_1,TUR.49_1,TUR.30_1,TUR.45_1,TUR.55_1,TUR.76_1,TUR.29_1,TUR.17_1,TUR.60_1,TUR.4_1,TUR.2_1,TUR.26_1,TUR.69_1,TUR.18_1,TUR.78_1,TUR.68_1,TUR.57_1,TUR.36_1","Erzurum,Karaman,Sivas,Kinkkale,Erzincan,Kars,Malatya,Tunceli,Elazığ,Bingöl,Mus,Agri,Adiyaman,Diyarbakir,Siirt,Bitlis,Van,Sanliurfa,Mardin,Hakkari"
