,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.167,0,0,0.631,0.65,3.5,0.47671568627450983,0,0,0.2577614379084967,0.26552287581699346,5,4.25
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7346938775510204,0,0.2653061224489796,0,0,3,2.3
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,0.02,0.085,0,0,0,0,0.19047619047619047,0.8095238095238095,0,0,0,2,1
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.191,0.177,0.035,0,0,0.9,0.8488952245188881,0.1261582323592302,0.024946543121881683,0,0,2,1.45
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.379,0,0.012,0,0,0.1,0.999031555161004,0,0.0009684448389960455,0,0,1,0.55
Complex situation in Turkey,"Displacement,Conflict",TUR001,Turkey,TUR,82.849,1.719,1.758,0.43,0,3.9,0.9549546434293487,0.01981396313842111,0.02026349458833293,0.004956372396463686,0,1,2.45
Syrian Refugees in Turkey,Displacement,TUR002,Turkey,TUR,24.08,10.074,1.61,0.394,0,3.8,0.6659660379445765,0.27861054261850765,0.04452679904861995,0.010896620388295813,0,3,3.4
Mixed Migration Flows in Turkey,Displacement,TUR003,Turkey,TUR,28.796,8.645,0.149,0.036,0,2.1,0.7653218519109126,0.22976133524690373,0.003960027640461383,0.0009567852017222134,0,2,2.05
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,1.997,12.075,0.744,0.095,0,3.2,0.13392797263765005,0.8098048420629066,0.0498960498960499,0.006371135403393468,0,3,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,11.146,0.247,0,0,2.3,0,0.9783200210655666,0.021679978934433426,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,1.997,0.929,0.497,0.095,0,3,0.5676520750426378,0.2640704945992041,0.14127345082433201,0.027003979533826036,0,3,3
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,4.211,0.5,1.737,0.038,0,3.7,0.6492445266728338,0.0770891150169596,0.26780758556891765,0.00585877274128893,0,3,3.35
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,3.78,0,1.461,0,0,3.6,0.7213740458015268,0,0.27881679389312974,0,0,3,3.3
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,0.431,0.5,0.276,0.038,0,2.5,0.34590690208667735,0.4012841091492777,0.22150882825040127,0.030497592295345103,0,3,2.75
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,0,26.229,11.856,5.844,0,5,0,0.5970771016868128,0.26989004985317216,0.13303284846001504,0,4,4.5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,0,7.091,14.04,5.382,3.978,5,0,0.2325604276671805,0.4604637433996917,0.17651110163654848,0.13046472729657932,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,4.675,0,0.132,0.132,0.029,2.4,0.9408331656268867,0,0.026564701147112096,0.026564701147112096,0.005836184342926142,3,2.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.937,6.601,1.952,0,0,3.8,0.3659747961452928,0.4893254262416605,0.1446997776130467,0,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,6.738,2.706,6.05,0.95,0,4.7,0.40975431768426174,0.1645585015811238,0.3679153490634882,0.05777183167112625,0,4,4.35
