,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
AFG001,670,46,643,3,0,46,46,46,46,46,59,3,3,3,3,3,3,3,3,3,93.8
DZA002,367,298,173,173,6,367,367,367,367,367,173,3,3,3,3,3,3,3,3,3,236.3
DZA003,298,654,367,367,6,367,367,367,367,367,654,3,3,3,3,3,3,3,3,3,323.2
DZA004,160,160,160,160,6,160,160,160,160,160,160,3,3,3,3,3,3,3,3,3,128.9
REG008,584,584,584,584,0,584,584,584,584,584,584,0,0,0,0,0,0,0,0,0,467.2
REG007,584,584,584,584,0,584,584,584,584,584,584,0,0,0,0,0,0,0,0,0,467.2
ARM002,5,5,5,5,5,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,17.6
REG013,5,5,5,5,26,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,19.7
AZE002,26,26,26,26,5,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,21.8
BGD001,3,3,3,3,0,3,3,3,3,3,178,3,3,3,3,3,3,3,3,3,20.2
BGD002,557,3,3,3,0,3,3,3,3,3,245,3,3,3,3,3,3,3,3,3,26.9
BGD003,77,77,77,77,0,3,3,3,3,3,77,3,3,3,3,3,3,3,3,3,24.9
REG011,245,3,3,3,0,3,3,3,3,3,33,0,0,0,0,0,0,0,0,0,5.4
BRA002,367,55,55,55,55,55,55,55,55,55,654,395,395,395,395,395,395,395,395,395,148.9
BFA002,164,5,5,5,0,46,46,46,46,46,654,5,5,5,5,5,5,5,5,5,89.9
BFA003,62,62,31,62,31,31,31,31,31,31,62,5,5,5,5,5,5,5,5,5,34.6
BFA004,31,5,5,5,0,31,31,31,31,31,31,5,5,5,5,5,5,5,5,5,20.1
BDI001,55,31,31,4,4,31,31,31,31,31,642,4,4,4,4,4,4,4,4,4,84
CMR001,468,31,31,0,0,96,96,96,96,96,656,4,4,4,4,4,4,4,4,4,117.1
CMR002,468,96,96,0,0,96,96,96,96,96,581,4,4,4,4,4,4,4,4,4,116.1
CMR003,656,96,96,0,0,96,96,96,96,96,468,4,4,4,4,4,4,4,4,4,104.8
CMR004,656,0,0,0,0,0,0,0,0,0,656,4,4,4,4,4,4,4,4,4,66
CAF001,657,395,395,5,0,34,34,34,34,34,245,5,5,5,5,5,5,5,5,5,82
TCD001,59,4,31,4,4,124,124,124,124,124,654,4,4,4,4,4,4,4,4,4,131.7
TCD003,654,4,4,4,4,46,46,46,46,46,654,4,4,4,4,4,4,4,4,4,90
TCD004,251,251,251,4,654,251,251,251,251,251,654,4,4,4,4,4,4,4,4,4,282.2
TCD005,251,251,251,4,4,251,251,251,251,251,654,4,4,4,4,4,4,4,4,4,217.2
TCD006,654,251,251,654,4,124,124,124,124,124,396,4,4,4,4,4,4,4,4,4,192.9
TCD008,31,31,31,59,59,31,31,31,31,31,59,4,4,4,4,4,4,4,4,4,36.7
COL001,54,215,215,0,0,46,46,46,46,46,655,395,395,395,395,395,395,395,395,395,149.5
COL002,580,580,0,0,298,0,55,0,0,55,655,395,395,395,395,395,395,395,395,395,145.8
COL003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG004,26,25,5,26,26,5,5,5,5,5,26,5,5,5,5,5,5,5,5,5,11.3
CRI002,298,55,55,55,153,55,55,55,55,55,599,396,396,396,396,396,396,396,396,396,153.3
DJI001,54,349,101,349,3,45,54,54,54,54,349,1,1,1,1,1,1,1,1,1,106.4
DJI002,54,367,367,367,3,490,580,367,490,655,655,395,395,395,395,395,395,395,395,395,436.9
DJI003,54,54,367,614,3,54,54,54,54,54,553,395,395,395,395,395,395,395,395,395,220.2
PRK001,672,376,376,395,0,245,245,245,245,245,672,3,3,3,3,3,3,3,3,3,267.1
COD001,56,123,395,4,0,46,46,46,46,46,656,4,4,4,4,4,4,4,4,4,128.9
COD003,154,154,154,154,154,154,154,154,154,154,154,4,4,4,4,26,4,4,4,4,139
ECU002,298,298,3,3,153,3,3,3,3,3,655,0,0,0,0,0,0,0,0,0,82.9
EGY002,215,173,173,173,1,173,173,173,173,215,658,1,1,1,1,1,1,1,1,1,191.3
SLV001,54,55,55,55,0,55,55,55,55,55,656,396,396,396,396,396,396,396,396,396,143.7
ERI001,54,375,375,1,1,1,1,1,1,1,656,1,1,1,1,1,1,1,1,1,103.9
SWZ001,55,31,31,291,31,31,31,31,31,31,297,4,4,4,4,4,4,4,4,4,80.9
ETH001,54,215,215,154,0,54,54,54,54,54,654,1,1,1,1,1,1,1,1,1,129.4
ETH002,178,42,54,54,178,101,101,101,101,101,178,178,177,178,177,178,177,178,178,178,114.7
ETH003,152,152,101,101,152,101,101,101,101,101,101,147,147,147,147,147,147,147,147,147,110.7
ETH004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC002,580,4,4,4,4,56,56,56,56,56,664,4,4,4,4,4,4,4,4,4,96
