,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
GTM001,54,55,55,55,0,55,55,55,55,55,521,396,396,396,396,396,396,396,396,396,130.2
GTM003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTI001,672,55,55,55,1,55,55,55,55,55,672,25,25,25,25,25,25,25,25,25,108.3
HND001,54,55,55,55,0,55,55,55,55,55,656,396,396,396,396,396,396,396,396,396,143.7
HND002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND001,3,3,3,3,0,3,3,3,3,3,178,3,3,3,3,3,3,3,3,3,20.2
IND002,612,612,612,612,0,584,612,612,612,612,369,3,3,3,3,3,3,3,3,3,462.8
IND005,33,33,33,33,0,33,33,33,33,33,55,3,3,3,3,3,3,3,3,3,28.9
REG003,378,378,55,378,0,378,585,585,585,585,585,0,0,0,0,0,0,0,0,0,373.6
IDN002,306,306,306,306,0,306,306,306,306,306,489,3,3,3,3,3,3,3,3,3,263.4
IRN004,245,245,33,33,245,245,245,245,245,245,245,0,0,0,0,0,0,0,0,0,178.1
IRQ001,62,47,4,4,4,4,4,4,4,35,215,3,3,3,3,3,3,3,3,3,28.1
IRQ002,62,46,35,4,4,46,46,215,215,4,298,3,3,3,3,3,3,3,3,3,87
IRQ003,215,4,4,4,4,4,4,4,4,4,654,3,3,3,3,3,3,3,3,3,68.9
JOR002,0,0,0,0,0,0,0,0,0,0,150,3,3,3,3,3,3,3,3,3,15.3
KEN001,54,151,151,151,1,151,151,151,151,151,524,1,1,1,1,1,1,1,1,1,158.3
KEN002,654,151,1,1,654,245,245,151,245,245,654,398,398,398,398,398,398,398,398,398,283.9
KEN003,54,151,151,524,524,151,151,151,151,524,524,398,398,398,398,398,398,398,398,398,324.9
KEN005,178,178,178,178,178,178,178,178,178,178,215,215,215,215,215,215,215,215,215,215,185.4
LBN002,178,178,178,178,33,33,33,33,33,33,178,3,3,3,3,3,3,3,3,3,73.5
LBN004,215,215,61,215,33,61,61,61,61,61,215,3,3,3,3,3,3,3,3,3,83.2
LBN005,101,101,101,101,33,101,101,101,101,101,101,3,3,3,3,3,3,3,3,3,84.4
LSO002,489,31,31,52,670,31,31,31,31,31,670,4,4,4,4,4,4,4,4,4,158.2
REG012,55,0,0,0,0,0,0,0,0,0,291,4,4,4,4,4,4,4,4,4,29.5
LBY001,215,215,215,63,6,215,215,215,215,215,215,3,3,3,3,3,3,3,3,3,157.7
LBY002,63,63,52,52,6,54,63,63,63,63,215,3,3,3,3,3,3,3,3,3,63.4
MDG002,432,186,186,52,31,186,186,186,186,186,515,4,4,4,4,4,4,4,4,4,171.8
MDG004,297,297,297,297,4,297,297,297,297,297,297,4,4,4,4,4,4,4,4,4,238.4
MDG005,297,186,186,31,4,186,186,186,186,186,297,4,4,4,4,4,4,4,4,4,145.2
MWI002,616,31,31,459,4,31,31,31,31,31,458,4,4,4,4,4,4,4,4,4,111.1
MLI001,56,150,150,0,0,150,150,150,150,458,676,0,0,0,0,0,0,0,0,0,188.4
MRT002,655,35,35,35,521,35,35,35,35,35,655,3,3,3,3,3,3,3,3,3,142.4
MRT003,63,35,35,96,96,35,35,35,35,35,96,3,3,3,3,3,3,3,3,3,50.1
MEX001,367,354,367,153,367,354,367,354,367,367,367,367,367,367,367,367,367,367,367,367,343
MEX002,367,354,354,367,0,354,367,354,367,367,367,367,367,367,367,367,367,367,367,367,326.4
MEX003,367,354,354,354,0,354,354,354,367,367,367,367,367,367,367,367,367,367,367,367,323.8
MEX004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR002,62,173,173,173,6,367,367,367,367,367,654,3,3,3,3,3,3,3,3,3,284.4
MOZ001,489,45,126,126,1,1,1,1,1,1,489,1,1,1,1,1,1,1,1,1,74.8
MOZ004,614,45,1,1,1,1,1,1,1,1,1,398,102,398,398,398,398,103,398,398,40.7
MOZ006,297,45,42,125,297,1,1,1,1,1,297,297,297,297,297,297,297,297,297,297,106.3
MMR001,245,245,245,3,0,245,245,3,3,245,245,0,0,0,0,0,0,0,0,0,123.4
MMR002,245,245,245,3,0,46,245,245,245,245,245,0,0,0,0,0,0,0,0,0,151.9
MMR003,557,245,245,3,0,245,245,3,3,245,245,0,0,0,0,0,0,0,0,0,123.4
NAM002,297,31,31,297,31,31,31,31,31,31,297,4,4,4,4,4,4,4,4,4,81.5
NIC001,298,55,676,55,0,396,396,396,676,676,676,396,396,396,396,396,396,396,396,396,434.3
NIC002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER001,657,56,31,0,0,31,31,31,31,31,657,0,0,0,0,0,0,0,0,0,84.3
NER002,657,586,396,31,0,31,31,31,31,31,657,0,0,0,0,0,0,0,0,0,123.9
NER003,657,586,298,0,0,31,31,31,31,31,657,0,0,0,0,0,0,0,0,0,111
NER004,350,46,31,31,0,31,31,31,31,31,350,0,0,0,0,0,0,0,0,0,56.7
NER005,56,26,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,50.4
NGA001,516,0,0,0,0,0,0,0,0,0,516,4,4,4,4,4,4,4,4,4,52
NGA003,0,0,0,0,0,0,0,0,0,0,517,4,4,4,4,4,4,4,4,4,52.1
NGA004,518,186,216,0,0,216,216,216,216,216,518,4,4,4,4,4,4,4,4,4,181.8
NGA007,216,0,0,0,0,0,0,0,0,0,350,4,4,4,4,4,4,4,4,4,35.4
NGA008,325,0,0,0,0,0,0,0,0,0,306,4,4,4,4,4,4,4,4,4,31
REG001,186,0,0,0,0,29,29,29,29,29,579,4,4,4,4,4,4,4,4,4,72.8
PAK001,55,55,55,423,0,55,55,55,55,55,662,0,0,0,0,0,0,0,0,0,141.5
PAK004,560,560,642,306,0,369,642,642,642,642,642,0,0,0,0,0,0,0,0,0,452.7
PSE002,62,54,96,6,6,96,96,96,96,96,662,3,3,3,3,3,3,3,3,3,125.3
PER002,298,298,55,0,55,298,298,298,298,298,654,395,0,395,395,395,0,395,395,395,264.9
PHL001,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,35
PHL003,367,367,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,36.7
PHL004,350,350,59,59,178,59,59,59,59,59,350,0,0,0,0,0,0,0,0,0,94.1
PHL009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA002,654,4,4,4,31,4,31,4,31,31,654,4,4,4,4,4,4,4,4,4,79.8
SEN002,56,150,150,354,676,150,150,150,150,150,676,0,0,0,0,0,0,0,0,0,260.6
SOM001,406,297,297,129,25,1,1,1,1,1,669,1,1,1,1,1,1,1,1,1,112.6
SOM002,129,129,129,129,101,581,581,129,129,129,581,396,396,396,396,396,396,396,396,396,288.5
SOM004,367,367,367,355,367,355,355,355,367,367,367,367,367,367,367,367,367,367,367,367,362.2
SSD001,521,489,489,1,1,430,430,430,430,430,521,1,1,1,1,1,1,1,1,1,316.3
SDN001,297,297,1,1,1,126,126,297,297,297,297,1,1,1,1,1,1,1,1,1,144.4
SDN005,297,297,1,1,297,245,245,245,245,245,1,297,297,297,297,297,297,297,297,297,182.2
SDN006,55,45,25,55,25,45,45,45,45,45,101,101,101,101,101,101,101,101,101,101,53.2
SYR001,62,101,101,6,6,398,101,398,398,398,670,3,3,3,3,3,3,3,3,3,247.9
REG004,0,0,0,0,0,0,0,0,0,0,559,3,3,3,3,3,3,3,3,3,56.2
TZA002,495,4,4,4,495,4,52,4,52,52,670,4,4,4,4,4,4,4,4,4,134.1
THA001,489,3,3,3,33,3,3,3,3,3,656,0,0,0,0,0,0,0,0,0,71
THA002,489,489,489,489,33,245,245,245,245,245,656,0,0,0,0,0,0,0,0,0,289.2
THA003,374,3,3,3,55,3,3,3,3,3,656,0,0,0,0,0,0,0,0,0,73.2
TTO002,641,367,612,612,1,55,298,298,298,298,367,1,1,1,1,1,1,1,1,1,284
TUN002,62,173,173,173,6,654,654,654,654,654,654,3,3,3,3,3,3,3,3,3,427.9
TUR001,654,654,4,4,4,4,4,4,4,4,654,4,4,4,4,4,4,4,4,4,69
TUR002,654,614,4,4,654,4,4,4,4,4,654,4,4,4,4,4,4,4,4,4,134
TUR003,654,654,4,4,4,4,4,4,4,4,654,4,4,4,4,4,4,4,4,4,69
TUR004,654,654,654,654,4,654,654,654,654,654,654,4,4,4,4,4,4,4,4,4,524
REG006,562,562,562,562,0,562,562,562,562,562,562,0,0,0,0,0,0,0,0,0,449.6
UGA001,178,45,1,1,25,101,101,101,101,101,126,1,1,1,1,1,1,1,1,1,65.9
UGA005,367,178,1,1,178,101,101,101,101,101,126,367,367,367,367,367,367,367,367,367,117.8
UKR002,654,245,245,245,0,245,245,245,245,245,245,0,0,0,0,0,0,0,0,0,196
VUT002,215,215,215,151,229,215,215,215,215,215,229,229,229,229,229,229,229,229,229,229,212.8
VEN001,54,25,25,25,298,25,25,25,25,25,521,395,395,395,395,395,395,395,395,395,138.9
REG002,298,55,55,55,367,55,55,55,55,55,580,395,395,395,395,395,395,395,395,395,172.7
VNM002,25,25,25,25,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,20
YEM001,42,42,42,42,42,586,42,42,42,42,672,593,593,593,593,593,593,593,593,593,214.5
YEM002,42,42,42,42,42,586,586,146,146,586,642,593,593,593,593,593,593,593,593,593,341.1
ZMB002,458,381,381,458,31,381,381,381,381,458,656,4,4,4,4,4,4,4,4,4,351.2
ZWE001,55,4,31,306,4,4,31,31,31,31,4,4,4,4,4,4,4,4,4,4,47.7
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MIN,0
,,,,,,,,,,,,,,,,,,,,MAX,524
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
