,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrisisID,Data Reliability,Information gaps (# indicator missing),Impact of the crisis,Area affected,People in the affected area,Geographical,People affected,People displaced,Crisis related fatalities,People affected by categories,Human,Conditions of people affected,# of people facing minimal humanitarian needs (level 1),# of people facing stressed humanitarian conditions and needs (level 2),# of people facing moderate humanitarian conditions and needs (level 3),# of people facing severe humanitarian conditions and needs (level 4),# of people facing extreme humanitarian conditions and needs (level 5),Complexity of the crisis,Society and safety,Social cohesion,Conflict Intensity,Total killed in all crisis,Safety and security,Rule of Law,Operating environment,Diversity of groups affected,Humanitarian Access,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Access of Humanitarian Actors to Affected Populations,Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Access of People in need to Aid,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Physical and Security Constraints
THA002,x,2,2,2,2,2,2,x,2,2,2,x,x,x,x,x,x,1.6,1.1666666666666667,1,1,2,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
THA003,1.9,1,2,2,2,2,2,2,x,2,2,2,2,2,2,2,2,1.6,1.1666666666666667,1,1,2,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TTO002,2.3,0,2,2,2,2,2,2,2,2,2,2.8,2,3,3,3,3,1.6,1.1666666666666667,1,1,2,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TUN002,2.1,2,2.6,1,2,1.5,x,x,3,3,3,2,2,2,2,2,2,1.7,1.3333333333333333,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TUR001,2.4,0,2.2,2,2,2,2,2,3,2.5,2.3,3,3,3,3,3,3,1.7,1.3333333333333333,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TUR002,2.4,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1.7,1.3333333333333333,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TUR003,2.4,0,2.2,2,2,2,2,2,3,2.5,2.3,3,3,3,3,3,3,1.7,1.3333333333333333,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TUR004,2,0,2.2,2,2,2,2,2,3,2.5,2.3,2,2,2,2,2,2,1.7,1.3333333333333333,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
REG006,x,6,x,x,x,x,x,x,3,3,3,x,x,x,x,x,x,1.7,1.3333333333333333,1,1,3,2,1,2,x,2,2,2,2,2,2,2,2,2,2,2,2,2
UGA001,1.9,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,1.1666666666666667,1,1,2,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
UGA005,1.9,1,2.2,3,2,2.5,2,2,x,2,2,2,2,2,2,2,2,1.4,1.1666666666666667,1,1,2,1.5,1,1.625,2,1.25,1,2,1,1,1.25,1,2,1.5,1,1,1,1
UKR002,1.7,0,1.5,2,1,1.5,1,2,2,2,1.5,2,2,2,2,2,2,1.3,1.1666666666666667,1,1,2,1.5,1,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2
VUT002,1.8,0,2.3,2,2,2,2,3,3,3,2.5,2,2,2,2,2,2,1.2,1.3333333333333333,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VEN001,2,0,2,1,2,1.5,2,2,3,2.5,2.3,2,2,2,2,2,2,2.1,1.6666666666666667,1,1,3,2,2,2.5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
REG002,1.9,2,1.7,2,2,2,2,1,x,1,1.5,2,2,2,2,2,2,1.8,1.6666666666666667,1,1,x,1,3,2,2,2,2,2,2,2,2,2,2,2,2,x,2,2
VNM002,2,0,2,1,2,1.5,2,3,2,2.5,2.3,2,2,2,2,2,2,2.1,2.1666666666666665,1,1,2,1.5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YEM001,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.5,1,1,2,1.5,5,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2
YEM002,2.1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,2.8333333333333335,1,1,2,1.5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZMB002,2.2,2,2,2,2,2,2,2,x,2,2,2.2,2,2,2,2,3,2.5,3,1,1,x,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZWE001,2.2,0,2,1,2,1.5,2,3,2,2.5,2.3,2,2,2,2,2,2,2.6,3.5,1,1,2,1.5,8,1.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.5,1,1,0,0.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,3.8333333333333335,1,1,0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,4.166666666666667,1,1,0,0.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4.5,1,1,0,0.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.833333333333333,1,1,0,0.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.166666666666667,1,1,0,0.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,5.5,1,1,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5.833333333333333,1,1,0,0.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,6.166666666666667,1,1,0,0.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.5,1,1,0,0.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,6.833333333333333,1,1,0,0.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,7.166666666666667,1,1,0,0.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.5,1,1,0,0.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,7.833333333333333,1,1,0,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,8.166666666666666,1,1,0,0.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,8.5,1,1,0,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,8.833333333333334,1,1,0,0.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,9.166666666666666,1,1,0,0.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,9.5,1,1,0,0.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,9.833333333333334,1,1,0,0.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,10.166666666666666,1,1,0,0.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,10.5,1,1,0,0.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,10.833333333333334,1,1,0,0.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,11.166666666666666,1,1,0,0.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,11.5,1,1,0,0.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,11.833333333333334,1,1,0,0.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,12.166666666666666,1,1,0,0.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,12.5,1,1,0,0.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,12.833333333333334,1,1,0,0.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,13.166666666666666,1,1,0,0.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,13.5,1,1,0,0.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,13.833333333333334,1,1,0,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,14.166666666666666,1,1,0,0.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,14.5,1,1,0,0.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,14.833333333333334,1,1,0,0.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,15.166666666666666,1,1,0,0.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,15.5,1,1,0,0.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,15.833333333333334,1,1,0,0.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,16.166666666666668,1,1,0,0.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,16.5,1,1,0,0.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,16.833333333333332,1,1,0,0.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,17.166666666666668,1,1,0,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,17.5,1,1,0,0.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,17.833333333333332,1,1,0,0.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,18.166666666666668,1,1,0,0.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,18.5,1,1,0,0.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,18.833333333333332,1,1,0,0.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,19.166666666666668,1,1,0,0.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,19.5,1,1,0,0.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,19.833333333333332,1,1,0,0.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,20.166666666666668,1,1,0,0.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,20.5,1,1,0,0.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,20.833333333333332,1,1,0,0.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,21.166666666666668,1,1,0,0.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,21.5,1,1,0,0.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,21.833333333333332,1,1,0,0.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,22.166666666666668,1,1,0,0.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,22.5,1,1,0,0.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,22.833333333333332,1,1,0,0.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,23.166666666666668,1,1,0,0.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,23.5,1,1,0,0.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,23.833333333333332,1,1,0,0.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,24.166666666666668,1,1,0,0.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,24.5,1,1,0,0.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,24.833333333333332,1,1,0,0.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,25.166666666666668,1,1,0,0.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,25.5,1,1,0,0.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,25.833333333333332,1,1,0,0.5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,26.166666666666668,1,1,0,0.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,26.5,1,1,0,0.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,26.833333333333332,1,1,0,0.5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,27.166666666666668,1,1,0,0.5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,27.5,1,1,0,0.5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,27.833333333333332,1,1,0,0.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,28.166666666666668,1,1,0,0.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,28.5,1,1,0,0.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,28.833333333333332,1,1,0,0.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
