,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,0,25.117,10.485,8.97,5.228,5,0,0.5043574297188755,0.2105421686746988,0.18012048192771085,0.10497991967871485,5,5
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,0,13.676,0.65,0.218,0.226,3.4,0,0.9259309410968178,0.044008124576844956,0.014759647935003384,0.015301286391333784,3,3.2
Drought in Senegal,Drought,SEN002,Senegal,SEN,15.012,2.707,0.314,0,0,2.5,0.8325199645075422,0.15012200532386868,0.017413487133984027,0,0,2,2.25
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,5.185,0,0.446,0.669,0,3.4,0.823015873015873,0,0.0707936507936508,0.1061904761904762,0,4,3.7
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,0,10,3.45,2.156,1.294,4.7,0,0.591715976331361,0.20414201183431951,0.12757396449704142,0.07656804733727811,5,4.85
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,2.656,0,0.038,x,x,1,0.985894580549369,0,0.014105419450631032,x,x,1,1
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,0,3.777,9,x,x,4.9,0,0.295609297957267,0.704390702042733,x,x,3,3.95
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,5.432,0,0.117,0,0,1.8,0.9789151198414129,0,0.021084880158587133,0,0,1,1.4
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,0.475,0.431,0.268,0.015,0,2.4,0.3998316498316498,0.3627946127946128,0.2255892255892256,0.012626262626262626,0,3,2.7
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,7.583,11.605,4.157,0.116,5,0,0.323231031543052,0.4946717817561807,0.17719522591645354,0.0049445865302642795,4,4.5
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,4.778,8.223,0.421,0.15,0.006,2.9,0.3518927677124761,0.6056120194432171,0.031006039181028133,0.01104728236853734,0.0004418912947414936,2,2.45
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,12.921,0,2.531,1.744,1.098,4.6,0.7062971466054444,0,0.13835137203454684,0.09533180277686673,0.060019678583142014,5,4.8
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,0.137,0,0,0.146,0.626,3.1,0.15088105726872247,0,0,0.16079295154185022,0.6894273127753304,5,4.05
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,2.188,0,0,0,1.261,3.5,0.634386778776457,0,0,0,0.36561322122354306,5,4.25
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.076,0,0,0,1.434,3.6,0.42885611797528894,0,0,0,0.5715424471901156,5,4.3
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7368421052631579,0,0.26608187134502925,0,0,3,2.3
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,0.45,0.549,0.341,0.019,0,2.6,0.33112582781456956,0.40397350993377484,0.2509197939661516,0.013980868285504048,0,3,2.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.319,0.174,0.026,0,0,0.7,0.8615284128020901,0.11365120836054866,0.016982364467668192,0,0,2,1.35
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.437,0,0.083,x,x,1.5,0.993370607028754,0,0.006629392971246007,x,x,1,1.25
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,35.343,11.662,4.791,0.254,0,4.5,0.6790201729106629,0.2240537944284342,0.09204610951008646,0.004879923150816523,0,3,3.75
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,35.35,4.788,1.919,0.233,0,3.9,0.8358950106408134,0.1132182549065973,0.0453771577205013,0.0055095767320879644,0,3,3.45
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,15.07,0.374,0.271,0.021,0,2.4,0.9576766649720386,0.02376715810879512,0.017221657346212508,0.0013345195729537367,0,1,1.7
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,4.322,6.5,2.6,x,x,4,0.32200864252719413,0.48427954105200416,0.19371181642080168,x,x,3,3.5
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,3.976,16.983,1.143,0,0,3.4,0.17989322233282057,0.7683920007239163,0.051714776943263055,0,0,3,3.2
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,14.772,0.243,x,x,2.3,0,0.9838161838161839,0.016183816183816185,x,x,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,3.976,2.211,0.9,0,0,3.3,0.5610272329617609,0.3119796811062509,0.12699308593198816,0,0,3,3.15
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,5.843,0,1.645,x,x,3.7,0.7803151709401709,0,0.21968482905982906,x,x,3,3.35
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,17.018,3.81,11.42,1.406,4.744,5,0.44321170924811837,0.09922650207047426,0.29741906919811445,0.03661744407115139,0.1235513191134724,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,11.612,8.99,3.99,3.71,0,4.8,0.4102890255105646,0.3176453960850823,0.14097943608225566,0.13108614232209737,0,4,4.4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,5,6.3,8.2,7.3,6.1,5,0.1519756838905775,0.19148936170212766,0.2492401215805471,0.22188449848024316,0.18541033434650456,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,5.961,0.08,0.076,0.148,0.076,2.5,0.9400725437628135,0.012616306576249802,0.011985491247437313,0.023340167166062135,0.011985491247437313,2,2.25
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,3.265,3.825,1.979,0.058,0,3.8,0.3577298126438041,0.4190862276761258,0.21682918812315108,0.006354771556919031,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,0,13.721,3.2,x,x,4.2,0,0.8108858814490869,0.18911411855091306,x,x,3,3.6
