,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
MEX003,34,1,34,34,1,1,1,1,34,34,217,167,167,167,167,167,167,167,167,167,52.4,,
MLI001,426,277,277,0,0,277,277,277,277,277,0,169,169,169,169,169,169,169,169,169,183.1,,
MMR001,5,5,5,5,5,5,5,5,5,5,5,167,167,167,167,167,167,167,167,167,21.2,,
MMR002,5,5,5,5,5,5,5,5,5,5,5,167,167,167,167,167,167,167,167,167,21.2,,
MMR003,5,5,5,5,5,5,5,5,5,5,5,167,167,167,167,167,167,167,167,167,21.2,,
MMR004,5,5,5,5,5,5,5,5,5,5,5,167,167,167,167,167,167,167,167,167,21.2,,
MMR005,5,5,5,5,5,5,5,5,5,5,5,153,153,153,153,153,153,153,153,153,19.8,,
MOZ001,153,0,0,0,0,0,0,0,0,0,153,167,167,167,167,167,167,167,167,167,32,,
MOZ004,153,0,0,0,0,0,0,0,0,0,153,167,167,167,167,167,167,167,167,167,32,,
MOZ009,153,153,153,0,0,153,153,153,153,153,153,167,167,167,167,167,167,167,167,167,123.8,,
MOZ010,153,0,0,153,0,0,0,0,0,0,153,167,167,167,167,167,167,167,167,167,47.3,,
MRT002,184,3,3,3,3,3,3,3,3,3,184,167,167,167,167,167,167,167,167,167,37.5,,
MRT003,1128,3,3,1161,3,3,3,3,3,3,292,167,167,167,167,167,167,167,167,167,164.1,,
MWI002,0,0,0,0,0,0,0,0,0,0,186,167,167,167,167,167,167,167,167,167,35.3,,
MWI005,0,0,0,0,0,0,0,0,0,0,186,167,167,167,167,167,167,167,167,167,35.3,,
MYS001,37,37,37,6,6,6,6,6,6,6,946,167,167,167,167,167,167,167,167,167,119.2,,
NAM002,0,0,0,1362,0,0,0,0,0,0,842,168,168,168,168,168,168,168,168,168,237.2,,
NER001,119,119,119,0,0,119,119,119,119,119,0,167,167,167,167,167,167,167,167,167,88.1,,
NER002,119,119,119,0,0,119,119,119,119,119,0,167,167,167,167,167,167,167,167,167,88.1,,
NER003,119,119,119,0,0,119,119,119,119,119,0,167,167,167,167,167,167,167,167,167,88.1,,
NER004,119,119,119,0,0,119,119,119,119,119,0,167,167,167,167,167,167,167,167,167,88.1,,
NGA001,103,1,1,0,0,0,0,0,0,0,1581,167,167,167,167,167,167,167,167,167,174.9,,
NGA003,103,103,103,64,1,103,103,103,103,103,1582,167,167,167,167,167,167,167,167,167,243.2,,
