,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,3.4,0.11953511863587953,0.5,1.95,3.7,0.057490032793131134,0.2,1.9500000000000002,2,0.8,0.008047337278106508,0,0.4,2.9,1,5,4,x,x,x,x,4,2.6
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,3.5,1,5,4.25,2.6,1,5,3.8,4,1.3,0.032252862441541685,0.1,0.7000000000000001,3.3,1,5,4.2,1.2,3.5e-05,1.8,1.5,3.1,2.1
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.21899983578361465,1.1,3.05,4.6,0.035440140497661664,1.2,2.9,4.2,1.8193657872407602e-05,0.9,2.6,2.8,2.9
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.1,0.018323091416668828,0,1.05,1,x,x,x,x,x,x,x,x,0.7,x,x,0.7,0.7,0.7
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.7,0.8689173412204234,4.3,4.5,5,0.14260896621463945,0.7,2.85,3.8,5,1,5,5,2.1,0.0009090909090909091,0,1.1,4.6,5.26969696969697e-05,2.6,3.6,2.6,4.1
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.032122286220646876,0.1,0.05,2.6,0.6,0.503448275862069,2.5,1.55,3.1,1.9863013698630136,5,4.1,2.8,0.0012191780821917807,5,3.9,4,3
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.2,0.30219730807278394,1.5,2.85,4.6,0.15573851800416624,5,4.8,0,9.919650828290844e-08,0,0,3.2,3
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,4.1,1.006137438374082,5,4.55,5,1,5,5,4.8,4.1,0.07952638192106977,0.4,2.25,3.2,0.021220159151193633,0.7,2,3.7,4.5554146003921116e-05,2.3,3,2.5,2.4
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,1,0.004647264970287978,0,0.5,3,1,5,4,3.2,0.0015245901639344263,5,4.1,4.1,2.7
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,4,0.7982023677767717,4,4,5,0.8801188630964937,4.4,4.7,4.4,3.8,0.0659427690127342,0.3,2.05,2.5,0.008533501896333754,0.3,1.4,3.2,2.5916561314791404e-05,1.3,2.3,1.9,2
"LPAs, Northeast Monsoon, and Shear Line","Floods,Other seasonal event",PHL013,Philippines,PHL,3.8,0.6457826072374819,3.2,3.5,5,0.46940834426274614,2.3,3.65,3.6,3.1,0.04341454836755827,0.2,1.6500000000000001,1.4,0.004050405040504051,0.1,0.8,2.4,2.0252025202520252e-05,1,1.7,1.3,1.5
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,3,0.14061520116592324,0.6,1.8,1.5,0.3924398625429553,1.9,1.7,1.8,1.5,0.09281961471103327,0.4,0.95,2.1,0.1169811320754717,3.9,3,2.6,0.00024528301886792453,5,3.8,3.4,2.4
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,0.9,0.04478446167819465,0.2,0.55,1.9,2.8,0.8127925117004681,4.1,3.4499999999999997,4.6,1,5,4.8,0,0,0,0,3.2,3.3
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.9,1,5,4.95,2.2,0.0013091021099645773,0,1.1,1.6,5.005390420452795e-07,0,0.8,1,3.6
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.7,1,5,4.35,5,1.1953314659197012,5,5,3.2,3.4547152194211016e-05,1.7,2.5,4.1,4.2
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.4,0.07655634785014788,0.3,2.35,2.4,4.6,0.8295399042688287,4.1,4.35,5,0.33820065944418276,5,5,4.6,9.32053697597739e-05,4.7,4.7,4.9,4.6
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.01060069778504102,0,2.05,2.1,4.6,1.0125141529110304,5,4.8,x,x,x,x,2.9,5.885468777588135e-06,0.3,1.6,1.6,3.7
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20057815345441654,0.9,2.7,5,0.3271304220612976,1.6,3.3,3,5,0.4391015607530969,2.2,3.6,5,0.5984468491406747,5,5,4.9,6.507956715467855e-05,3.3,4.1,4.6,4.2
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39833464257659074,2,3.5,3,4.1,0.23638610607136284,1.1,2.5999999999999996,3.8,0.054505005561735265,1.8,2.8,3.2,2.0912124582869854e-05,1,2.1,2.5,2.6
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5708495863002507,2.8,3.9,4.4,2.7,0.017496842991440997,0,1.35,4.4,1,5,4.7,3.9,0.00044025661587810745,5,4.5,4.6,3.4
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7290383849523634,3.6,4.3,4.5,1.9,0.004433145642490965,0,0.95,3.8,1,5,4.4,3.6,0.0008080568720379147,5,4.3,4.4,3.1
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.6,0.047887647622087456,0.1,1.35,2.3,0.021844275990643192,0.1,1.2,1.3,3.7,1,5,4.35,4.5,0.26247987117552335,5,4.8,3.7,7.266505636070854e-05,3.6,3.7,4.3,4.3
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.7316674010727006,3.6,4.3,5,0.5158448681867784,2.6,3.8,4.1,5,0.6651960306745904,3.3,4.15,3.3,0.00410084736897165,0.1,1.7,4.8,4.609268751961502e-05,2.3,3.6,2.8,3.6
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,3,0.04090909090909091,1.4,2.2,1.6,4.5454545454545455e-06,0.2,0.9,1.6,2.5
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8901833843240093,4.4,4.7,5,0.5159417052878441,2.6,3.8,4.3,5,0.6467926013380558,3.2,4.1,5,0.0825220565865531,2.8,3.9,5,7.442957103742014e-05,3.7,4.4,4.2,4.2
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",3.7,0.165050458426872,0.7,2.2,4.7,0.23293836428658132,1.1,2.9000000000000004,2.6,4.1,0.3529482502906161,1.7,2.9,3.8,0.04872231686541738,1.6,2.7,5,0.005259965928449744,5,5,4.1,3.6
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.4,0.25779532280631623,1.3,1.85,2,0.9,0.021321961620469083,0.1,0.5,2.9,1,5,4,0,0,0,0,2.5,1.6
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.16948061239089998,0.8,1,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,4.9,0.5883534136546185,2.9,3.9000000000000004,5,0.18911262798634812,5,5,4.6,5.658703071672355e-05,2.8,3.7,4.5,4.2
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.9,0.2965863453815261,1.4,2.65,2.2,4.4,1,5,4.7,4.4,0.07643872714962763,2.5,3.5,0.4,1.3540961408259987e-07,0,0.2,2.2,3.7
Floods in Sudan ,Floods,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,1.7,0.007008032128514056,0,0.85,3.1,0.3982808022922636,5,4.1,3.1,0.00041833810888252147,5,4.1,4.1,2.8
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3441566265060241,1.7,2.9,3.1,4.6,1,5,4.8,3.2,0.010619055954256374,0.4,1.8,4.2,4.941945271019313e-05,2.5,3.4,2.7,4
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.2,1,5,4.6,4.5,3.8,0.31992777413000656,1.6,2.7,0.9,0.0006841115101761587,0,0.5,1.7,2.5654181631605953e-06,0.1,0.9,0.7,1.8
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.2,1,5,3.6,2.7,1,5,3.85,3.7,3.3,0.5079365079365079,2.5,2.9,3.2,0.055,1.8,2.5,3.4,7.25e-05,3.6,3.5,3,3
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,4.7,1,5,4.85,4.1,1,5,4.55,4.7,4.5,1,5,4.75,5,0.27443232084930697,5,5,5,0.0003619581244470658,5,5,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.158891182542023,0.8,1.1,1.6,0.1,0.012991833704528583,0,0.05,2.2,1,5,3.6,0.9,0.00011428571428571428,5,3,3.3,2
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,4.7,1,5,4.85,3.7,1,5,4.35,4.6,4.3,1,5,4.65,5,0.420364717852391,5,5,4.1,6.034280347499413e-05,3,3.6,4.4,4.5
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,4.6,0.9332142430342263,4.7,4.65,3.6,0.9112467715426157,4.6,4.1,4.4,2.5,0.0858885167053165,0.4,1.45,3.2,0.182,5,4.1,2.6,6.2e-05,3.1,2.9,3.6,2.7
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,0.8,0.2879670894754885,1.4,1.1,1.5,0.9,0.06488095238095239,0.3,0.6,2.9,1,5,4,0,0,0,0,2.5,1.6
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9726594863297432,4.9,2.5500000000000003,3.1,2.2,0.5936967632027257,2.9,2.55,0,0,0,0,0,0,0,0,0,1.4
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.2,1,5,4.6,4.5,4.6,1,5,4.8,5,0.9042271770231604,5,5,4.9,0.00013799060627328187,5,5,5,4.9
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,2.9,0.311958830256494,1.5,2.2,3.6,0.6282459644765966,3.1,3.35,2.8,3.8,0.5381111970439116,2.7,3.25,3.2,0.02746726285531779,0.9,2.1,5,0.0013573938038965187,5,5,4,3.7
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.1422374129091626,4.7,4.5,3.4,3.181280399631918e-05,1.6,2.5,3.7,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.7,0.48972188633615477,5,4.4,2.5,7.013301088270858e-05,3.5,3,3.8,3.5
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,1.7,0.174010374010374,0.8,1.25,1.7,2.7,0.39159083777847503,1.9,2.3,3,0.10016025641025642,3.3,3.2,2.2,2.8044871794871795e-05,1.4,1.8,2.6,2.5
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.3161592505854801,5,4.4,1.5,9.367681498829039e-06,0.5,1,3.1,2.9
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002074802074802075,0,0,1.3,0.1,1,5,2.55,0,0,0,0,1.6,0.00036842105263157896,5,3.3,2,2.3
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,2,0.0002637362637362637,5,3.5,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,2,x,x,2,2,2
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.005353955978584176,0,0,0.5,0.8,0.26608187134502925,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,1,5,2.75,2.9,1.4,0.1511047754811119,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,3.1,0.00075,5,4.1,3.9,2.8
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,0,0.0008858822581944109,0,0,1.5,1,5,3.3,3.9,0.04990909090909091,5,4.5,4,2.5
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,4.3,0.4847667060795447,2.4,3.3499999999999996,5,1.0201545100713756,5,5,4.3,4.8,0.26941918231381906,1.3,3.05,5,0.17990074441687345,5,5,5,0.0017449302643963377,5,5,5,4.3
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.42517314770175085,2.1,3.55,2.9,4.3,0.33190441949222854,1.6,2.95,5,0.29172568952587286,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4424350034688334,2.2,3.6,3.1,4.1,0.23467814808908732,1.1,2.5999999999999996,3.6,0.03737259343148358,1.2,2.4,3.2,2.1064552661381652e-05,1.1,2.2,2.3,2.5
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15255811765812588,0.7,2.2,2.4,x,x,x,x,x,x,x,x,3,x,x,3,3,3
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,3.3,0.129998830606915,0.6,1.95,3.7,0.15650906012252624,0.7,2.2,2.1,3.2,0.1911344853493614,0.9,2.0500000000000003,3.7,0.1470125786163522,4.9,4.3,5,0.015959119496855346,5,5,4.7,3.7
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.4,0.49834612779408444,2.4,3.4000000000000004,4.7,0.382526192724493,1.9,3.3,3.4,4.6,0.7609419693585675,3.8,4.199999999999999,3.4,0.012718846549948508,0.4,1.9,1.5,6.179196704428424e-07,0,0.8,1.4,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,3.8,0.2112248814630842,1,2.4,3.9,0.22505508341202393,1.1,2.5,2.5,4.5,1,5,4.75,3.4,0.01645021645021645,0.5,2,0,6.66000666000666e-08,0,0,1.1,3.5
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.3,0.4032050124181531,2,3.15,3.4,0.15747110931246908,0.7,2.05,2.6,3.6,0.41928421854178566,2.1,2.85,x,x,x,x,0,0,0,0,0,1.6
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,2.9,0.269853381208857,1.3,2.1,2.8,0.1434463986599665,0.7,1.75,1.9,3.5,0.5653189315428404,2.8,3.15,4.5,0.38781306480764266,5,4.8,4.8,0.0006364575264652724,5,4.9,4.9,4.2
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,2.5,0.1173785594639866,0.5,1.5,1.5,3.3,0.5401355690331787,2.7,3,4.5,0.4960369881109643,5,4.8,x,x,x,x,4.8,4.1
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,2.4,0.13763215639337723,0.6,1.5,0.3,0.026088777219430485,0.1,0.2,0.9,2.4,0.6773675762439807,3.4,2.9,x,x,x,x,4.8,0.002920616113744076,5,4.9,4.9,4.1
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,5,1,5,5,5,0.2969475779694758,5,5,5,0.00015923468259234684,5,5,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.6,0.6598239436619718,3.3,3.9499999999999997,5,0.2988419872992155,5,5,3.6,1.70766849885266e-05,0.9,2.3,4,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.5,1,5,4.75,5,0.9676470588235294,4.8,4.9,4.8,4.9,0.8480243161094225,4.2,4.550000000000001,5,0.1650537634408602,5,5,4.7,6.899641577060932e-05,3.4,4.1,4.6,4.6
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.3,0.14073529411764707,0.7,1.5,1.6,0.8,0.02089864158829676,0.1,0.45,2.9,1,5,4,2.8,0.00089,5,3.9,4,2.6
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.66254113255734,3.3,3.55,4.3,4.1,0.6340252038547072,3.2,3.65,0,0,0,0,0,0,0,0,0,2.2
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4.1,1,5,4.55,4.6,4.5,1,5,4.75,2.8,0.005143721633888048,0.2,1.5,4.1,4.695915279878971e-05,2.3,3.2,2.4,3.8
