,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
AFG001,141,141,141,21,21,141,141,141,141,141,874,42,42,42,36,42,42,36,36,36,180.4,,
AGO002,293,355,355,20,551,355,355,355,355,355,20,34,34,34,34,34,34,34,34,34,275.5,,
ARM002,377,377,377,377,21,377,377,377,21,21,874,33,33,33,33,33,33,33,33,33,285.5,,
AZE002,330,350,350,112,21,21,21,21,21,21,958,33,33,33,33,33,33,33,33,33,157.9,,
BDI001,95,28,28,28,28,28,28,28,28,28,112,34,34,34,34,34,34,34,34,34,37,,
BFA002,112,112,112,78,78,112,112,112,112,112,1586,36,36,36,36,36,36,36,36,36,245,,
BGD002,21,21,21,21,21,54,54,21,54,54,21,34,34,34,34,34,34,34,34,34,35.5,,
BRA001,28,28,28,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,34,28.6,,
BRA002,28,28,28,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,34,28.6,,
BRA003,28,28,28,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,34,28.6,,
CAF001,112,112,112,78,78,112,112,112,112,112,112,36,36,36,36,36,36,36,36,36,97.6,,
CHL002,28,28,28,28,28,28,28,28,28,28,28,35,35,35,35,35,35,35,35,35,28.7,,
CMR001,751,355,272,78,78,272,272,272,272,272,355,34,34,34,34,34,34,34,34,34,217.7,,
CMR002,1400,333,333,78,78,333,333,333,333,333,294,34,34,34,34,34,34,34,34,34,248.2,,
CMR003,456,333,333,78,78,333,333,333,333,333,294,34,34,34,34,34,34,34,34,34,248.2,,
CMR004,456,333,333,78,78,333,333,333,333,333,1588,34,34,34,34,34,34,34,34,34,377.6,,
COD001,112,112,112,78,78,112,112,112,112,112,1588,36,36,36,36,36,36,36,36,36,245.2,,
COG001,54,43,43,43,20,43,43,43,43,43,54,36,36,36,36,36,36,36,36,36,41.1,,
COL001,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
COL002,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
CRI002,51,51,51,51,51,51,51,51,51,51,51,34,34,34,34,34,34,34,34,34,49.3,,
DJI001,204,84,84,84,182,84,84,84,119,119,204,35,35,35,35,35,35,35,35,35,107.9,,
DJI002,204,204,84,84,182,84,84,84,84,84,204,35,35,35,35,35,35,35,35,35,100.9,,
DJI003,204,84,84,204,204,84,84,84,84,84,204,35,35,35,35,35,35,35,35,35,115.1,,
DOM002,55,55,55,55,55,55,55,55,55,55,55,35,35,35,35,35,35,35,35,35,53,,
DZA002,324,20,83,83,20,20,83,83,83,83,324,37,37,37,37,37,37,37,37,37,89.9,,
DZA003,324,324,324,300,20,300,300,300,300,300,324,37,37,37,37,37,37,37,37,37,250.5,,
DZA004,401,20,20,300,20,20,20,20,20,20,401,37,37,37,37,37,37,37,37,37,87.8,,
ECU002,28,28,28,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,34,28.6,,
EGY001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
EGY002,2,2,2,2,2,2,2,2,2,2,2,37,37,37,37,37,37,37,37,37,5.5,,
EGY003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
ERI001,112,28,112,28,28,28,28,28,28,28,398,34,34,34,34,34,34,34,34,34,74,,
ESP002,324,20,20,20,20,20,20,20,20,20,324,35,35,35,35,35,35,35,35,35,51.9,,
ETH001,119,51,51,20,20,51,51,51,51,51,361,33,33,33,33,33,33,33,33,33,74,,
ETH003,119,51,51,20,182,51,51,51,51,51,734,33,33,33,33,33,33,33,33,33,127.5,,
ETH004,265,82,82,82,20,82,82,82,82,82,583,33,33,33,33,33,33,33,33,33,121,,
ETH005,265,51,51,20,182,51,51,51,51,51,497,33,33,33,33,33,33,33,33,33,103.8,,
GRC002,56,21,21,21,21,21,21,21,21,21,1596,33,33,33,33,33,33,33,33,33,179.7,,
GTM001,20,20,20,20,20,20,20,20,20,20,20,35,35,35,35,35,35,35,35,35,21.5,,
HND001,20,20,20,20,20,20,20,20,20,20,20,34,34,34,34,34,34,34,34,34,21.4,,
HTI001,48,48,48,48,48,48,48,48,48,48,48,34,34,34,34,34,34,34,34,34,46.6,,
HTI002,40,40,40,40,40,40,40,40,40,40,40,34,34,34,34,34,34,34,34,34,39.4,,
HUN002,97,20,20,20,20,20,20,20,20,20,324,37,37,37,37,37,37,37,37,37,52.1,,
IDN002,21,21,21,21,21,379,21,21,414,414,21,34,34,34,34,34,34,34,34,34,136.7,,
IDN007,21,21,21,21,21,21,21,21,204,204,204,34,34,34,34,34,34,34,34,34,77.2,,
IDN008,21,21,21,21,21,21,21,21,204,204,204,34,34,34,34,34,34,34,34,34,77.2,,
IND002,874,21,874,874,21,874,874,874,874,874,1301,34,34,34,34,34,34,34,34,34,747.4,,
IRN004,827,827,112,112,51,112,112,112,112,112,827,34,34,34,34,34,34,34,34,34,169.6,,
IRQ001,56,56,56,56,21,21,21,21,21,21,1147,33,33,33,33,33,33,33,33,33,141.8,,
IRQ002,56,56,56,56,21,56,56,56,56,56,1230,33,33,33,33,33,33,33,33,33,167.6,,
IRQ003,56,56,56,21,21,21,21,21,21,21,1586,33,33,33,33,33,33,33,33,33,182.2,,
ITA002,324,20,20,20,20,20,20,20,20,20,324,37,37,37,37,37,37,37,37,37,52.1,,
JOR002,56,56,21,21,21,56,56,56,56,87,1082,33,33,33,33,33,33,33,33,33,148.9,,
KEN001,85,85,85,22,85,22,22,22,22,22,361,34,34,34,34,34,34,34,34,34,69.7,,
KEN002,361,20,22,22,361,22,22,22,22,22,361,34,34,34,34,34,34,34,34,34,91,,
KEN003,119,119,119,361,288,97,97,97,97,97,361,35,35,35,35,35,35,35,35,35,164.9,,
LBN002,56,56,21,21,56,56,56,56,56,56,1110,33,33,33,33,33,33,33,33,33,152.1,,
LBN004,56,56,21,56,21,56,56,56,56,56,1147,33,33,33,33,33,33,33,33,33,155.8,,
LBY001,141,20,20,20,20,20,20,20,20,20,324,34,34,34,34,34,34,34,34,34,51.8,,
LBY002,141,20,20,20,20,20,20,20,20,20,324,34,34,34,34,34,34,34,34,34,51.8,,
LKA002,365,208,208,365,52,365,208,173,173,173,365,34,34,34,34,34,34,34,34,34,211.6,,
MAR002,324,20,324,324,20,20,324,324,324,324,324,34,34,34,34,34,34,34,34,34,234.2,,
MDA002,97,20,20,20,20,20,20,20,20,20,324,37,37,37,37,37,37,37,37,37,52.1,,
MDG001,20,20,20,81,20,20,20,20,20,20,20,34,34,34,34,34,34,34,34,34,27.5,,
MDG002,132,20,20,84,132,20,20,20,20,20,20,34,34,34,34,34,34,34,34,34,39,,
MDG008,20,20,20,20,20,20,20,20,20,20,20,34,34,34,34,34,34,34,34,34,21.4,,
MEX001,84,84,84,84,84,84,84,84,84,84,84,34,34,34,34,34,34,34,34,34,79,,
MEX002,84,84,84,84,84,84,84,84,84,84,84,34,34,34,34,34,34,34,34,34,79,,
MEX003,84,84,84,84,84,84,84,84,84,84,84,34,34,34,34,34,34,34,34,34,79,,
MLI001,293,144,144,20,20,144,144,144,144,144,20,36,36,36,36,36,36,36,36,36,96,,
MMR001,141,21,21,21,21,21,21,21,21,21,21,34,34,34,34,34,34,34,34,34,22.3,,
MMR002,141,141,141,21,21,141,141,141,141,513,869,34,34,34,34,34,34,34,34,34,216.3,,
MMR003,141,141,141,21,21,141,141,141,141,141,869,34,34,34,34,34,34,34,34,34,179.1,,
MMR004,141,141,141,21,21,141,141,141,141,141,727,34,34,34,34,34,34,34,34,34,164.9,,
MMR005,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20.9,,
MNG002,21,21,21,78,21,78,78,78,78,78,78,34,34,34,34,34,34,34,34,34,62.2,,
MOZ001,20,20,20,20,20,20,20,20,20,20,20,34,34,34,34,34,34,34,34,34,21.4,,
