Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Mixed Migration Flows in Türkiye,TUR003,Türkiye,Extreme humanitarian conditions - Level 5,0,UNHCR 06/04/2023; UNHCR 02/2022; WFP 04/2020,Medium ,2,https://data2.unhcr.org/en/situations/syria/location/113; https://www.3rpsyriacrisis.org/wp-content/uploads/2022/02/RSO2022.pdf; https://reliefweb.int/sites/reliefweb.int/files/resources/WFP-0000129382.pdf,"PIN Figure represents the total number of Syrian refugees and asylum seekers living below the poverty line added to the number of non-Syrian refugees and asylum seekers.  The impacted host community is not included in the PiN figure and consider a gap, they are only included in the affected people and therefore inn the Level 2.
HC 1 Figure represents the number of people living in affected areas - the number of people affected - the number of people in need of assistance. 
HC2 Figure represents the estimated number of Syrian refugees who are above the poverty line. Refugees above the poverty line are assumed to be affected but not in need of assistance.  
HC3 Figure represents the number of Syrian refugees who are below the poverty line but above the extreme poverty line. 
HC 4 Figure represents the number of Syrian refugees who are below the extreme poverty line, added to the total number of non-Syrian refugees and asylum seekers. Non-Syrian refugees and asylum seekers are assumed to be more vulnerable than most Syrian refugees because they tend to have less access to protection and basic services.  ",TUR003Extreme humanitarian conditions - Level 5,2023-04-26,Change in the data/methodology
Kurdish Conflict,TUR004,Türkiye,Total population,85042736,World Bank 2020,High,1,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=TR,"World Bank figures, includes refugee population",TUR004Total population,2023-04-26,Change in the data/methodology
Kurdish Conflict,TUR004,Türkiye,Landmass affected,195587,"Acled, ICG, Wikipedia",Medium ,2,"https://en.wikipedia.org/wiki/Provinces_of_Turkey

https://www.acleddata.com/

http://www.crisisgroup.be/interactives/turkey/","Figure represents the combined total area of provinces that have experienced violent events in the past 6 months. The list of provinces comes from Acled, and is cross-referenced using data from ICG. Area figures are from wikipedia. Provinces included: Igdir, Siirt, Agri, Hatay, Sirnak, Van, Diyarbakir, Birlis, hakkari, Giresun, Mus, Tunceli, Batman, Sanliurfa, Gumushane, Kars, Bingol, Ezurum, Mardin, Adiyaman",TUR004Landmass affected,2023-04-26,Change in the data/methodology
Kurdish Conflict,TUR004,Türkiye,People exposed,12973737,"GoT, ACLED (12/02/2022-12/08/2022), ICG (18/07/2022)",Medium ,2,"
http://web.turkstat.gov.tr/UstMenu.do?metod=temelist

https://www.acleddata.com/

http://www.crisisgroup.be/interactives/turkey/","Figure represents the combined total population of provinces that have experienced violent events in the past 6 months. The list of provinces comes from Acled, and is cross-referenced using data from ICG. Population estimates are from the Turkish government. Provinces included: Igdir, Siirt, Agri, Hatay, Sirnak, Van, Diyarbakir, Birlis, hakkari, Giresun, Mus, Tunceli, Batman, Sanliurfa, Gumushane, Kars, Bingol, Ezurum, Mardin, Adiyaman",TUR004People exposed,2023-04-26,Change in the data/methodology
Kurdish Conflict,TUR004,Türkiye,People displaced,1200000,Turkiye MoFA,Low,3,Turkiye MoFA),"According Turkiye, up to 1,200,000 people could potentially be internally displaced in southeastern Turkey as a result of fighting between government forces and non-state armed groups. ",TUR004People displaced,2023-04-26,Change in the data/methodology
Kurdish Conflict,TUR004,Türkiye,Fatalities in all crises,50585,"X , IOM (01/4/2022 - 24/04/2022),,STL 7/4/2023",Low,3,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=TR,The number of total fatalities in the last 6 months,TUR004Fatalities in all crises,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Total population,85042736,World Bank 2020,High,1,https://www.gdacs.org/Earthquakes/report_shakemap.aspx?eventid=1357909&episodeid=1487733&eventtype=EQ; https://data.tuik.gov.tr/Bulten/Index?p=Population-and-Housing-Census-2021-45866; https://reliefweb.int/map/turkiye/turkiyee-syria-seismic-activity-emergency-response-coordination-centre-ercc-dg-echo-daily-map-06022023,"World Bank figures, includes refugee population",TUR005Total population,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Landmass affected,100051,GDACS 07/02/2023; Turkish Statistical Institute 19/12/2022; ECHO 06/02/2023,Low,3,https://www.gdacs.org/Earthquakes/report_shakemap.aspx?eventid=1357909&episodeid=1487733&eventtype=EQ; https://data.tuik.gov.tr/Bulten/Index?p=Population-and-Housing-Census-2021-45866; https://reliefweb.int/map/turkiye/turkiyee-syria-seismic-activity-emergency-response-coordination-centre-ercc-dg-echo-daily-map-06022023,"Total surface areas of: Gaziantep, K. Maras, Hatay, Osmaniye, Malatya, Sansliurfa, Adana, Diyarbakir, Kilis. All of them are considered impacted by the Turkey / Syria earthquake.",TUR005Landmass affected,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,People exposed,13309886,GDACS 07/02/2023; Turkish Statistical Institute 19/12/2022; ECHO 06/02/2023,Low,3,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-7-6-march-2023,"Total population of: Gaziantep, K. Maras, Hatay, Osmaniye, Malatya, Sansliurfa, Adana, Diyarbakir, Kilis. The whole population are considered exposed to Turkiye / Syria earthquake. ",TUR005People exposed,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,People affected,9100000,OCHA 06/03/2023,Low,3,https://reliefweb.int/report/turkiye/iom-2023-earthquakes-displacement-overview-turkiye-march-2023,People affected by the EQ,TUR005People affected,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,People displaced,2700000,IOM 06/03/2023,Low,3,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,Number of people displaced by the EQ only,TUR005People displaced,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Injuries reported,107204,STL 7/4/2023,Low,3,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023,Number of deaths as a result of Turkiye / Syria earthquake,TUR005Injuries reported,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Fatalities reported,50399,STL 7/4/2023,Low,3,https://acleddata.com/dashboard/#/dashboard,"Number of injuries as a result of Turkiye / Syria earthquake in Kahramanmaraş, Gaziantep, Şanlıurfa, Diyarbakır, Adana, Adıyaman, Osmaniye, Hatay, Kilis and Malatya.",TUR005Fatalities reported,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Fatalities in all crises,50585,0,Low,3,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-6-2-march-2023,The number of total fatalities in the last 6 months,TUR005Fatalities in all crises,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,People in Need,808145,WFP 05/03/2023,Low,3,https://gis.wfp.org/adam/,Low reliability estimation using FS targetted activities by WFP for the EQ response,TUR005People in Need,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Minimal humanitarian conditions - Level 1,4209886,WFP ADAM 06/02/2023,Low,3,https://gis.wfp.org/adam/,Estimation of exposed people without the affected,TUR005Minimal humanitarian conditions - Level 1,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Stressed humanitarian conditions - Level 2,8291855,WFP ADAM 06/02/2023,Low,3,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-6-2-march-2023,Estimation of affected people without the PIN,TUR005Stressed humanitarian conditions - Level 2,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Moderate humanitarian conditions - Level 3,808145,WFP 05/03/2023,Low,3,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-6-2-march-2023,Estimation using low reliability PIN all placed on this level due to infogaps,TUR005Moderate humanitarian conditions - Level 3,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Crisis affected groups,3,IOM 06/03/2023,Low,3,https://reliefweb.int/report/turkiye/iom-2023-earthquakes-displacement-overview-turkiye-march-2023,"Host; non-host; and Refugees, asylum seekers, and others of concern (such as migrants etc.) are exposed or affected by the Turkiye / Syria earthquake in Turkey. ",TUR005Crisis affected groups,2023-04-26,Humanitarian development
Türkiye / Syria earthquake in Türkiye,TUR005,Türkiye,Buildings damaged,214000,OCHA 06/03/2023,Low,3,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-6-2-march-2023,"Number of damaged buildings s as a result of Turkiye / Syria earthquake in Kahramanmaraş, Gaziantep, Şanlıurfa, Diyarbakır, Adana, Adıyaman, Osmaniye, Hatay, Kilis and Malatya.",TUR005Buildings damaged,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Total population,273420143,See the individual crises ,Medium ,2,See the individual crises ,Sum of the population of the individual crises. ,REG004Total population,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Landmass affected,497843,See the individual crises ,Medium ,2,See the individual crises ,Sum of the affected areas in the individual crises ,REG004Landmass affected,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",People exposed,89444566,See the individual crises ,Medium ,2,See the individual crises ,Sum of the people living in the affected areas in the individual crises ,REG004People exposed,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",People displaced,23175120,See the individual crises ,Low,3,See the individual crises ,"The number of people displaced by the Syrian conflict, including IDPs registered in Syria, and Syrians who have left Syria including to countries in the region and to Europe and North Africa. 
",REG004People displaced,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Fatalities reported,2561,See the individual crises ,Low,3,See the individual crises ,The civilian deaths recorded in Syria caused by the conflict in the last six months,REG004Fatalities reported,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Fatalities in all crises,61692,See the individual crises ,Low,3,See the individual crises ,The civilian deaths recorded in all crisis in all countries part of the Syria regional in the last six months,REG004Fatalities in all crises,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",People in Need,21104100,See the individual crises ,Medium ,2,See the individual crises ,"The sum of the PIN figures in Syria, Lebanon, Jordan, Iraq, Turkey, Egypt ",REG004People in Need,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Minimal humanitarian conditions - Level 1,50243364,See the individual crises ,Medium ,2,See the individual crises ,Sum of the individual crises ,REG004Minimal humanitarian conditions - Level 1,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Stressed humanitarian conditions - Level 2,18097102,See the individual crises ,Medium ,2,See the individual crises ,Sum of the individual crises ,REG004Stressed humanitarian conditions - Level 2,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Moderate humanitarian conditions - Level 3,14113271,See the individual crises ,Medium ,2,See the individual crises ,Sum of the individual crises ,REG004Moderate humanitarian conditions - Level 3,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Severe humanitarian conditions - Level 4,6864072,See the individual crises ,Medium ,2,See the individual crises ,Sum of the individual crises ,REG004Severe humanitarian conditions - Level 4,2023-04-26,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Extreme humanitarian conditions - Level 5,126757,See the individual crises ,Medium ,2,See the individual crises ,Sum of the individual crises ,REG004Extreme humanitarian conditions - Level 5,2023-04-26,Humanitarian development
Eastern Mediterranean Route ,REG006,"Türkiye,Greece",Total population,95475217,See the individual crises of Mixed Migration - Turkey and Greece,High,1,See the individual crises of Mixed Migration - Turkey and Greece,Sum of the population of the individual crises Mixed Migration - Turkey and Greece ,REG006Total population,2023-04-26,Change in the data/methodology
Eastern Mediterranean Route ,REG006,"Türkiye,Greece",Landmass affected,180868,See the individual crises of Mixed Migration - Turkey and Greece,Medium ,2,See the individual crises of Mixed Migration - Turkey and Greece,Sum of the affected areas in the individual crises Mixed Migration - Turkey and Greece,REG006Landmass affected,2023-04-26,Change in the data/methodology
Eastern Mediterranean Route ,REG006,"Türkiye,Greece",People in Need,203700,See the individual crises of Mixed Migration - Turkey and Greece,Low,3,See the individual crises of Mixed Migration - Turkey and Greece,The sum of the PIN figures from Mixed Migration crisis- Turkey and Greece,REG006People in Need,2023-04-26,
Rohingya refugee crisis,BGD002,Bangladesh,Minimal humanitarian conditions - Level 1,0,ISCG et al. 07/03/2023,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis,No data available,BGD002Minimal humanitarian conditions - Level 1,2023-04-27,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Stressed humanitarian conditions - Level 2,0,ISCG et al. 07/03/2023,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis,No data available,BGD002Stressed humanitarian conditions - Level 2,2023-04-27,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Severe humanitarian conditions - Level 4,0,ISCG et al. 07/03/2023,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis,No data available,BGD002Severe humanitarian conditions - Level 4,2023-04-27,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Extreme humanitarian conditions - Level 5,0,ISCG et al. 07/03/2023,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis,No data available,BGD002Extreme humanitarian conditions - Level 5,2023-04-27,Change in the data/methodology
Rohingya Regional Crisis,REG011,"Bangladesh,Myanmar",Minimal humanitarian conditions - Level 1,0,JRP 2023; OCHA 2023 ,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis; https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Sum of the individual crises BGD002 and MMR002. ,REG011Minimal humanitarian conditions - Level 1,2023-04-27,Change in the data/methodology
Rohingya Regional Crisis,REG011,"Bangladesh,Myanmar",Stressed humanitarian conditions - Level 2,1800000,JRP 2023; OCHA 2023 ,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis; https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Sum of the individual crises BGD002 and MMR002. ,REG011Stressed humanitarian conditions - Level 2,2023-04-27,Change in the data/methodology
Rohingya Regional Crisis,REG011,"Bangladesh,Myanmar",Severe humanitarian conditions - Level 4,1238000,JRP 2023; OCHA 2023 ,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Sum of the individual crises BGD002 and MMR002. ,REG011Severe humanitarian conditions - Level 4,2023-04-27,Change in the data/methodology
Rohingya Regional Crisis,REG011,"Bangladesh,Myanmar",Extreme humanitarian conditions - Level 5,0,JRP 2023; OCHA 2023 ,Medium ,2,https://www.humanitarianresponse.info/en/operations/bangladesh/document/bangladesh-2023-joint-response-plan-rohingya-humanitarian-crisis https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Sum of the individual crises BGD002 and MMR002. ,REG011Extreme humanitarian conditions - Level 5,2023-04-27,Change in the data/methodology
Mindanao conflict,PHL003,Philippines,Stressed humanitarian conditions - Level 2,0,UNHCR Protection Cluster 28/12/2022; Govt of Philippines 2015,Low,3,https://reliefweb.int/report/philippines/philippines-mindanao-displacement-dashboard-november-2022-issue-no-98; https://data.humdata.org/dataset/philippines-2015-census-population-administrative-level-1-to-4 ,The entire Mindanao island and surrounding region is considered affected by conflict. Level 1 includes the entire population of this area. There is limited information regarding how the conflict affects people in the region. Level 2 are those affected but not displaced. Level 3 are all those displaced. People displaced by conflict in Mindanao are likely to face stressed humanitarian conditions due to the ongoing insecurity and the need for humanitarian assistance. National response capacity is strong and displaced persons typically shelter in evacuation centers or with friends or family. There is no one considered to be on Level 4 or 5. ,PHL003Stressed humanitarian conditions - Level 2,2023-04-27,Change in the data/methodology
Mindanao conflict,PHL003,Philippines,Severe humanitarian conditions - Level 4,0,UNHCR Protection Cluster 28/12/2022; Govt of Philippines 2015,Low,3,https://reliefweb.int/report/philippines/philippines-mindanao-displacement-dashboard-november-2022-issue-no-98; https://data.humdata.org/dataset/philippines-2015-census-population-administrative-level-1-to-4 ,The entire Mindanao island and surrounding region is considered affected by conflict. Level 1 includes the entire population of this area. There is limited information regarding how the conflict affects people in the region. Level 2 are those affected but not displaced. Level 3 are all those displaced. People displaced by conflict in Mindanao are likely to face stressed humanitarian conditions due to the ongoing insecurity and the need for humanitarian assistance. National response capacity is strong and displaced persons typically shelter in evacuation centers or with friends or family. There is no one considered to be on Level 4 or 5. ,PHL003Severe humanitarian conditions - Level 4,2023-04-27,Change in the data/methodology
Mindanao conflict,PHL003,Philippines,Extreme humanitarian conditions - Level 5,0,UNHCR Protection Cluster 28/12/2022; Govt of Philippines 2015,Low,3,https://reliefweb.int/report/philippines/philippines-mindanao-displacement-dashboard-november-2022-issue-no-98; https://data.humdata.org/dataset/philippines-2015-census-population-administrative-level-1-to-4 ,The entire Mindanao island and surrounding region is considered affected by conflict. Level 1 includes the entire population of this area. There is limited information regarding how the conflict affects people in the region. Level 2 are those affected but not displaced. Level 3 are all those displaced. People displaced by conflict in Mindanao are likely to face stressed humanitarian conditions due to the ongoing insecurity and the need for humanitarian assistance. National response capacity is strong and displaced persons typically shelter in evacuation centers or with friends or family. There is no one considered to be on Level 4 or 5. ,PHL003Extreme humanitarian conditions - Level 5,2023-04-27,Change in the data/methodology
Complex crisis in Somalia,SOM001,Somalia,Injuries reported,608,AOAV 20//04/2023,Low,3,https://reliefweb.int/report/somalia/somaliland-fighting-between-somaliland-forces-and-tribal-leadership-claims-civilian-lives-and-puts-hospitals-out-action,AOAV has recorded 608 INJURED people  due to  explosive weapon use in Las Anod.   Figure does not include injuries due to other events and other parts of Somalia. ,SOM001Injuries reported,2023-04-27,Change in the data/methodology
Conflict in Jammu and Kashmir,IND002,India,Total population,1426242036,"World Population Review accessed 27/04/2023
",Medium,2,https://worldpopulationreview.com/countries/india-population,This is an estimate of total population of India in 2023. ,IND002Total population,2023-04-27,Change in the data/methodology
Complex crisis in Congo,COG001,Congo,Landmass affected,341500,Humaniarian data - 1st January 2020,Medium,2,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=CG,Total square kilometres of affected areas absorbing the complex crisis,COG001Landmass affected,2023-04-27,Humanitarian development
Complex crisis in Congo,COG001,Congo,Crisis affected groups,2,"UNHCR Data, 2022; ",Medium ,2,https://www.unhcr.org/refugee-statistics/download/?url=qq8z3Y,There are two affected groups of persons in Congo which are comprised of; internally displaced persons and persons of concern under the competence of the UNHCR. ,COG001Crisis affected groups,2023-04-27,Humanitarian development
Complex crisis in Malawi,MWI002,Malawi,Crisis affected groups,3,"UNHCR accessed on 26/04/2023 , Govt. Malawi 13/04/2023",Medium ,2,"https://data2.unhcr.org/en/country/mwi , https://reliefweb.int/report/malawi/tropical-cyclone-freddy-emergency-response-plan-office-president-and-cabinet-department-disaster-management-affairs-march-2023","Host-community , IDPs , refugees and asylum-seekers",MWI002Crisis affected groups,2023-04-28,Change in the data/methodology
Tropical Cyclone Freddy in Malawi,MWI005,Malawi,Landmass affected,31780,City poulation accessed on 25/04/2023,High,1,https://www.citypopulation.de/en/malawi/admin/,The figure added represents the area of the southern region,MWI005Landmass affected,2023-04-28,Humanitarian development
Tropical Cyclone Freddy in Malawi,MWI005,Malawi,Crisis affected groups,2,Govt. Malawi 13/04/2023,High,1,https://reliefweb.int/report/malawi/tropical-cyclone-freddy-emergency-response-plan-office-president-and-cabinet-department-disaster-management-affairs-march-2023,The host community and IDPs,MWI005Crisis affected groups,2023-04-28,Humanitarian development
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Injuries reported,30,ACLED accessed 31/03/2023,Medium ,2,https://acleddata.com/data-export-tool/,Total number of crisis-related injuries in the last 6 months,LKA002Injuries reported,2023-04-29,Change in the data/methodology
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Fatalities reported,3,ACLED accessed 31/03/2023,Medium ,2,https://acleddata.com/data-export-tool/,Total number of crisis-related fatalities in the last 6 months,LKA002Fatalities reported,2023-04-29,Change in the data/methodology
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Fatalities in all crises,3,ACLED accessed 31/03/2023,Medium ,2,https://acleddata.com/data-export-tool/,Total number of crisis-related fatalities in the last 6 months,LKA002Fatalities in all crises,2023-04-29,Change in the data/methodology
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,Injuries reported,14,ECHO 15/03/2023,Medium ,2,https://reliefweb.int/report/mozambique/mozambique-malawi-tropical-cyclone-freddy-update-un-ocha-gdacs-meteo-france-la-reunion-inam-government-malawi-echo-daily-flash-15-march-2023,Total number of injuries reported as at 31 March,MOZ010Injuries reported,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,People facing limited access constraints,x,X,x,x,X,X,MOZ010People facing limited access constraints,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,People facing restricted access constraints,x,X,x,x,X,X,MOZ010People facing restricted access constraints,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,Illness cases reported,x,x,Medium ,2,x,No cumulative figures showing specific number ,MOZ010Illness cases reported,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,Buildings destroyed,48134,OCHA 16/03/2023,Medium ,2,https://reliefweb.int/report/mozambique/mozambique-severe-tropical-storm-freddy-flash-update-no-10-15-march-2023,Number of houses destroyed as at 31 March,MOZ010Buildings destroyed,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,Buildings in affected area,x,X,x,x,X,X,MOZ010Buildings in affected area,2023-04-29,Humanitarian development
Tropical Cyclone Freddy in Mozambique,MOZ010,Mozambique,Economic Losses,x,X,x,x,X,X,MOZ010Economic Losses,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,People facing limited access constraints,x,x,x,x,x,Info gap,MOZ001People facing limited access constraints,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,People facing restricted access constraints,x,x,x,x,x,Info gap,MOZ001People facing restricted access constraints,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,Illness cases reported,x,x,x,x,x,Info gap,MOZ001Illness cases reported,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,Buildings destroyed,48134,OCHA 16/03/2023,Medium ,2,https://reliefweb.int/report/mozambique/mozambique-severe-tropical-storm-freddy-flash-update-no-10-15-march-2023,Number of houses destroyed as at 31 March,MOZ001Buildings destroyed,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,Buildings in affected area,x,x,x,x,x,No cumulative figure,MOZ001Buildings in affected area,2023-04-29,Humanitarian development
Multiple Crises in Mozambique,MOZ001,Mozambique,Economic Losses,0,X,x,x,X,X,MOZ001Economic Losses,2023-04-29,Humanitarian development
Boko Haram crisis in Nigeria,NGA004,Nigeria,People displaced,4765475,UNHCR 20/04/2023; IOM 13/03/2023,Medium ,2,https://data2.unhcr.org/en/documents/details/100211; https://dtm.iom.int/reports/nigeria-displacement-report-43-february-2023,"The sum of number of people internally displaced by Boko Haram (2,375,846), the  total number of returnees to the northeast (2,100,180) and Nigerian refugees in neighbouring countries(Niger-140,593, Chad -20,937, Cameroon-127,919).",NGA004People displaced,2023-04-30,Change in the data/methodology
Afghan Refugees in Iran,IRN004,Iran,Fatalities reported,x,X,x,x,X,"It is unlikely that there are any fatalities caused directly by the refugee crisis. However, it can be assumed that premature deaths do accur in the refugee population duo to access constraints and poor living conditions. This is not verifiable or calculable, so it is not included.",IRN004Fatalities reported,2023-04-30,Change in the data/methodology
Afghan Refugees in Iran,IRN004,Iran,Fatalities in all crises,x,X,x,x,X,"This is the only crisis in Iran, and It is unlikely that there are any fatalities caused directly by the refugee crisis. However, it can be assumed that premature deaths do accur in the refugee population due to access constraints and poor living conditions. This is not verifiable or calculable, so it is not included.",IRN004Fatalities in all crises,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,People displaced,1028,Govt. Vanuatu  24/04/23,Medium ,2,Government of the Republic of Vanuatu: National Disaster Management Office - NEOC Situation Report 36 - TC Judy/TC Kevin (14th - 21st April 2023) - Vanuatu | ReliefWeb,"Displaced people in Active evacuation centres and In Host households, due to cyclon Judy and Kevin.",VUT003People displaced,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,People in Need,150000,UN CERF 15/03/23; OCHA 22/03/23; ,Medium ,2,https://cerf.un.org/what-we-do/allocation/2023/summary/23-RR-VUT-58018 ;https://reliefweb.int/report/vanuatu/vanuatu-tropical-cyclone-judy-and-tropical-cyclone-kevin-situation-report-no-4-22-march-2023 ,"This number of people, who are in the most vulnerable situation. These people are in need of humanitarian assistance. here are approximately 23,000 children under five years and 9,000 pregnant and lactating women in the most affected areas.",VUT003People in Need,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Minimal humanitarian conditions - Level 1,83160,UNICEF 04/03/2023; ECHO 06/03/2023,Low,3,"https://reliefweb.int/report/vanuatu/unicef-vanuatu-humanitarian-situation-report-no-2-02-04-march-2023
https://reliefweb.int/report/vanuatu/vanuatu-tropical-cyclones-judy-update-and-kevin-gdacs-jtwc-vmgd-media-echo-daily-flash-06-march-2023",Level 1 = Exposed population – Affected population,VUT003Minimal humanitarian conditions - Level 1,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Stressed humanitarian conditions - Level 2,101346,UNICEF 04/03/2023; ECHO 06/03/2023,Low,3,"https://reliefweb.int/report/vanuatu/unicef-vanuatu-humanitarian-situation-report-no-2-02-04-march-2023
https://reliefweb.int/report/vanuatu/vanuatu-tropical-cyclones-judy-update-and-kevin-gdacs-jtwc-vmgd-media-echo-daily-flash-06-march-2023",Level 2 = affected - PIN,VUT003Stressed humanitarian conditions - Level 2,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Moderate humanitarian conditions - Level 3,118000,UN CERF 15/03/23; OCHA 22/03/23,Medium ,2,https://cerf.un.org/what-we-do/allocation/2023/summary/23-RR-VUT-58018 ;https://reliefweb.int/report/vanuatu/vanuatu-tropical-cyclone-judy-and-tropical-cyclone-kevin-situation-report-no-4-22-march-2023 ,Total people in need of humanitarian assistance - People in level 4,VUT003Moderate humanitarian conditions - Level 3,2023-04-30,Change in the data/methodology
