Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Minimal humanitarian conditions - Level 1,6000803,World Bank 2020,Medium ,2,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=NI ; https://data.worldbank.org/indicator/SM.POP.TOTL ; https://datosmacro.expansion.com/demografia/migracion/emigracion/nicaragua,People exposed - people affected,NIC001Minimal humanitarian conditions - Level 1,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Stressed humanitarian conditions - Level 2,200000,UNHCR 2022,Medium ,2,"https://www.unhcr.org/news/briefing/2022/3/623d894c4/number-displaced-nicaraguans-costa-rica-doubles-year.html#:~:text=The%20number%20of%20Nicaraguan%20refugees,total%20population%20of%20five%20million.",People affected - People in need,NIC001Stressed humanitarian conditions - Level 2,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Moderate humanitarian conditions - Level 3,x,x,x,x,x,There are no approximate or exact figures about moderate humanitarian conditions,NIC001Moderate humanitarian conditions - Level 3,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Severe humanitarian conditions - Level 4,x,x,x,x,x,There are no approximate or exact figures about severe humanitarian conditions,NIC001Severe humanitarian conditions - Level 4,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Extreme humanitarian conditions - Level 5,x,x,x,x,x,There are no approximate or exact figures about extreme humanitarian conditions,NIC001Extreme humanitarian conditions - Level 5,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Crisis affected groups,x,x,x,x,x,There are no approximate or exact figures about the affected groups,NIC001Crisis affected groups,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,People facing limited access constraints,x,x,x,x,x,There are no approximate or exact figures about people in need facing limited access constraints,NIC001People facing limited access constraints,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,People facing restricted access constraints,x,x,x,x,x,There are no approximate or exact figures about people in need facing restricted access constraints,NIC001People facing restricted access constraints,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Illness cases reported,x,x,x,x,x,There are no approximate or exact figures about illness cases reported,NIC001Illness cases reported,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Buildings damaged,x,x,x,x,x,There are no approximate or exact figures about buildings damaged,NIC001Buildings damaged,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Buildings destroyed,x,x,x,x,x,There are no approximate or exact figures about buildings destroyed,NIC001Buildings destroyed,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Buildings in affected area,x,x,x,x,x,There are no approximate or exact figures about buildings in affected area,NIC001Buildings in affected area,2022-12-26,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Economic Losses,x,x,x,x,x,There are no approximate or exact figures about economic losses,NIC001Economic Losses,2022-12-26,Humanitarian development
Venezuela displacement in Dominican Republic,DOM002,Dominican Republic,People facing limited access constraints,x,x,x,x,x,There are no approximate or exact figures about people in need facing limited access constraints,DOM002People facing limited access constraints,2022-12-26,Humanitarian development
Venezuela displacement in Dominican Republic,DOM002,Dominican Republic,People facing restricted access constraints,x,x,x,x,x,There are no approximate or exact figures about people in need facing restricted access constraints,DOM002People facing restricted access constraints,2022-12-26,Humanitarian development
Complex crisis in Ethiopia,ETH001,Ethiopia,Injuries reported,x,X,x,x,X,No data / information,ETH001Injuries reported,2022-12-27,Humanitarian development
Complex crisis in Ethiopia,ETH001,Ethiopia,Buildings damaged,x,X,x,x,X,No data / information,ETH001Buildings damaged,2022-12-27,Humanitarian development
Complex crisis in Ethiopia,ETH001,Ethiopia,Buildings destroyed,x,X,x,x,X,No data / information,ETH001Buildings destroyed,2022-12-27,Humanitarian development
Complex crisis in Ethiopia,ETH001,Ethiopia,Buildings in affected area,x,X,x,x,X,No data / information,ETH001Buildings in affected area,2022-12-27,Humanitarian development
Drought in Senegal,SEN002,Senegal,Total population,18275717,Cadre Harmonisé - 30th November 2022,High,1,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/ch/Resultats_Analyses_Nov2022_fichedecommunication.pdf,Total population adjusted as presented by the Harmonized Framework for Identifying Risk Areas and Food Insecure Nutritional Populations.,SEN002Total population,2022-12-27,Humanitarian development
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Moderate humanitarian conditions - Level 3,3600000,OCHA 20/12/2022 ,Medium ,2,https://reliefweb.int/report/sri-lanka/sri-lanka-multi-dimensional-crisis-situation-report-no-10-16-december-2022,"There is no clear figure/percentage about the severity of needs in Sri Lanka based on the HNP. Therefore, the number of people who are vulnerable and malnourished children were used to estimate the PIN's severity levels. 

L3 = PIN - L4 - L5 = 7,000,000 (total number of PIN) - 3,400,000 (the ones who are most vulnerable according to revised HNP figures) - 0 = 3,600,000",LKA002Moderate humanitarian conditions - Level 3,2022-12-29,Change in the data/methodology
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Severe humanitarian conditions - Level 4,3382000,OCHA 20/12/2022 ,Medium ,2,https://reliefweb.int/report/sri-lanka/sri-lanka-multi-dimensional-crisis-situation-report-no-10-16-december-2022,"There is no clear figure/percentage about the severity of needs in Sri Lanka based on the HNP. Therefore, the number of people who are vulnerable and malnourished children were used to estimate the PIN's severity levels. 

L4 = 3,400,000 (the ones who are most vulnerable according revised HNP figures) - 18,000 (children suffering from severe acute malnutrition according to revised HNP figures) =  3,382,000",LKA002Severe humanitarian conditions - Level 4,2022-12-29,Change in the data/methodology
Socio-economic crisis in Sri Lanka,LKA002,Sri Lanka,Extreme humanitarian conditions - Level 5,18000,OCHA 20/12/2022 ,Medium ,2,https://reliefweb.int/report/sri-lanka/sri-lanka-food-security-crisis-humanitarian-needs-and-priorities-2022-june-sept-2022-ensita,"There is no clear figure/percentage about the severity of needs in Sri Lanka based on the HNP. Therefore, the number of people who are vulnerable and malnourished children were used to estimate the PIN's severity levels. 

Number of children suffering from life-threating severe acute malnutrition (SAM)",LKA002Extreme humanitarian conditions - Level 5,2022-12-29,Change in the data/methodology
Highlands Violence,PNG003,Papua New Guinea,People displaced,31481,IOM 19/12/22,High,1,Papua New Guinea: Rapid Assessment report of displacement in the Highlands region (19 December 2022) - Papua New Guinea | ReliefWeb,"The DTM has identified a total of 31,481 IDPs (6,054 IDP households) across 29 sites in Hela, Southern Highlands, Enga, Western Highlands, Jiwaka and Eastern Highlands provinces. Therefore, the IDP population has increased by 56.59% since 22 August 2022",PNG003People displaced,2022-12-29,Change in the data/methodology
Highlands Violence,PNG003,Papua New Guinea,Moderate humanitarian conditions - Level 3,232749,UNCT PNG 09/08/22 ,Medium ,2,https://reliefweb.int/report/papua-new-guinea/papua-new-guinea-highlands-violence-humanitarian-needs-and-priorities-aug-2022-may-2023-issued-09-aug-2022,Numbe rof people affected as oer HNP,PNG003Moderate humanitarian conditions - Level 3,2022-12-29,Change in the data/methodology
Highlands Violence,PNG003,Papua New Guinea,Severe humanitarian conditions - Level 4,31841,IOM 19/12/22,High,1,https://reliefweb.int/report/papua-new-guinea/national-disaster-centre-humanitarian-relief-response-plan-manage-internally-displaced-people-idps-enga-hela-and-shp,The total number of displaced people in the affected provinces.,PNG003Severe humanitarian conditions - Level 4,2022-12-29,Change in the data/methodology
Complex crisis in Congo,COG001,Congo,Total population,5800000,Humaniarian data - 1st January 2021,Medium,2,https://data.humdata.org/group/cog,Total population of Congo adjusted with the recent statistics of the 01st of January 2021,COG001Total population,2022-12-29,Humanitarian development
Drought in South-West Angola,AGO002,Angola,Total population,34500000,Humanitarian data - 1st January 2021,High,1,https://data.humdata.org/group/ago,Total population of Angola adjusted with the recent statistics of the 01st of January 2021,AGO002Total population,2022-12-29,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Injuries reported,17,"AWSD, 2022",Medium ,2,Security incident data | Aid Worker Security Database,"17 persons from national staff were injured, 2 killed, 12 wounded and 3 kidnapped according to AWSD",CAF001Injuries reported,2023-01-09,Humanitarian development
Complex crisis in CAR,CAF001,CAR,Total population,5350208,"OCHA & UNHCR, 30/11/2022",Medium ,2,https://data.unhcr.org/en/situations/car ; République centrafricaine : Aperçu des besoins humanitaires (novembre 2022) - Central African Republic | ReliefWeb,Popualtion according to total population living in the country (6100000) - Refugees & Asylum Seekers from CAR (749792) as of 30 November 2022 according to UNHCR,CAF001Total population,2023-01-09,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,People exposed,4371000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,ACAPS methodology: People exposed = level 1 to 5,MRT003People exposed,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,People affected,1793000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,ACAPS methodology: People affected = level 2 to 5,MRT003People affected,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,People in Need,694000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,Total population in Phase 3 to 5 between October and December 2022,MRT003People in Need,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Minimal humanitarian conditions - Level 1,2578000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,People in minimal food insecurity level (Phase 1) between October 2022 - December 2022,MRT003Minimal humanitarian conditions - Level 1,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Stressed humanitarian conditions - Level 2,1099000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,People in under pressure food insecurity level (Phase 2) between October  2022 -December 2022,MRT003Stressed humanitarian conditions - Level 2,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Moderate humanitarian conditions - Level 3,588000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,People in crises food insecurity levels (Phase 3) between October  2022 -December 2022,MRT003Moderate humanitarian conditions - Level 3,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Severe humanitarian conditions - Level 4,106000,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,People in emergency food insecurity level (Phase 4) between October 2022 -December 2022,MRT003Severe humanitarian conditions - Level 4,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Extreme humanitarian conditions - Level 5,0,WFP 11/12/2022,High,1,https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022,People in starvation food insecurity level (Phase 5) between October  2022 -December 2022,MRT003Extreme humanitarian conditions - Level 5,2023-01-12,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Crisis affected groups,3,"WFP 11/12/2022 , UNHCR 21/12/2022",Medium ,2,"https://reliefweb.int/report/mauritania/mauritanie-cadre-harmonise-danalyse-et-didentification-des-zones-risque-et-des-populations-en-insecurite-alimentaire-au-sahel-et-en-afrique-de-louest-ch-cree-le-12112022 , https://data.unhcr.org/en/documents/details/97737","Refugees, Host and Non-host",MRT003Crisis affected groups,2023-01-12,Change in the data/methodology
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Fatalities reported,7,ACLED 24/01/23,Medium ,2,https://acleddata.com/dashboard/#/dashboard,"Fatalities reported in battles, riots, and violence against civilians. Time period: 20/01/2022-20/01/2023",NIC001Fatalities reported,2023-01-24,Humanitarian development
Socioeconomic crisis in Nicaragua,NIC001,Nicaragua,Fatalities in all crises,7,ACLED 24/01/23,Medium ,2,https://acleddata.com/dashboard/#/dashboard,"Fatalities reported in battles, riots, and violence against civilians. Time period: 20/01/2022-20/01/2023",NIC001Fatalities in all crises,2023-01-24,Humanitarian development
Complex crisis in Nigeria,NGA001,Nigeria,Injuries reported,2416,OCHA 19/10/2022; AOAV Accessed 24/01/2023,Low,3, https://reliefweb.int/report/nigeria/nigeria-floods-response-flash-update-1-last-updated-19-october-2022; http://www.explosiveviolencedata.com/filters#results-title,"People in Nigeria injured due to floods and explosive devices, for 6 months from  1st July to 31st December  2022. Figure does not include injuries due to other events",NGA001Injuries reported,2023-01-26,Humanitarian development
Complex crisis in Ethiopia,ETH001,Ethiopia,Economic Losses,4500000,WFP 13/1/2023,Medium ,2,https://reliefweb.int/report/ethiopia/wfp-regional-bureau-eastern-africa-drought-response-horn-africa-situational-report-2-december-2022,4.5 million livestock are estimated to have died because of the ongoing drought in Ethiopia,ETH001Economic Losses,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Total population,21700000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Total population of Mali gotten from Mali's updated humanitarian needs overview 2023,MLI001Total population,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,People exposed,21700000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,"People exposed in all ten regions of Mali
",MLI001People exposed,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,People affected,12900000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,"People affected in the following Mali regions - Taoudenit, Tombouctou, Gao, Meneka, Kidal, Mopti, Segou, Kayes, Koulikoro and Sikasso.",MLI001People affected,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,People in Need,8800000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,"Consist of; refugees, returned migrants, expatriates, internally displaced persons, and other persons of interest in all the ten regions",MLI001People in Need,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Minimal humanitarian conditions - Level 1,8800000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Minimal humanitarian conditions gotten from Mali's updated humanitarian needs overview 2023 ,MLI001Minimal humanitarian conditions - Level 1,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Stressed humanitarian conditions - Level 2,4100000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Stressed humanitarian conditions gotten from Mali's updated humanitarian needs overview 2023,MLI001Stressed humanitarian conditions - Level 2,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Moderate humanitarian conditions - Level 3,6800000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Moderate humanitarian conditions  gotten from Mali's updated humanitarian needs overview 2023,MLI001Moderate humanitarian conditions - Level 3,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Severe humanitarian conditions - Level 4,1800000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Severe humanitarian condition gotten from Mali's updated humanitarian needs overview 2023,MLI001Severe humanitarian conditions - Level 4,2023-01-27,Humanitarian development
Complex crisis in Mali,MLI001,Mali,Extreme humanitarian conditions - Level 5,200000,United Nations Office for the Coordination of Humanitarian Affairs - 03rd January 2023,High,1,https://reliefweb.int/report/mali/mali-apercu-des-besoins-humanitaires-2023-decembre-2022,Extreme humanitarian conditions gotten from Mali's updated humanitarian needs overview 2023,MLI001Extreme humanitarian conditions - Level 5,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Total population,26000000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023,The total population of Niger adjusted with the recent statistics of January 2023 gotten from the humanitarian needs overview. ,NER001Total population,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,People exposed,26000000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023,"People expose from multiple sectors such as; education, nutrition, health, protection and food security.",NER001People exposed,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,People affected,9900000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023,"Persons affected from multiple sectors such as; education, nutrition, health, protection and food security.",NER001People affected,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,People in Need,4300000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023,"People in need of humanitarian assistance include; non-displaced persons, internally displaced persons, refugees, returned migrants, and migrants. ",NER001People in Need,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Minimal humanitarian conditions - Level 1,21680000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023," Minimal humanitarian conditions affected by persons in various regions; Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabéri et Zinder ",NER001Minimal humanitarian conditions - Level 1,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Stressed humanitarian conditions - Level 2,850000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023," Stressed humanitarian conditions affected by persons in various regions; Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabéri et Zinder ",NER001Stressed humanitarian conditions - Level 2,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Moderate humanitarian conditions - Level 3,2030000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023," Moderate humanitarian conditions affected by persons in various regions; Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabéri et Zinder ",NER001Moderate humanitarian conditions - Level 3,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Severe humanitarian conditions - Level 4,1440000,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023," Severe humanitarian conditions affected by persons in various regions; Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabéri et Zinder ",NER001Severe humanitarian conditions - Level 4,2023-01-27,Humanitarian development
Multiple crises in Niger,NER001,Niger,Extreme humanitarian conditions - Level 5,0,OCHA 6th January 2023,High,1,https://www.humanitarianresponse.info/en/operations/niger/document/niger-aper%C3%A7u-des-besoins-humanitaires-2023," Extreme humanitarian conditions affected by persons in various regions; Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillabéri et Zinder ",NER001Extreme humanitarian conditions - Level 5,2023-01-27,Humanitarian development
Typhoon Nalgae,PHL012,Philippines,People affected,6327528,DSWD 26/1/2023,Medium ,2,https://reliefweb.int/report/philippines/dswd-dromic-report-71-severe-tropical-storm-paeng-26-january-2023-6am,Total number of people affected by the Typhoon Nalgae crisis according to the government,PHL012People affected,2023-01-30,Change in the data/methodology
Typhoon Nalgae,PHL012,Philippines,Buildings damaged,68330,DSWD 26/1/2023,Medium ,2,https://reliefweb.int/report/philippines/dswd-dromic-report-71-severe-tropical-storm-paeng-26-january-2023-6am,Total # of houses damaged because of Typhoon Nalgae,PHL012Buildings damaged,2023-01-30,Change in the data/methodology
Typhoon Nalgae,PHL012,Philippines,Buildings destroyed,7502,DSWD 26/1/2023,Medium ,2,https://reliefweb.int/report/philippines/dswd-dromic-report-71-severe-tropical-storm-paeng-26-january-2023-6am,Total # houses destroyed because of Typhoon Nalgae,PHL012Buildings destroyed,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Total population,55743830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Total population of the country according to HNO 2023,MMR004Total population,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Landmass affected,490200,MIMU accessed 27/1/2023; OCHA 15/01/2023,High,1,http://themimu.info/census-data; https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"The affected area = total landmass area of Myanmar - total landmass area of Rakhine, Kachin, and Shan north states",MMR004Landmass affected,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,People exposed,47398830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"The total number of people living in the affected areas = total population of the country - total population in Rakhine, Kachin, and Shan north states.",MMR004People exposed,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,People affected,46298830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,The total number of affected people under all severity phases (except for minimal) according to the HNO 2023 for the affected landmasses.,MMR004People affected,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,People in Need,14160830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Total number of PIN (severity phases 3 to 5) according to HNO 2023 in the affected areas .

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004People in Need,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Minimal humanitarian conditions - Level 1,1100000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people under minimal phase severity (severity phase 1) according to HNO 2023 in the affected areas.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004Minimal humanitarian conditions - Level 1,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Stressed humanitarian conditions - Level 2,32138000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under stressed phase severity (severity phase 2) according to HNO 2023 in the affected areas.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004Stressed humanitarian conditions - Level 2,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Moderate humanitarian conditions - Level 3,11249830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under severe phase severity (severity phase 3) according to HNO 2023 in the affected areas.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004Moderate humanitarian conditions - Level 3,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Severe humanitarian conditions - Level 4,2911000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under extreme phase severity (severity phase 4) according to HNO 2023 in the affected areas.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004Severe humanitarian conditions - Level 4,2023-01-30,Change in the data/methodology
Post-coup conflict in Myanmar,MMR004,Myanmar,Extreme humanitarian conditions - Level 5,0,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under catastrophic phase severity (severity phase 5) according to HNO 2023 in the affected areas. 

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR004Extreme humanitarian conditions - Level 5,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Total population,55743830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Total population of the country according to HNO 2023,MMR003Total population,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Landmass affected,149600,Govt. of Myanmar 05/2015; MIMU accessed 26/1/2023,High,1,"https://myanmar.unfpa.org/sites/default/files/pub-pdf/Kachin%20State%20Census%20Report%20-%20ENGLISH_0.pdf;
https://themimu.info/states_regions/shan","Kachin: 89,041 sq km2
Shan (North)= 60,559 sq km2",MMR003Landmass affected,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,People exposed,4873000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"The total number of people exposed according to the HNO 2023 is the total popualtion of Kachin and Shan north states.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003People exposed,2023-01-30,Change in the data/methodology
