,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
CRI002,237,-6,-6,-6,92,-6,-6,-6,-6,-6,538,335,335,335,335,335,335,335,335,335,92.3
DJI001,-7,288,40,288,288,-16,-7,-7,-7,-7,288,288,288,288,288,288,288,288,288,288,114.8
DJI002,-7,306,306,306,288,429,519,306,429,594,594,334,334,334,334,334,334,334,334,334,410.5
DJI003,-7,-7,306,553,288,-7,-7,-7,-7,-7,492,334,334,334,334,334,334,334,334,334,193.8
PRK001,611,315,315,334,611,184,184,184,184,184,611,334,334,334,334,334,334,334,334,334,312.5
COD001,-5,62,334,-2,-2,-15,-15,-15,-15,-15,595,289,289,289,289,289,289,289,289,289,113.9
COD003,93,93,93,93,93,93,93,93,93,93,93,89,89,89,89,89,89,89,89,89,92.6
ECU002,237,237,-6,-6,92,-6,-6,-6,-6,-6,594,334,334,334,334,334,334,334,334,334,97.8
EGY002,154,112,112,112,40,112,112,112,112,154,597,334,334,334,334,334,334,334,334,334,179.7
SLV001,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,595,335,335,335,335,335,335,335,335,335,88.2
ERI001,-7,314,314,314,288,314,506,314,506,506,595,334,334,334,334,334,334,334,334,334,399.1
SWZ002,-6,-5,-5,230,-5,-5,-5,-5,-5,-5,236,236,236,236,236,236,236,236,236,236,66.7
ETH001,-7,154,154,93,-7,-7,-7,-7,-7,-7,593,334,334,334,334,334,334,334,334,334,113.2
ETH002,117,-19,-7,-7,117,40,40,40,40,40,117,117,116,117,116,117,116,117,117,117,53.7
ETH003,91,91,40,40,91,40,40,40,40,40,40,86,86,86,86,86,86,86,86,86,49.7
GRC002,519,-5,-5,-5,-5,-5,-5,-5,-5,-5,603,337,337,337,337,337,337,337,337,337,90
GTM001,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,460,335,335,335,335,335,335,335,335,335,74.7
HTI001,611,-6,-6,-6,-6,-6,-6,-6,-6,-6,611,345,345,345,345,345,345,345,345,345,90.8
HND001,-7,-6,-6,-6,237,-6,-6,-6,-6,-6,595,335,335,335,335,335,335,335,335,335,112.5
IND001,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,117,117,-6,117,117,117,117,117,117,117,18.6
IND002,551,551,551,551,-6,523,551,551,551,551,308,337,337,337,337,337,337,337,337,337,446.8
IND003,117,-14,33,117,117,-6,33,33,117,117,117,117,117,117,117,117,117,117,117,117,79.5
IND005,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,16,16,16,16,16,16,16,16,16,-3.8
REG003,317,317,-6,317,-6,317,524,524,524,524,524,337,337,337,337,337,337,337,337,337,357.9
IDN002,245,245,245,245,-2,245,245,245,245,245,428,334,334,334,334,334,334,334,334,334,247.5
IRN004,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
IRQ001,1,-14,-14,-14,2,-14,-14,-14,-14,2,154,334,334,334,334,334,334,334,334,334,40.8
IRQ002,1,-15,-15,-15,2,-15,-15,154,154,154,237,334,334,334,334,334,334,334,334,334,97.5
IRQ003,154,2,2,2,2,2,2,2,2,2,593,334,334,334,334,334,334,334,334,334,94.3
JOR002,2,2,2,2,2,2,2,2,2,2,89,334,334,334,334,334,334,334,334,334,43.9
KEN001,-7,90,90,90,90,90,90,90,90,90,463,337,337,337,337,337,337,337,337,337,152
KEN002,593,90,90,90,593,184,184,90,184,184,593,337,337,337,337,337,337,337,337,337,252.9
KEN003,-7,90,90,463,463,90,90,90,90,463,463,337,337,337,337,337,337,337,337,337,263.9
KEN005,117,117,117,117,117,117,117,117,117,117,154,154,154,154,154,154,154,154,154,154,124.4
LBN002,117,117,117,117,0,0,0,0,0,0,117,337,337,337,337,337,337,337,337,337,68.8
LBN004,154,154,0,154,0,0,0,0,0,0,154,154,154,154,154,154,154,154,154,154,46.2
LBN005,40,40,40,40,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,36
LSO002,428,-5,-5,-9,609,-5,-5,-5,-5,-5,609,338,338,338,338,338,338,338,338,338,151.7
REG012,-6,-5,-5,35,-5,-5,-5,-5,-5,-5,230,230,230,230,230,230,230,230,230,230,46
LBY001,154,154,154,2,2,154,154,154,154,154,154,337,337,337,337,337,337,337,337,337,141.9
LBY002,2,2,-9,-9,2,-7,2,2,2,2,154,337,337,337,337,337,337,337,337,337,47.6
MDG002,371,125,125,-9,-5,125,125,125,125,125,454,338,338,338,338,338,338,338,338,338,152.8
MDG004,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236
MDG005,236,125,125,236,-5,125,125,125,125,125,236,236,236,236,236,236,236,236,236,236,145.3
MWI002,555,-5,-5,398,-5,-5,-5,-5,-5,-5,397,337,337,337,337,337,337,337,337,337,109.7
MLI001,-5,89,89,-5,-5,89,89,89,89,397,615,335,335,335,335,335,335,335,335,335,178.2
MRT002,594,-15,-15,-15,460,-15,-15,-15,-15,-15,594,335,335,335,335,335,335,335,335,335,128.4
MRT003,2,2,2,35,35,0,35,2,35,35,35,35,35,35,35,35,35,35,35,35,24.9
MEX001,306,293,306,92,306,293,306,293,306,306,306,306,306,306,306,306,306,306,306,306,282
MEX002,306,293,293,306,237,293,306,293,306,306,306,306,306,306,306,306,306,306,306,306,295.2
MEX003,306,293,293,293,-6,293,293,293,306,306,306,306,306,306,306,306,306,306,306,306,268.3
MAR002,1,112,112,112,1,306,306,306,306,306,593,337,337,337,337,337,337,337,337,337,268.5
MOZ001,428,-16,65,65,-7,-16,-16,-16,-16,-16,428,337,41,337,337,337,337,42,337,337,80.8
MOZ004,553,-16,65,-7,33,-16,-16,-16,-16,-16,553,337,41,337,337,337,337,42,337,337,90.1
MOZ006,236,-16,-19,64,236,-16,-16,-16,-16,-16,236,236,236,236,236,236,236,236,236,236,67.3
MMR001,184,184,184,-2,-2,184,184,40,40,184,184,337,337,337,337,337,337,337,337,337,133.3
MMR002,184,184,184,-2,-2,-15,184,184,184,184,184,337,337,337,337,337,337,337,337,337,142.2
MMR003,496,184,184,40,-2,184,184,40,40,184,184,337,337,337,337,337,337,337,337,337,137.5
NAM002,236,-5,-5,236,155,-5,-5,-5,-5,-5,236,236,236,236,236,236,236,236,236,236,83.3
NIC001,237,-6,615,-6,-6,335,335,335,615,615,615,335,335,335,335,335,335,335,335,335,378.8
NER001,596,-5,-5,-5,-5,-5,-5,-5,-5,-5,596,335,335,335,-5,335,335,335,335,335,89.1
NER002,596,525,335,-5,-5,-5,-5,-5,-5,-5,596,335,335,335,335,335,335,335,335,335,123.1
NER003,596,525,237,-5,-5,-5,-5,-5,-5,-5,596,335,335,335,-5,335,335,335,335,335,113.3
NER004,289,-15,-5,-5,-5,-15,-15,-15,-15,-15,289,289,289,289,289,289,289,289,289,289,48.8
NER005,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
NGA001,455,35,35,35,-5,35,35,35,35,35,455,334,334,334,334,334,334,334,334,334,102.9
NGA003,456,432,456,334,-5,334,456,334,456,456,456,334,334,334,334,334,334,334,334,334,361.1
NGA004,457,125,155,35,-5,155,155,155,155,155,457,334,334,334,334,334,334,334,334,334,175.1
NGA007,155,35,35,35,-5,35,35,35,35,35,289,286,286,286,286,286,286,286,286,286,81.5
NGA008,264,35,35,35,-5,35,35,35,35,35,245,226,226,226,226,226,226,226,226,226,71.1
REG001,125,-6,-6,-6,-6,35,35,35,35,35,518,335,335,335,335,335,335,335,335,335,101
PAK001,-6,-6,-6,362,-6,-6,-6,-6,-6,-6,601,337,337,337,337,337,337,337,337,337,125.8
PAK004,499,499,581,245,-6,308,581,581,581,581,581,337,337,337,337,337,337,337,337,337,437
PSE002,1,-7,35,-7,2,35,35,35,35,35,601,334,334,334,334,334,334,334,334,334,114
PER002,237,237,-6,-6,-6,237,237,237,237,237,593,334,334,334,334,334,334,334,334,334,209.4
PHL001,117,-7,-2,-2,-2,-2,-2,-2,-2,-2,289,289,289,289,289,289,289,289,289,289,56.2
PHL003,306,306,-2,-2,-2,-15,-15,-15,-15,-15,306,334,334,334,334,334,334,334,334,334,55.9
PHL004,289,289,-2,-2,117,-2,-2,-2,-2,-2,289,289,289,289,289,289,289,289,289,289,68.1
RWA002,593,35,35,35,-5,35,35,35,35,35,593,335,335,335,335,335,335,335,335,335,116.8
SEN002,-5,89,89,293,615,89,89,89,89,89,615,335,335,335,335,335,335,335,335,335,239.2
SOM001,345,236,236,68,-6,236,65,65,236,236,608,345,345,345,345,345,345,345,345,345,208.9
SOM002,68,68,68,68,40,520,520,68,68,68,520,335,335,335,335,335,335,335,335,335,227.5
SOM004,306,306,306,294,306,294,294,294,306,306,306,306,306,306,306,306,306,306,306,306,301.2
SSD001,460,428,428,40,-6,369,369,369,369,369,460,336,336,336,336,336,336,336,336,336,310.3
SDN001,236,236,65,236,-6,65,65,236,236,236,236,336,336,336,336,336,336,336,336,336,170.5
SDN005,236,236,184,236,236,184,184,184,184,184,236,236,236,236,236,236,236,236,236,236,204.8
SDN006,-6,-16,-6,-6,-6,-16,-16,-16,-16,-16,40,40,40,40,40,40,40,40,40,40,-1.8
SYR001,1,40,40,1,1,337,40,337,337,337,609,337,337,337,337,337,337,337,337,337,237.6
REG004,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,498,337,337,337,337,337,337,337,337,337,79.5
TZA002,434,-5,-5,-9,434,-5,-9,-5,-9,-9,609,338,338,338,338,338,338,338,338,338,133
THA001,428,-6,-6,-6,-6,-6,-6,-6,-6,-6,595,334,334,334,334,334,334,334,334,334,88.1
THA002,428,428,428,428,-6,184,184,184,184,184,595,334,334,334,334,334,334,334,334,334,269.9
THA003,313,-6,-6,-6,-6,-6,-6,-6,-6,-6,595,334,334,334,334,334,334,334,334,334,88.1
TTO002,580,306,551,551,-6,-6,237,237,237,237,306,334,334,334,334,334,334,334,334,334,267.8
TUN002,1,112,112,112,1,593,593,593,593,593,593,337,337,337,337,337,337,337,337,337,412
TUR001,593,593,-6,-6,-6,-6,-6,-6,-6,-6,593,337,337,337,337,337,337,337,337,337,88.2
TUR002,593,553,-6,-6,593,-6,-6,-6,-6,-6,593,337,337,337,337,337,337,337,337,337,148.1
TUR003,593,593,-6,-6,-6,-6,-6,-6,-6,-6,593,337,337,337,337,337,337,337,337,337,88.2
TUR004,593,593,593,593,-6,593,593,593,593,593,593,337,337,337,337,337,337,337,337,337,507.5
REG006,501,501,501,501,-5,501,501,501,501,501,501,337,337,337,337,337,337,337,337,337,434
UGA001,117,-16,117,40,117,40,40,40,40,40,65,117,117,117,117,117,117,117,117,117,65.6
UGA005,306,117,40,40,117,40,40,40,40,40,65,306,306,306,306,306,306,306,306,306,76.8
UGA006,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
UKR002,593,184,184,184,-6,184,184,184,184,184,184,337,337,337,337,337,337,337,337,337,180.3
VUT002,154,154,154,90,168,154,154,154,154,154,168,168,168,168,168,168,168,168,168,168,151.8
VEN001,-7,-6,-6,-6,237,-6,-6,-6,-6,-6,460,334,334,334,334,334,334,334,334,334,98.9
REG002,237,-6,-6,-6,306,-6,-6,-6,-6,-6,519,334,334,334,334,334,334,334,334,334,111.7
YEM001,-19,-19,-19,-19,-19,525,-19,-19,-19,-19,611,532,532,532,532,532,532,532,532,532,153.5
YEM002,-19,-19,-19,-19,-19,525,525,85,85,525,581,532,532,532,532,532,532,532,532,532,280.1
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MIN,-7
,,,,,,,,,,,,,,,,,,,,MAX,507.5
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
