,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.2,0.01939090762520208,0,1.1,1,x,x,x,x,x,x,x,x,0,x,x,0,0,0
Venezuela displacement in Panama,International displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.027434225320440746,0.1,0.05,2.6,0.8,0.7868852459016393,3.9,2.35,3,1.2708333333333333,5,4,2.4,0.0005208333333333333,5,3.7,3.9,3.2
Venezuela displacement in Peru,International displacement,PER002,Peru,PER,3.9,0.1602296875,0.7,2.3,3.4,0.3233030303030303,1.6,2.5,2.4,3,0.1933639516355797,0.9,1.95,4.3,0.5089675230247213,5,4.7,x,x,x,x,4.7,3.7
Multiple crises in the Philippines,Multiple crises country,PHL001,Philippines,PHL,3.9,0.7798721534694973,3.9,3.9,5,0.41193950455366724,2,3.5,3.7,4.3,0.269976622509184,1.3,2.8,2.9,0.009401286491835725,0.3,1.6,4,4.906811809335313e-05,2.5,3.3,2.5,2.7
Mindanao conflict,Conflict,PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,0.9,0.004228249276245619,0,0.45,2.9,1,5,4,3.3,0.0017117117117117118,5,4.2,4.1,2.7
Typhoon RAI,Tropical cyclone,PHL010,Philippines,PHL,3.8,0.6569525103129087,3.2,3.5,4.2,0.1711591903368705,0.8,2.5,3,4.3,0.64382166970314,3.2,3.75,0.7,0.00024968789013732833,0,0.4,3.7,3.370786516853932e-05,1.7,2.7,1.7,2.9
Displacement from Ukraine conflict in Poland,International displacement,POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,1.4,0.06682707811375983,0.3,0.85,2.1,3.1,0.8767631774313289,4.4,3.75,4.8,1,5,4.9,0,0,0,0,3.3,3.5
Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.8,1,5,4.9,2.2,0.0013247097327203305,0,1.1,1.9,8.571651211719785e-07,0,1,1.1,3.6
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.6,0.8799253034547152,4.4,4,5,1.358446519524618,5,5,2.1,5.942275042444822e-06,0.3,1.2,3.7,3.9
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.3,0.07185617547310208,0.3,2.3,2.3,4.4,0.6860071811416975,3.4,3.9000000000000004,5,0.3912614731093074,5,5,4.7,0.00013904270651596753,5,4.9,5,4.5
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.12549757391781644,0.5,2.75,5,0.2478733274007395,1.2,3.1,2.9,5,0.4101330190635196,2,3.5,5,0.28423573234002925,5,5,5,0.0021905547425834773,5,5,5,4.4
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.010877929793786052,0,2.05,2.1,4.6,1,5,4.8,x,x,x,x,4.5,7.692307692307693e-05,3.8,4.2,4.2,4.5
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20138112198030653,0.9,2.7,5,0.3830296860731448,1.9,3.45,3.1,5,0.4433870085202845,2.2,3.6,5,0.6678787077438406,5,5,4.8,5.390277226850015e-05,2.7,3.8,4.5,4.1
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39946020310645763,2,3.5,3,4.3,0.3354628388148382,1.6,2.95,5,0.3338557993730408,5,5,2.9,7.915360501567398e-06,0.4,1.7,3.9,3.5
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,4,4,4
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3.2,x,x,3.2,3.2,3.2
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",2.8,0.05810022342802426,0.2,1.5,2.4,0.023400942898356963,0.1,1.25,1.4,3.3,0.5677504228528472,2.8,3.05,4.4,0.41674942072161536,5,4.7,2.3,1.4233697451175107e-05,0.7,1.5,3.5,3.3
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.6574503854930016,3.3,4.15,5,0.4936593624225388,2.4,3.7,3.9,5,0.4916690931443916,2.4,3.7,4.4,0.03760610646838192,1.3,2.9,3.4,7.304073172336645e-06,0.4,1.9,2.4,3.1
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",3.6,1.2705407034814142,5,4.3,2.2,0.3416992862076905,1.7,1.9500000000000002,3.4,3.3,0.6424079065588499,3.2,3.25,2.8,0.031818181818181815,1.1,2,1.8,6.293706293706294e-06,0.3,1.1,1.6,2.5
Eastern Africa Regional Drought Crisis,Regional crisis,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8034537077505828,4,4.5,5,1.0163438515478023,5,5,4.8,5,0.3977976672521324,2,3.5,4.2,0.022367342622213997,0.7,2.5,0,0,0,0,1.4,2.6
Displacement from Ukraine conflict in Romania,International displacement,ROU002,Romania,ROU,2,0.06823713490959667,0.2,1.1,2.4,0.266255314736078,1.3,1.85,1.5,0.7,0.016553067185978577,0,0.35,2.8,1,5,3.9,0,0,0,0,2.4,1.5
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.18290611488573194,0.9,1.05,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,Multiple crises country,SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,5,0.6270833333333333,3.1,4.05,5,0.1622923588039867,5,5,4.3,3.4983388704318936e-05,1.7,3,4.2,4.1
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.7,0.27097916666666666,1.3,2.5,2.1,4.4,1,5,4.7,4.4,0.08756823249019759,2.9,3.7,0.7,2.3064503728761437e-07,0,0.4,2.4,3.8
Violence in Darfur and Kordofan regions,Other type of violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3571666666666667,1.8,2.9499999999999997,3.2,4.4,0.8029048063462436,4,4.2,2.8,0.006175081729022884,0.2,1.5,4.1,5.644751180530331e-05,2.8,3.5,2.6,3.5
Drought in Senegal,Drought,SEN002,Senegal,SEN,5,18.868472445852593,5,5,4.2,1,5,4.6,4.8,3.3,0.179717007723096,0.9,2.1,x,x,x,x,0,0,0,0,0,1.2
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,3.3,0.47761194029850745,2.4,2.8499999999999996,3,0.0409375,1.4,2.2,3.7,0.000118125,5,4.4,3.5,3.2
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,4.7,1,5,4.85,4,1,5,4.5,4.7,4.5,0.9987940336401142,5,4.75,5,0.24053126588713777,5,5,4.7,0.0001143238434163701,5,4.9,5,4.9
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,2.4,0.04596550514872318,0.1,1.25,0.4,0.08390986988257695,0.4,0.4,0.8,0,0.018910741301059002,0,0,2,1,5,3.5,0.4,8e-05,4,2.2,2.9,1.7
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,4.7,0.9994893912892326,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.3521774193548387,5,5,4.2,6.846774193548387e-05,3.4,3.8,4.5,4.6
Displacement from Ukraine conflict in Slovakia,International displacement,SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,0.9,0.32075471698113206,1.6,1.25,1.5,1.5,0.1443355119825708,0.7,1.1,3.5,1,5,4.3,0,0,0,0,2.8,2
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,2.1,1.0095348837209301,5,3.55,0.2,0.9898648648648649,4.9,2.5500000000000003,3.1,2.3,0.6075085324232082,3,2.65,0,0,0,0,0,0,0,0,0,1.5
Syrian conflict,Complex crisis,SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.5,1,5,4.75,4.6,4.7,1,5,4.85,5,1.0587096774193547,5,5,4.8,0.00011271889400921659,5,4.9,5,4.9
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,5,1,5,5,4.1,1,5,4.55,4.8,4,0.4528784902065845,2.2,3.1,4.3,0.1371105560667806,4.6,4.5,3.1,1.9061390824240832e-05,1,2.1,3.6,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0,0.04084062630231589,0.2,0.1,0.6,2.2,1,5,3.6,3.7,0.6020408163265306,5,4.4,2.6,0.00010349854227405248,5,3.8,4.1,3.9
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,2.2,0.2652854676430315,1.3,1.75,1.9,2.5,0.2253141831238779,1.1,1.8,3.2,0.17231075697211157,5,4.1,x,x,x,x,4.1,3.2
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.4,0.15342025361671727,0.7,1.0499999999999998,1.7,2.6,0.4357780364765231,2.2,2.4000000000000004,3.7,0.3303650934995548,5,4.4,2,2.226179875333927e-05,1.1,1.6,3.3,2.9
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002262308745609335,0,0,1.3,0.1,1,5,2.55,x,x,x,x,0.9,0.00010526315789473685,5,3,3,2.8
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.9,0.00021978021978021978,5,3.5,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.9,x,x,1.9,1.9,1.9
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.0053696108206268195,0,0,0.5,0.8,0.2653061224489796,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Tonga Volcano Eruption,Volcano,TON002,Tonga,TON,0,1,5,2.5,0,1,5,2.5,2.5,0.7,0.8095238095238095,4,2.35,0.4,0.023529411764705882,0.8,0.6,0.7,3.529411764705882e-05,1.8,1.3,1,1.7
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,0.9670103092783505,4.8,2.65,2.9,0.2,0.02771855010660981,0.1,0.15000000000000002,2.2,0.8717948717948718,5,3.6,2.5,0.0015384615384615385,5,3.8,3.7,2.3
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,x,x,x,x,x,x,x,x,2.2,x,x,2.2,2.2,2.2
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,4.3,0.49234437327027275,2.4,3.3499999999999996,5,0.5999596865032785,3,4,3.7,4.3,0.24810276679841897,1.2,2.75,5,0.32292496415485106,5,5,2.6,5.0979767404811215e-06,0.3,1.5,3.8,3.3
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.4287221807230344,2.1,3.55,2.9,4.3,0.3380717960064163,1.7,3,5,0.30464659685863876,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4461281257781098,2.2,3.6,3.1,4.3,0.3336522617339074,1.6,2.95,5,0.32292496415485106,5,5,1.6,1.0355265254102279e-06,0.1,0.9,3.7,3.3
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15383156072516865,0.7,2.2,2.4,x,x,x,x,x,x,x,x,2.6,x,x,2.6,2.6,2.6
Multiple Crises in Tanzania,Multiple crises country,TZA001,Tanzania,TZA,3.6,0.16368932038834952,0.7,2.15,3.9,0.23582533331224595,1.1,2.5,2.3,4.4,0.8660720273623499,4.3,4.35,3.4,0.019281400030974137,0.6,2,2.1,2.400495586185535e-06,0.1,1.1,1.6,3.3
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,3.1,0.08154662452020772,0.3,1.7,3.5,0.18018630691613025,0.9,2.2,2,4.3,1,5,4.65,3.4,0.021855525322566488,0.7,2.1,0,8.777319406653209e-08,0,0,1.2,3.4
Food Security Crisis in North-East Tanzania,Food Security,TZA003,Tanzania,TZA,3.2,0.09376608715285617,0.4,1.8,1.8,0.055639026396115704,0.2,1,1.4,2.8,0.43234792495736213,2.1,2.45,x,x,x,x,0,0,0,0,0,1.4
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,3,0.3324456413325354,1.6,2.3,2.9,0.1619430627579638,0.8,1.85,2.1,2.8,0.2069010586851392,1,1.9,4.6,1,5,4.8,x,x,x,x,4.8,3.7
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,4.6,0.49813200498132004,2.5,3.55,5,0.7876111111111112,5,5,4.9,0.0001516111111111111,5,5,5,4.4
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,0.9652112676056338,4.8,4.8,4.9,4.9,1,5,4.95,5,0.22373413103750184,5,5,2.6,2.3347439077776156e-06,0.1,1.4,3.8,4.5
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,4.5,1,5,4.75,5,0.9967532467532467,5,5,4.9,4.9,0.8827361563517915,4.4,4.65,5,0.15498154981549817,5,5,3.6,1.2287822878228782e-05,0.6,2.1,4,4.4
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,4.5,1,5,4.75,5,0.9967532467532467,5,5,4.9,4.9,0.8827361563517915,4.4,4.65,5,0.15498154981549817,5,5,3.8,1.6531365313653136e-05,0.8,2.3,4,4.4
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.6,0.6265301923670404,3.1,3.35,4.3,3.9,0.5549626467449307,2.8,3.3499999999999996,0,0,0,0,0,0,0,0,0,2
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,4.3,1.0100995217784672,5,4.65,4,1,5,4.5,4.6,4.1,0.6334682156376452,3.1,3.5999999999999996,2.3,0.004327220276117865,0.1,1.2,1.7,1.64846486709252e-06,0.1,0.9,1.1,2.6
