,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
DZA002,275,63,63,63,18,63,63,63,63,63,609,131,131,131,131,131,131,131,131,131,119.9,,
DZA003,275,275,275,585,18,63,63,63,63,63,609,131,131,131,131,131,131,131,131,131,193.3,,
DZA004,275,63,63,275,18,63,63,63,63,63,686,131,131,131,131,131,131,131,131,131,148.8,,
ECU002,183,183,183,93,31,183,183,183,183,183,183,124,124,124,124,124,124,124,124,124,152.9,,
EGY004,249,18,18,18,18,18,18,18,18,18,249,131,131,131,131,131,131,131,131,131,52.4,,
ERI001,61,3,256,3,3,3,3,3,3,3,683,125,125,125,125,125,125,125,125,125,108.5,,
ESP002,609,18,18,18,18,18,18,18,18,18,609,139,139,139,139,139,139,139,139,139,89.2,,
EST002,3,3,3,3,3,3,3,3,3,3,3,144,144,144,144,144,144,144,144,144,17.1,,
ETH001,1,1,1,1,1,1,1,1,1,1,646,128,128,128,128,128,128,128,128,128,78.2,,
ETH003,1,1,1,1,467,1,1,1,1,1,1019,128,128,128,128,128,128,128,128,128,162.1,,
ETH004,1,1,1,1,1,1,1,1,1,1,868,128,128,128,128,128,128,128,128,128,100.4,,
ETH005,1,1,1,1,467,1,1,1,1,1,782,128,128,128,128,128,128,128,128,128,138.4,,
GRC002,0,0,0,0,0,0,0,0,0,0,1881,125,125,125,125,125,125,125,125,125,200.6,,
GTM001,60,60,60,60,60,60,60,60,60,60,60,130,130,130,130,130,130,130,130,130,67,,
HND001,60,60,60,60,60,60,60,60,60,60,60,125,125,125,125,125,125,125,125,125,66.5,,
HTI001,60,60,60,60,60,60,60,60,60,60,60,125,125,125,125,125,125,125,125,125,66.5,,
HUN002,3,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,15.5,,
IDN002,95,95,95,95,4,95,95,95,95,95,95,125,125,125,125,125,125,125,125,125,88.9,,
IRN004,1112,1112,397,397,31,31,31,31,31,31,1112,125,125,125,125,125,125,125,125,125,221.7,,
IRQ001,244,0,0,0,0,0,0,0,0,0,1432,125,125,125,125,125,125,125,125,125,155.7,,
IRQ002,244,0,0,0,0,0,0,0,0,0,1515,125,125,125,125,125,125,125,125,125,164,,
IRQ003,244,0,0,0,122,0,0,0,0,0,1871,125,125,125,125,125,125,125,125,125,211.8,,
ITA002,609,18,18,18,18,18,18,18,18,18,609,139,139,139,139,139,139,139,139,139,89.2,,
JOR002,0,0,0,0,0,0,0,0,0,0,1367,125,125,125,125,125,125,125,125,125,149.2,,
KEN001,255,3,3,3,61,3,3,3,3,3,123,125,125,125,125,125,125,125,125,125,33,,
