,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
SDN005,0,0,0,0,0,0,0,0,0,0,0,193,193,193,193,193,193,193,193,193,19.3,,
SEN002,0,0,0,574,639,0,0,0,0,0,574,184,184,184,184,184,184,184,184,184,197.1,,
SLV001,42,42,42,42,42,42,42,42,42,42,42,189,189,189,189,189,189,189,189,189,56.7,,
SOM001,1,1,1,1,43,1,1,1,1,1,1,186,186,186,186,186,186,186,186,186,23.7,,
SOM002,1,1,1,1,1,1,1,1,1,1,1,186,186,186,186,186,186,186,186,186,19.5,,
SSD001,1,1,1,1,1,1,1,1,1,1,1,186,186,186,186,186,186,186,186,186,19.5,,
SVK002,36,14,14,14,14,14,36,14,36,36,36,189,189,189,189,189,189,189,189,189,40.3,,
SWZ001,0,0,0,0,0,0,0,0,0,0,0,189,189,189,189,189,189,189,189,189,18.9,,
SYR001,6,6,6,6,6,6,6,6,6,6,42,186,186,186,186,186,186,186,186,186,27.6,,
SYR002,42,42,42,42,42,42,42,42,42,42,6,186,186,186,186,186,186,186,186,186,52.8,,
TCD001,43,14,14,0,0,14,14,14,14,14,0,184,184,184,184,184,184,184,184,184,26.8,,
TCD003,331,14,14,0,0,14,14,14,14,14,0,184,184,184,184,184,184,184,184,184,26.8,,
TCD004,331,14,14,0,0,14,14,14,14,14,0,184,184,184,184,184,184,184,184,184,26.8,,
TCD005,331,14,14,0,0,14,14,14,14,14,0,184,184,184,184,184,184,184,184,184,26.8,,
TGO002,50,50,50,49,49,49,49,49,49,49,49,17,17,17,17,17,17,17,17,17,45.9,,
THA003,4,4,4,4,4,4,4,4,4,4,4,183,183,183,183,183,183,183,183,183,21.9,,
TLS003,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
TTO002,31,31,31,31,31,31,31,31,31,31,31,185,185,185,185,185,185,185,185,185,46.4,,
TUN002,670,0,0,0,0,0,0,0,0,0,670,198,198,198,198,198,198,198,198,198,86.8,,
TUR001,6,6,6,6,6,6,6,6,6,6,6,186,186,186,186,186,186,186,186,186,24,,
TUR002,6,6,6,6,6,6,6,6,6,6,6,186,186,186,186,186,186,186,186,186,24,,
TUR003,6,6,6,6,6,6,6,6,6,6,6,186,186,186,186,186,186,186,186,186,24,,
TUR004,6,6,6,6,6,244,244,244,244,244,31,186,186,186,186,186,186,186,186,186,145.5,,
TUR005,6,6,6,6,6,6,6,6,6,4,4,186,186,186,186,186,186,186,186,186,23.6,,
TZA001,0,0,0,0,0,0,0,0,0,0,397,186,186,186,186,186,186,186,186,186,58.3,,
TZA002,0,0,0,0,0,0,0,0,0,0,397,186,186,186,186,186,186,186,186,186,58.3,,
TZA003,0,0,0,808,0,0,0,0,0,0,808,186,186,186,186,186,186,186,186,186,180.2,,
