,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Floods in Niger,Flood,NER005,Niger,NER,5,1.0002368358727403,5,5,4.6,1,5,4.8,4.9,2,0.021884807871744846,0.1,1.05,x,x,x,x,2.6,0.00013372093023255815,5,3.8,3.8,2.7
Complex crisis in Nigeria,Complex crisis,NGA001,Nigeria,NGA,4.9,0.999033784599844,5,4.95,5,0.28738986446429665,1.4,3.2,4.3,4,0.13915316629025662,0.7,2.35,4.9,0.32651757188498404,5,5,4.8,0.00027859424920127795,5,4.9,5,4
Middle belt conflict,Conflict,NGA003,Nigeria,NGA,4.4,0.44987757611691204,2.2,3.3000000000000003,5,0.4300856552936607,2.1,3.55,3.4,1.6,0.003564892934382204,0,0.8,x,x,x,x,3.5,0.00097,5,4.3,4.3,3
Boko Haram crisis in Nigeria,Conflict,NGA004,Nigeria,NGA,3.7,0.17338954950206967,0.8,2.25,3,0.04037451192836846,0.2,1.6,1.9,3.9,0.9050632911392406,4.5,4.2,4.8,0.30475524475524474,5,4.9,4.3,0.0001462937062937063,5,4.7,4.8,4.5
Northwest Banditry,Other type of violence,NGA007,Nigeria,NGA,4,0.26099673902302445,1.2,2.6,4.9,0.15524255371343296,0.7,2.8000000000000003,2.7,1.7,0.010435870424018962,0,0.85,3.6,1,5,4.3,4.3,0.003003154574132492,5,4.7,4.5,3.2
Cameroonian Refugees in Nigeria,International displacement,NGA008,Nigeria,NGA,3.4,0.12711112575073838,0.5,1.95,4.2,0.09023958950875974,0.4,2.3000000000000003,2.1,0.5,0.0033414509826131277,0,0.25,2.5,1,5,3.8,x,x,x,x,3.8,2.4
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria, Niger, Chad, Cameroon","NGA, NER, TCD, CMR",4.3,0.09438888007817096,0.4,2.35,3.8,0.05227254518192952,0.2,2,2.2,4.2,0.8096489307349829,4,4.1,5,0.3018119534841792,5,5,4.6,0.00015099612368160101,5,4.8,4.9,4.5
Complex crisis in Pakistan,Complex crisis,PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.3070650877410613,1.5,3.25,3.3,0.003169719852701254,0.1,1.7,4.1,1.1855373762799298e-05,0.6,2.4,2.1,2.7
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.2,0.021231523803162303,0.1,1.1500000000000001,1.1,x,x,x,x,x,x,x,x,2.2,x,x,2.2,2.2,2.2
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,1.3,1,5,3.15,2.4,1,5,3.7,3.4,3.7,1,5,4.35,5,1.2240384615384616,5,5,1.4,1.7307692307692308e-06,0.1,0.8,3.6,4
Venezuela displacement in Peru,International displacement,PER002,Peru,PER,3.8,0.13940625,0.6,2.1999999999999997,4,0.5104254587514458,2.5,3.25,2.8,2.6,0.06724644781969623,0.3,1.45,4.2,0.75591985428051,5,4.6,0.7,2.73224043715847e-06,0.1,0.4,3.1,2.4
Multiple crises in the Philippines,Multiple crises country,PHL001,Philippines,PHL,3.7,0.5739142100144213,2.8,3.25,5,0.33937749433050435,1.7,3.35,3.3,1.4,0.006740589436825211,0,0.7,3.4,1,5,4.2,3.6,0.0014675324675324675,5,4.3,4.3,3
Mindanao conflict,Conflict,PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.6,0.2390199942562315,1.2,2.9,2.9,1.1,0.006297646668876367,0,0.55,3.1,1,5,4.1,3.6,0.002230263157894737,5,4.3,4.2,2.8
Mindanao Earthquake,Earthquake,PHL004,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,3.4,0.10035750007427287,0.5,1.95,2.5,0.7,0.007795539767120584,0,0.35,2.7,1,5,3.9,0,0,0,0,2.4,1.5
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,1.7,0.43153627888123225,2.1,1.9,2.2,0.47365697132801987,2.3,2.25,2.1,1.1,0.03256118881118881,0.1,0.6000000000000001,3.1,1,5,4.1,x,x,x,x,4.1,2.8
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1,5,4.4,4,1,5,4.5,4.5,3.3,0.1794761700300558,0.9,2.1,x,x,x,x,0,0,0,0,0,1.2
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,4.7,1,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.3202439024390244,5,5,4.6,0.0001324390243902439,5,4.8,4.9,4.8
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,2.4,0.04498358147097268,0.1,1.25,0.3,0.10252032520325204,0.5,0.4,0.8,0.1,0.028548770816812053,0.1,0.1,2.2,1,5,3.6,x,x,x,x,3.6,2.2
Floods in Somalia,Flood,SOM004,Somalia,SOM,4,0.4065530653234291,2,3,2.4,0.43089430894308944,2.1,2.25,2.6,2,0.10113207547169811,0.5,1.25,3.5,0.5317164179104478,5,4.3,1.8,3.171641791044776e-05,1.6,1.7,3.3,2.4
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,4.7,0.9994893912892326,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.3297389816003423,5,5,4.5,0.00012785622593068036,5,4.8,4.9,4.8
Complex crisis in Sudan,Complex crisis,SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,4.9,0.6186046511627907,3.1,4,5,0.12030075187969924,4,4.5,4,2.545112781954887e-05,1.3,2.7,3.8,3.9
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,2,0.006313131313131313,0,1,0.4,0.030837209302325582,0.1,0.25,0.6,2.7,1,5,3.85,4.3,0.8295625942684767,5,4.7,x,x,x,x,4.7,4.3
Floods in Sudan ,Flood,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,2.4,0.020348837209302327,0.1,1.25,3.8,0.5485714285714286,5,4.4,3.1,0.00017714285714285713,5,4.1,4.3,3.1
Syrian conflict,Complex crisis,SYR001,Syria,SYR,3.8,1,5,4.4,4.1,1,5,4.55,4.5,4.6,1,5,4.8,5,0.718804920913884,5,5,4.9,0.00016912712360867018,5,5,5,4.9
Syrian Regional Crisis,Regional crisis,REG004,"Syria, Turkey, Iraq, Egypt, Jordan, Lebanon","SYR, TUR, IRQ, EGY, JOR, LBN",4.5,0.2003973344506938,0.9,2.7,5,0.3763265627460243,1.9,3.45,3.1,4.9,0.30007740423840507,1.5,3.2,5,0.42746095928611266,5,5,5,0.00010586307863915226,5,5,5,4.3
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,3.8,0.21110860239331677,1,2.4,3.5,0.19627618308766487,0.9,2.2,2.3,1.6,0.024242424242424242,0.1,0.8500000000000001,3.5,1,5,4.3,0,0,0,0,2.8,1.9
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.8,0.05365809407175579,0.2,1,1.2,3.4,1,5,4.2,2.8,0.025922795153564385,0.9,1.9,2.4,1.3806706114398423e-05,0.7,1.6,1.8,3.2
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05228224550581334,0.2,1,1.1,3.4,1,5,4.2,x,x,x,x,2.4,1.417004048582996e-05,0.7,1.6,1.6,3.2
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,0,1.7616316623930788e-05,0,0,0,0.001390967780952813,0,0,0,0.8,1,5,2.9,2.8,1,5,3.9,x,x,x,x,3.9,3.4
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,0.9965635738831615,5,2.75,2.9,0.5,0.041379310344827586,0.2,0.35,2.5,1,5,3.8,0,0,0,0,2.3,1.4
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,3.7,1,5,4.35,3.6,1,5,4.3,4.3,x,x,x,x,x,x,x,x,3,x,x,3,3,3
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,4.3,0.49234437327027275,2.4,3.3499999999999996,5,0.6425865995445283,3.2,4.1,3.8,3.5,0.07380947939788476,0.3,1.9,5,1,5,5,3.8,0.00012458933535506697,5,4.4,4.7,3.7
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.4333932638139758,2.1,3.55,2.9,3.4,0.10030975164555561,0.5,1.95,5,1,5,5,x,x,x,x,5,3.9
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4509888529306005,2.2,3.6,3.1,3.5,0.10516664008929995,0.5,2,5,1,5,5,2.7,2.047005307050796e-05,1,1.9,3.9,3.1
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.1555076111710416,0.7,2.2,2.4,x,x,x,x,x,x,x,x,3.7,x,x,3.7,3.7,3.7
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey, Greece","TUR, GRC",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,2,2,2
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,3.3,0.49856872132455615,2.4,2.8499999999999996,3.9,0.35979519809116667,1.8,2.85,2.9,3.6,0.3256424426637193,1.6,2.6,4.5,0.32435299109036914,5,4.8,2.9,2.333474756045821e-05,1.2,2.1,3.8,3.3
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,3,0.3324456413325354,1.6,2.3,2.9,0.18491822836407018,0.9,1.9,2.1,2.8,0.1920698924731183,0.9,1.8499999999999999,4.5,1,5,4.8,x,x,x,x,4.8,3.7
Floods and Landslides in Uganda,Flood,UGA006,Uganda,UGA,2.6,0.17936864153201676,0.8,1.7000000000000002,2.9,0.18797534423621812,0.9,1.9,1.8,3.4,0.45365595663096653,2.2,2.8,2.9,0.02914602156805596,1,2,1.6,4.080443019527835e-06,0.2,0.9,1.5,2.2
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,2.9,0.09184691605240898,0.4,1.65,2.7,0.14995008794029566,0.7,1.7000000000000002,1.7,3.7,0.8559201141226819,4.3,4,4.5,0.26666666666666666,5,4.8,1.6,2.4074074074074075e-06,0.1,0.9,3.5,3.8
Cyclone Harold in Vanuatu,Tropical cyclone,VUT002,Vanuatu,VUT,1.7,0.866447908121411,4.3,3,0,0.8492647058823529,4.2,2.1,2.6,1.2,0.6796536796536796,3.4,2.3,1.8,0.11464968152866242,3.8,2.8,0.9,2.5477707006369428e-05,1.3,1.1,2,2.2
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.9,1,5,4.95,5,0.20062123150009137,5,5,5,0.0003015896217796455,5,5,5,5
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela, Brazil, Colombia, Ecuador, Peru, Trinidad and Tobago","VEN, BRA, COL, ECU, PER, TTO",5,0.12274879283154846,0.5,2.75,5,0.23339731056461402,1.1,3.05,2.9,5,0.439400537978737,2.2,3.6,5,0.1486124067164179,5,5,x,x,x,x,5,4.4
Floods in central Vietnam,Flood,VNM002,Vietnam,VNM,3.1,0.2304866643016093,1.1,2.1,3,0.07980597819327558,0.4,1.7,1.9,2.8,0.19480519480519481,0.9,1.8499999999999999,3.7,0.25,5,4.4,3.3,0.00014266666666666667,5,4.2,4.3,3.3
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,4.5,1,5,4.75,4.9,1,5,4.95,4.9,5,1,5,5,5,0.11967213114754098,4,4.5,5,0.0004001639344262295,5,5,4.8,4.9
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,0.2,0.002348618292706025,0,0.1,2,0.1335409836065574,0.6,1.3,0.7,1.9,0.10360913331696538,0.5,1.2,3.8,1,5,4.4,1.8,4.028436018957346e-05,2,1.9,3.4,2.5
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.7,0.8432854894469928,4.2,4.45,3.3,0.5749984836537878,2.9,3.0999999999999996,3.9,3.3,0.329957805907173,1.6,2.45,0,0,0,0,x,x,x,x,0,1.4
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,4.3,0.9999922450562233,5,4.65,4,1,5,4.5,4.6,3.9,0.45416207097904365,2.2,3.05,1.9,0.003,0.1,1,1.6,2e-06,0.1,0.9,1,2.2
Malaria Outbreak in Zimbabwe,Epidemic,ZWE003,Zimbabwe,ZWE,3.5,0.32378182758175006,1.5,2.5,2.3,0.3101926944786868,1.5,1.9,2.2,1.8,0.0746705710102489,0.3,1.05,x,x,x,x,3.7,0.0010112044817927172,5,4.4,4.4,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
