,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,3.4,0.11953511863587953,0.5,1.95,3.7,0.056711409395973154,0.2,1.9500000000000002,2,0.9,0.008678500986193294,0,0.45,2.9,1,5,4,x,x,x,x,4,2.6
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,3.5,1,5,4.25,2.6,1,5,3.8,4,1.5,0.04031607805192711,0.2,0.85,3.4,1,5,4.2,1.5,4.8e-05,2.4,2,3.3,2.3
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.21900155654688627,1.1,3.05,5,0.07054115853658537,2.4,3.7,4.3,1.9702743902439024e-05,1,2.7,3.2,3.1
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.1,0.01819866212082643,0,1.05,1,x,x,x,x,x,x,x,x,0.7,x,x,0.7,0.7,0.7
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.7,0.8689173412204234,4.3,4.5,5,0.13771058243230272,0.6,2.8,3.8,5,1,5,5,1,0.00015151515151515152,0,0.5,4.6,5.26969696969697e-05,2.6,3.6,2.3,4
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.03278688524590164,0.1,0.05,2.6,0.6,0.49324324324324326,2.4,1.5,3.1,2.0273972602739727,5,4.1,3,0.0017534246575342466,5,4,4.1,3.1
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.4,0.42939794419970634,2.1,3.25,4.5,0.1039600574516107,3.5,4,2.8,6.087134942890363e-06,0.3,1.6,3,3.1
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,4.1,1.006137438374082,5,4.55,5,1,5,5,4.8,3.8,0.05900965762659011,0.2,2,2.9,0.017252098228162885,0.6,1.8,3.3,3.248368044762201e-05,1.6,2.5,2.2,2.1
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,0.9,0.004037787597135457,0,0.45,2.9,1,5,4,3.3,0.001971698113207547,5,4.2,4.1,2.7
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,4,0.7982023677767717,4,4,5,0.8801188630964937,4.4,4.7,4.4,3.8,0.0659427690127342,0.3,2.05,1,0.0007901390644753476,0,0.5,0,0,0,0,0.3,1.3
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,3,0.14061520116592324,0.6,1.8,1.5,0.3924398625429553,1.9,1.7,1.8,1.5,0.09281961471103327,0.4,0.95,2.1,0.1169811320754717,3.9,3,2.3,0.0001509433962264151,5,3.7,3.4,2.4
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,0.4,0.032320927800750986,0.1,0.25,1.8,2.5,0.7352941176470589,3.7,3.1,4.3,1,5,4.7,0,0,0,0,3.1,3.1
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.9,1,5,4.95,2.2,0.0012998929499923536,0,1.1,1.5,4.205536014681144e-07,0,0.8,1,3.6
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,0.20555043758636574,1,1.7,2.5,3.7,1,5,4.35,5,1.2554621848739496,5,5,3.2,3.4173669467787114e-05,1.7,2.5,4.1,4.2
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438095043203781,0.4,2.35,4.4,1,5,4.7,3.8,4.2,0.5153217568947907,2.6,3.4000000000000004,5,0.5483376880800072,5,5,4.6,0.00015568970177493467,5,4.8,4.9,4.3
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.3,0.0116215202221055,0,2.15,2.1,4.6,0.8776342975206611,4.4,4.5,3.6,0.018892354776057912,0.6,2.1,2.6,3.707845329880525e-06,0.2,1.4,1.8,3.5
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.6,0.22814096469033537,1.1,2.8499999999999996,5,0.3457699236756052,1.7,3.35,3.1,5,0.35713693805676405,1.8,3.4,5,0.716978943094147,5,5,4.9,7.407622251870758e-05,3.7,4.3,4.7,4.1
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",3.6,0.1600202553058885,0.7,2.15,4,0.1691075634650615,0.8,2.4,2.3,2.3,0.049151912838925345,0.2,1.25,3.8,0.5957178841309824,5,4.4,3.3,0.0002695214105793451,5,4.2,4.3,3.1
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5724551951270204,2.8,3.9,4.4,2.7,0.018641866700180136,0,1.35,4.5,1,5,4.8,4.7,0.0013685393258426966,5,4.9,4.9,3.7
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7299991597088009,3.6,4.3,4.5,1.9,0.004625269458571398,0,0.95,3.8,1,5,4.4,2.9,0.00022624434389140272,5,4,4.2,3
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.6,0.047887647622087456,0.1,1.35,2.3,0.0218618639745326,0.1,1.2,1.3,3.7,1,5,4.35,4.4,0.2612630732099759,5,4.7,2.5,1.1061946902654867e-05,0.6,1.6,3.6,4
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.771425804876269,3.8,4.4,5,0.5582439791163757,2.8,3.9,4.2,5,0.7604362206132118,3.8,4.4,3.8,0.006803220876924886,0.2,2,4.9,3.755730574820736e-05,1.9,3.4,2.8,3.7
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.4,0.2575832560985486,1.2,1.7999999999999998,0.6,0.11246757210437967,0.5,0.55,1.2,1.8,0.26594301221166894,1.3,1.55,2.8,0.24489795918367346,5,3.9,1.4,2.5510204081632654e-05,1.3,1.4,2.9,2.3
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8901833843240093,4.4,4.7,5,0.5347706435814791,2.7,3.85,4.3,5,0.5668382029001809,2.8,3.9,4.8,0.03705847334303479,1.2,3,5,0.0007110728932398465,5,5,4.2,4.1
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",3.7,0.1629954052409626,0.7,2.2,4.8,0.251999664000448,1.2,3,2.6,4.6,0.662962962962963,3.3,3.9499999999999997,5,0.19553072625698323,5,5,5,0.0032211173184357542,5,5,5,4.6
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.4,0.2604459622338288,1.3,1.85,2,1.1,0.026417277284998073,0.1,0.6000000000000001,3.1,1,5,4.1,0,0,0,0,2.6,1.7
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.3,0.16922421142369992,0.8,1.05,2.2,1,0.05583543240973971,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,5,1,5,5,5,0.10090361445783133,3.4,4.2,5,7.06425702811245e-05,3.5,4.3,4.3,4.7
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.9,0.2965863453815261,1.4,2.65,2.2,4.4,1,5,4.7,4.6,0.11597833446174678,3.9,4.3,1.6,9.47867298578199e-07,0,0.8,3,4
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.2,0.3568875502008032,1.8,3,3.2,4.6,1,5,4.8,4.1,0.04214257581725089,1.4,2.8,4.8,0.0001367242446407472,5,4.9,4.1,4.5
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.2,1,5,4.6,4.5,3.8,0.31466771089729245,1.5,2.65,0.9,0.0007111111111111111,0,0.5,1.7,2.666666666666667e-06,0.1,0.9,0.7,1.8
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.2,1,5,3.6,2.7,1,5,3.85,3.7,2.6,0.176984126984127,0.8,1.7000000000000002,2.7,0.06547085201793722,2.2,2.5,2.8,7.982062780269059e-05,4,3.4,3,2.4
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,4.7,1,5,4.85,4.1,1,5,4.55,4.7,4.5,1,5,4.75,5,0.3697041420118343,5,5,5,0.0027811242603550295,5,5,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.15940828402366863,0.8,1.1,1.6,0.1,0.013363028953229399,0,0.05,2.2,1,5,3.6,1,0.0001388888888888889,5,3,3.3,2
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,4.7,1,5,4.85,3.7,1,5,4.35,4.6,4.3,1,5,4.65,5,0.5520075135008218,5,5,4.2,7.356969554668545e-05,3.7,4,4.6,4.6
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,0.7,0.2883985519737976,1.4,1.0499999999999998,1.4,0.9,0.06156604901374776,0.3,0.6,2.9,1,5,4,0,0,0,0,2.5,1.6
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9710504549214226,4.9,2.5500000000000003,3.1,2.2,0.5936967632027257,2.9,2.55,0,0,0,0,0,0,0,0,0,1.4
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.5,1,5,4.75,4.6,4.7,1,5,4.85,5,0.6969683257918552,5,5,4.6,7.511312217194571e-05,3.8,4.2,4.6,4.7
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,2.9,0.311958830256494,1.5,2.2,3.8,0.6143891402714932,3.1,3.45,2.9,4.1,0.648107232287524,3.2,3.65,3.5,0.03443181818181818,1.1,2.3,5,0.0008248863636363637,5,5,4,3.8
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,5,1.0196950444726811,5,5,4.2,1,5,4.6,4.8,3.9,0.37739149447906417,1.9,2.9,4.4,0.18670336037079954,5,4.7,3.3,2.969293163383546e-05,1.5,2.4,3.8,3.4
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,2.2,0.01772554002541296,0,1.1,0,0.04963375970263474,0.2,0.1,0.6,2.3,0.8491189427312775,4.2,3.25,3.7,0.5214007782101168,5,4.4,1.6,1.8158236057068743e-05,0.9,1.3,3.2,3.2
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,3.6,0.11814247141041931,0.5,2.05,1.8,0.18853175904668198,0.9,1.35,1.7,2.7,0.36561322122354306,1.8,2.25,3,0.10467882632831087,3.5,3.3,2.7,6.185567010309279e-05,3.1,2.9,3.1,2.7
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,4.3,0.29709021601016516,1.4,2.8499999999999996,1.3,0.13714879195364602,0.6,0.95,2,2.8,0.5715424471901156,2.8,2.8,4,0.41352859135285913,5,4.5,1,3.486750348675035e-06,0.2,0.6,3.1,3
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.9,0.00025274725274725276,5,3.5,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.9,x,x,1.9,1.9,1.9
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.005353955978584176,0,0,0.5,0.8,0.26608187134502925,1.3,1.05,2.8,1,5,3.9,0,0,0,0,2.4,1.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.6,1,5,2.8,3,1.4,0.13847158719790986,0.6,1,2.2,0.1650943396226415,5,3.6,3.7,0.0017264150943396227,5,4.4,4,2.8
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.7,1,5,4.35,4.4,0,0.0008833922261484099,0,0,1.5,1,5,3.3,4.6,0.157,5,4.8,4.2,2.7
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,4.2,0.43271182256408924,2.1,3.1500000000000004,5,0.6120433192620204,3,4,3.6,4.5,0.3199615754082613,1.6,3.05,5,0.5031223730034826,5,5,2.8,5.524198390776991e-06,0.3,1.6,3.8,3.5
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,3.8,0.26388004625599315,1.2,2.5,5,0.4972778476770575,2.5,3.75,3.2,3.9,0.16393946559470324,0.8,2.35,5,0.5594980527909996,5,5,x,x,x,x,5,4
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,3.6,0.18245000844561673,0.8,2.2,4,0.18503580541608364,0.9,2.45,2.3,2.2,0.03946365022877479,0.1,1.1500000000000001,3.5,0.4830917874396135,5,4.3,2.9,0.00016908212560386474,5,4,4.2,3
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,3.2,0.10584046879669451,0.4,1.8,2.6,0.06858883153228366,0.3,1.45,1.6,x,x,x,x,4.4,x,x,4.4,0.7,x,x,0.7,3,3
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,3.3,0.12745345165858918,0.5,1.9,3.8,0.15782604094399305,0.7,2.25,2.1,4.1,0.6779913574728058,3.4,3.75,5,0.32967032967032966,5,5,5,0.005580549450549451,5,5,5,4.5
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.4,0.49834612779408444,2.4,3.4000000000000004,4.7,0.3815797264491681,1.9,3.3,3.4,4.7,0.7667002870664908,3.8,4.25,3.4,0.012902246508803885,0.4,1.9,1.3,4.047763610605141e-07,0,0.7,1.3,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,3.8,0.2112248814630842,1,2.4,3.9,0.22226005092071763,1.1,2.5,2.5,4.5,1,5,4.75,3.4,0.016983016983016984,0.6,2,0.9,2.664002664002664e-07,0,0.5,1.3,3.5
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.3,0.4032050124181531,2,3.15,3.4,0.15931967552845047,0.8,2.1,2.7,3.6,0.4412338567313946,2.2,2.9000000000000004,x,x,x,x,0.9,8.422825858075385e-07,0,0.5,0.5,1.9
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,2.9,0.15264091040283675,0.7,1.7999999999999998,1.7,2.8,0.2109670448406267,1,1.9,4.6,1,5,4.8,x,x,x,x,4.8,3.7
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,4.6,1.041878851697768,5,4.8,5,1,5,5,4.9,4.6,0.4840374161860876,2.4,3.5,5,0.8985292440998746,5,5,5,0.0005294151180025082,5,5,5,4.4
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.5,0.5897109744894353,2.9,3.7,1.6,0.0007789095266626723,0,0.8,4.1,4.122228879568604e-05,2.1,3.1,2.1,3
Cyclone Judy and cyclone Kevin in Vanuatu,Cyclone,VUT003,Vanuatu,VUT,1.8,1,5,3.4,0,1,5,2.5,3,1.5,0.7492537313432835,3.7,2.6,1,0.0199203187250996,0.7,0.9,x,x,x,x,0.9,1.8
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.5,1,5,4.75,5,0.9763480428524794,4.9,4.95,4.9,4.9,0.8480243161094225,4.2,4.550000000000001,5,0.17279569892473118,5,5,4.7,6.469534050179212e-05,3.2,4,4.6,4.6
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.5,0.1693622577677538,0.8,1.65,1.6,1.6,0.04923777816716313,0.2,0.9,3.6,1.1423487544483986,5,4.3,2.7,0.00026690391459074735,5,3.9,4.1,2.9
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.6546001552795031,3.3,3.55,4.3,4.1,0.6340252038547072,3.2,3.65,0,0,0,0,1.6,1.636852566350988e-06,0.1,0.9,0.5,2.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4.1,1,5,4.55,4.6,4.5,1,5,4.75,2,0.0014979029358897543,0,1,2.4,3.0557219892150988e-06,0.2,1.3,1.2,3.5
