,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,0.643,2.356,2.035,0.321,0,4,0.12007469654528478,0.4399626517273576,0.38001867413632123,0.05994397759103642,0,4,4
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",6.035,4.223,4.636,4.201,0.122,4.9,0.31404485611697974,0.21975334339387,0.24124473122755893,0.21860852370297132,0.006348545558619972,4,4.45
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",54.056,15.092,22.493,0,0,5,0.5898669809364804,0.1646861121113912,0.24544690695212842,0,0,3,4
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",x,x,x,x,x,x,x,x,x,x,x,x,x
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",56.966,23.263,15.664,6.325,0.127,5,0.5566129914797154,0.22730204017822248,0.1530524505588994,0.06180137575236457,0.0012409129992964902,4,4.5
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",25.277,10.303,1.713,0.744,0,4,0.6645371611851618,0.27086783920919105,0.04503509740515813,0.019559902200488997,0,3,3.5
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",x,x,x,x,x,x,x,x,x,x,x,x,x
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",x,x,x,x,x,x,x,x,x,x,x,x,x
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",2.3,0,1.468,1.553,0,4.1,0.4322495771471528,0,0.27588799097913924,0.291862431873708,0,4,4.05
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",31.424,16.486,12.407,1.501,0,5,0.5083309068556084,0.26668607848846615,0.20070206088841439,0.02428095376751108,0,3,4
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",1.593,2.833,0.027,0,0,0.7,0.3578167115902965,0.6363432165318957,0.006064690026954178,0,0,2,1.35
Eastern Africa Regional Drought Crisis,Regional crisis,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",57.258,30.048,6.591,1.184,0,4.8,0.6022023327478676,0.31602528370547217,0.06931984308116237,0.012452540465497838,0,3,3.9
Displacement from Ukraine conflict in Romania,International displacement,ROU002,Romania,ROU,5.049,0.085,0,0,0,0,0.9832521908471276,0.016553067185978577,0,0,0,1,0.5
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,2.242,0,0.127,0,0,1.8,0.9463908822287885,0,0.05360911777121148,0,0,3,2.4
Complex crisis in Sudan,Multiple crises country,SDN001,Sudan,SDN,17.9,15.8,6.2,6.2,1.9,5,0.3729166666666667,0.32916666666666666,0.12916666666666668,0.12916666666666668,0.03958333333333333,4,4.5
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,0,11.868,1.139,0,0,3.4,0,0.9124317675098024,0.08756823249019759,0,0,3,3.2
Violence in Darfur and Kordofan regions,Other type of violence,SDN008,Sudan,SDN,3.379,5.725,2.98,4.16,0.9,4.8,0.1970951936537564,0.3339360709286048,0.17382174521698554,0.24265048996733551,0.052496500233317776,5,4.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,14.106,3.084,0.548,0.001,0,2.9,0.7951970235075257,0.17385421951631996,0.030892384012627543,5.63729635266926e-05,0,2,2.45
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,3.5,1.5,1.7,0,0,3.7,0.5223880597014925,0.22388059701492538,0.2537313432835821,0,0,3,3.35
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,0.019,8,5.915,1.74,0.081,4.8,0.0012059663598857505,0.5077753094255791,0.37543636940653763,0.11044112980006347,0.0051412250079339895,4,4.4
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,1.296,0,0,0.025,0,0.7,0.9803328290468987,0,0,0.018910741301059002,0,1,0.85
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,0,3.5,6.497,1.424,0.979,4.9,0,0.28225806451612906,0.5239516129032258,0.11483870967741935,0.0789516129032258,5,4.95
Displacement from Ukraine conflict in Slovakia,International displacement,SVK002,Slovakia,SVK,1.544,0.265,0,0,0,0,0.840958605664488,0.1443355119825708,0,0,0,2,1
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,0.46,0.376,0.286,0.05,0,2.5,0.3924914675767918,0.32081911262798635,0.2440273037542662,0.042662116040955635,0,3,2.75
Syrian conflict,Complex crisis,SYR001,Syria,SYR,0,7.14,9.6,4.9,0.06,5,0,0.32903225806451614,0.4423963133640553,0.22580645161290322,0.0027649769585253456,4,4.5
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,9.175,1.207,4.736,1.472,0.192,4.7,0.5462284931833066,0.07185806989343335,0.2819551110317319,0.08763469667202477,0.011430612609394535,4,4.35
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,0,0.318,0.098,0.147,0.122,2.6,0,0.46355685131195334,0.14285714285714285,0.21428571428571427,0.17784256559766765,5,3.8
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,3.452,0,0.743,0.261,0,3.3,0.774685816876122,0,0.16674147217235188,0.05857271095152603,0,4,3.65
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,1.454,0,0.694,0.429,0,3.4,0.5642219635234769,0,0.2693053938688397,0.16647264260768335,0,4,3.7
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7346938775510204,0,0.2653061224489796,0,0,3,2.3
