,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
PAK004,895,895,977,641,46,704,977,977,977,977,977,142,142,142,142,142,142,142,142,142,739.5
PER002,633,633,276,276,390,276,275,275,275,275,989,152,152,152,152,152,152,152,152,152,345.9
PHL003,702,97,33,33,97,33,242,33,242,242,702,152,152,152,152,152,152,152,152,152,180.9
PRK001,222,222,222,136,11,580,580,580,580,580,1007,154,154,154,154,154,154,154,154,154,443
PSE002,246,246,246,46,46,123,123,123,123,123,997,151,151,151,151,151,151,151,151,151,210.1
REG001,521,219,219,219,219,219,219,219,219,219,914,142,142,142,142,142,142,142,142,142,280.8
REG002,633,276,276,276,702,276,276,276,276,276,915,138,138,138,138,138,138,138,138,138,368.7
REG003,713,713,390,713,222,713,920,920,920,920,920,142,142,142,142,142,142,142,142,142,678
REG004,245,46,46,46,335,46,46,46,46,46,894,142,142,142,142,142,142,142,142,142,169.3
REG006,46,46,46,46,46,46,46,46,46,46,897,142,142,142,142,142,142,142,142,142,140.7
REG007,919,919,919,919,214,919,919,919,919,919,919,143,143,143,143,143,143,143,143,143,770.9
REG008,919,919,919,919,214,919,919,919,919,919,919,143,143,143,143,143,143,143,143,143,770.9
REG011,230,230,230,230,222,230,230,230,230,230,230,143,143,143,143,143,143,143,143,143,220.5
REG012,49,49,49,49,49,49,49,49,49,49,49,140,140,140,140,140,140,140,140,140,58.1
REG013,340,277,277,277,361,361,361,361,361,361,361,144,144,144,144,144,144,144,144,144,322.5
RWA002,989,275,275,275,366,275,275,275,275,275,989,142,142,142,142,142,142,142,142,142,342.2
SDN001,125,125,125,48,48,125,125,125,125,125,125,147,147,147,147,147,147,147,147,147,111.8
SDN005,125,125,125,48,48,48,48,48,48,48,48,147,147,147,147,147,147,147,147,147,65.6
SDN006,48,48,48,48,48,48,48,48,48,48,48,147,147,147,147,147,147,147,147,147,57.9
SDN007,125,125,125,48,48,48,48,48,48,48,125,147,147,147,147,147,147,147,147,147,73.3
SDN008,184,97,48,48,48,97,97,97,97,97,184,147,147,147,147,147,147,147,147,147,96
SEN002,391,275,275,689,1011,275,275,275,275,275,1011,144,144,144,144,144,144,144,144,144,450.5
SLV001,389,390,390,390,276,276,276,276,276,390,991,150,150,150,150,151,151,150,150,150,369.1
SOM001,741,221,221,221,221,221,221,221,221,221,1004,151,151,151,151,151,151,151,151,151,292.3
SOM002,160,160,160,160,160,160,160,160,160,160,160,150,150,150,150,150,150,150,150,150,159
SSD001,856,824,824,251,336,251,251,251,251,251,856,150,150,150,150,150,150,150,150,150,367.2
SWZ001,112,112,112,626,49,112,112,112,112,112,112,144,144,144,144,144,144,144,144,144,160.3
SYR001,246,246,246,123,46,123,123,123,123,123,1005,151,151,151,151,151,151,151,151,151,218.6
TCD001,313,219,313,219,219,313,313,313,313,313,313,143,143,143,143,143,143,143,143,143,277.2
TCD003,989,219,219,219,219,381,381,381,381,381,989,143,143,143,143,143,143,143,143,143,369.4
TCD004,586,586,586,219,989,586,586,586,586,586,989,143,143,143,143,143,143,143,143,143,585.6
TCD005,586,586,586,219,219,586,586,586,586,586,989,142,142,142,142,142,142,142,142,142,508.5
TCD006,989,586,586,989,219,459,459,459,459,459,731,142,142,142,142,142,142,142,142,142,496.2
THA001,824,11,11,11,250,276,11,11,276,276,991,153,153,153,153,153,153,153,153,153,226.6
THA002,824,824,4,824,250,580,580,580,580,580,991,153,153,153,153,153,153,153,153,153,512.2
THA003,709,11,11,11,276,276,276,11,276,276,991,153,153,153,153,153,153,153,153,153,255.7
TTO002,976,702,947,947,336,390,633,633,633,633,702,146,146,146,146,147,146,146,146,146,600
TUN002,397,508,508,508,87,989,989,989,989,989,989,147,147,147,147,147,147,147,147,147,718.4
TUR001,989,989,46,46,46,46,46,46,46,46,989,144,144,144,144,144,144,144,144,144,150.1
TUR002,989,949,46,46,989,46,46,46,46,46,989,144,144,144,144,144,144,144,144,144,244.4
TUR003,989,989,46,46,46,46,46,46,46,46,989,144,144,144,144,144,144,144,144,144,150.1
TUR004,989,989,989,989,46,989,989,989,989,989,989,144,144,144,144,144,144,144,144,144,810.2
TZA002,112,112,112,112,49,112,112,112,112,112,112,153,153,153,153,153,153,153,153,153,109.8
UGA005,702,44,44,44,513,44,44,44,44,44,461,142,142,142,142,142,142,142,142,142,142.4
UKR002,989,580,580,230,214,230,230,230,230,230,580,154,154,154,154,154,154,154,154,154,290.8
VEN001,389,276,276,276,633,276,276,276,360,360,856,144,144,144,144,145,145,144,144,144,373.3
YEM001,32,32,32,32,32,32,32,32,32,32,1007,137,137,137,137,137,137,137,137,137,140
YEM002,32,32,32,32,32,33,33,33,33,33,977,137,137,137,137,137,137,137,137,137,137.5
ZMB002,49,49,49,793,49,49,49,49,49,49,49,145,145,145,145,145,145,145,145,145,133
ZWE001,116,116,116,116,49,116,116,116,116,116,116,154,154,154,154,154,154,154,154,154,113.1
