,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
AFG001,1005,277,277,46,46,46,46,46,46,46,277,140,140,140,140,140,140,140,140,140,101.6
ARM002,340,188,188,188,87,188,188,188,277,277,277,152,152,152,152,152,152,152,152,152,201
AZE002,361,318,318,231,340,361,361,361,361,361,361,151,151,151,151,151,151,151,151,151,320.6
BDI001,390,221,221,221,221,221,221,221,221,221,977,144,144,144,144,144,144,144,144,144,288.9
BFA002,123,123,123,123,123,123,123,123,123,123,989,145,145,145,145,145,145,145,145,145,211.8
BGD002,277,166,166,166,42,34,34,41,34,34,580,143,145,145,145,145,145,145,145,143,127.4
BRA002,702,275,275,275,390,275,275,275,275,275,989,142,142,142,142,142,142,142,142,142,344.6
CAF001,992,313,313,33,33,369,369,369,369,369,580,145,145,145,145,145,145,145,145,145,294.9
CMR001,154,154,154,154,153,153,153,153,153,153,991,149,149,149,146,149,149,146,146,146,236.6
CMR002,803,5,5,26,26,26,26,26,26,26,916,149,149,149,149,149,149,149,149,149,125.2
CMR003,991,248,248,219,219,248,248,248,248,248,803,150,150,150,150,150,150,150,150,150,287.9
CMR004,991,275,275,219,275,275,275,275,275,275,991,150,150,150,150,150,150,150,150,150,328.5
COD001,391,219,296,104,104,296,296,296,296,296,991,146,146,146,146,146,146,146,146,146,312.1
COG001,297,297,297,297,297,297,297,297,297,297,297,144,144,144,144,144,144,144,144,144,281.7
COL001,389,44,44,6,12,44,44,44,44,44,990,145,145,145,145,145,145,145,145,145,141.7
COL002,276,44,44,44,633,44,44,44,44,44,990,138,138,138,138,138,138,138,138,138,206.9
CRI002,633,390,276,276,488,276,276,276,390,390,934,149,149,149,149,149,149,149,149,149,373.1
DJI001,49,49,49,49,49,49,49,49,49,49,49,140,140,140,140,140,140,140,140,140,58.1
DJI002,49,49,49,49,49,49,49,49,49,49,116,140,140,140,140,140,140,140,140,140,64.8
DJI003,49,49,49,49,49,49,49,49,49,49,49,140,140,140,140,140,140,140,140,140,58.1
DZA002,702,633,508,508,89,702,702,702,702,702,508,143,143,143,143,143,143,143,143,143,526.6
DZA003,633,989,702,702,89,702,702,702,702,702,989,143,143,143,143,143,143,143,143,143,613.5
DZA004,495,495,495,495,341,495,495,495,495,495,495,143,143,143,143,143,143,143,143,143,444.4
ECU002,633,275,275,275,488,275,275,275,275,275,990,152,152,152,152,152,152,152,152,152,355.5
EGY002,550,215,89,125,89,89,89,125,125,125,993,153,153,153,153,153,153,153,153,153,200.2
ERI001,389,710,275,275,275,336,336,336,336,336,991,150,150,150,150,150,150,150,150,150,364.6
ESP002,276,276,124,124,124,124,124,124,124,124,990,154,154,154,154,154,154,154,154,154,213.6
ETH001,137,137,137,45,45,137,137,137,137,137,137,140,140,140,140,140,140,140,140,140,118.9
ETH002,137,45,45,45,45,45,45,45,45,45,137,140,140,140,140,140,140,140,140,140,63.7
ETH003,137,137,137,45,45,45,45,45,45,45,137,140,140,140,140,140,140,140,140,140,72.9
ETH004,137,137,45,45,45,45,45,45,45,45,137,140,140,140,140,140,140,140,140,140,63.7
GRC002,915,46,46,46,46,46,46,46,46,46,999,145,145,145,145,145,145,145,145,145,151.2
GTM001,389,390,390,390,276,276,276,276,276,390,856,150,150,149,149,150,150,149,149,149,355.6
HND001,389,390,390,390,276,317,317,317,317,390,991,147,147,147,147,149,149,147,147,147,385.2
HTI001,1007,74,74,74,74,61,61,61,61,61,74,143,143,143,143,143,143,143,143,143,74.4
HTI002,74,74,61,74,72,72,72,72,72,72,74,74,74,74,74,74,74,74,74,74,71.5
IDN002,641,641,641,94,137,641,641,641,641,641,824,158,158,158,158,158,158,158,158,158,505.9
IND002,277,277,277,277,137,277,277,277,277,277,704,160,160,160,160,165,165,160,160,160,294
IRN004,230,230,46,46,580,46,46,46,46,46,230,143,143,143,143,143,143,143,143,143,127.5
IRQ001,276,276,276,46,46,46,46,46,46,46,550,147,147,147,147,147,147,147,147,147,129.5
IRQ002,276,246,217,46,46,217,217,217,217,217,633,147,147,147,147,147,147,147,147,147,217.4
IRQ003,276,46,46,46,339,46,46,46,46,46,989,147,147,147,147,147,147,147,147,147,179.7
ITA002,989,124,124,124,124,124,124,124,124,124,989,152,152,152,152,152,152,152,152,152,213.3
JOR002,124,124,46,46,335,124,124,124,124,124,485,146,146,146,146,146,146,146,146,146,167.8
KEN001,44,44,44,44,44,44,44,44,44,44,44,41,41,41,40,41,41,41,41,41,43.7
KEN002,44,44,44,44,44,44,44,44,44,44,44,144,144,144,40,144,144,144,144,40,54
KEN003,44,44,44,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,41,43.7
LBN002,81,81,81,46,368,81,81,81,81,81,513,145,145,145,145,145,145,145,145,145,155.8
LBN004,81,81,46,246,46,81,81,81,81,81,550,145,145,145,145,145,145,145,145,145,143.8
LBY001,550,215,550,88,88,214,214,214,214,214,550,147,147,147,147,147,147,147,147,147,249.3
LBY002,398,215,88,88,88,88,88,88,88,88,550,151,151,151,151,151,151,151,151,151,140.5
LSO002,49,49,49,387,49,49,49,49,49,49,49,144,144,144,144,144,144,144,144,144,92.3
MAR002,397,508,508,508,87,702,702,702,702,702,989,146,146,146,146,146,146,146,146,146,574.8
MDG002,49,49,49,49,49,49,49,49,49,49,49,158,158,158,158,158,158,158,158,158,59.9
MEX001,33,33,33,33,33,33,33,33,33,33,33,139,142,142,139,142,142,142,142,142,43.6
MEX002,33,33,33,33,276,33,33,33,33,33,702,139,139,139,139,139,139,139,139,139,134.8
MEX003,33,33,33,33,33,33,33,33,33,33,33,139,139,139,139,139,139,139,139,139,43.6
MLI001,391,233,233,96,96,233,233,233,233,233,1011,146,146,146,146,146,146,146,146,146,274.7
MMR001,95,95,125,41,41,95,125,95,272,272,272,145,145,145,145,145,145,145,145,145,148.3
MMR002,272,272,272,61,222,272,272,272,272,272,272,145,145,145,145,145,145,145,145,145,233.2
MMR003,272,272,272,41,222,272,272,272,272,272,272,145,145,145,145,145,145,145,145,145,231.2
MMR004,96,96,96,41,130,96,130,96,130,130,130,130,130,130,130,130,130,130,130,130,110.9
MOZ004,247,108,108,23,23,108,108,23,23,108,108,142,142,142,142,142,142,142,142,142,77.4
MRT002,990,81,81,81,81,81,81,81,81,81,990,144,144,144,144,144,144,144,144,144,178.2
MRT003,398,81,81,431,81,81,81,81,81,262,431,144,144,144,144,144,144,144,144,144,175.4
MWI002,49,49,49,794,49,49,49,49,49,49,49,153,153,153,153,153,153,153,153,153,133.9
MYS001,219,216,11,11,219,11,219,11,216,216,216,147,147,147,147,147,147,147,147,147,127.7
NAM002,112,112,112,632,49,112,112,112,112,112,112,144,144,144,144,144,144,144,144,144,160.9
NER001,992,275,275,33,33,275,275,275,275,275,992,144,144,144,144,144,144,144,144,144,285.2
NER002,992,275,275,32,32,275,275,275,275,275,992,144,144,144,144,144,144,144,144,144,285
NER003,992,275,275,32,32,275,275,275,275,275,992,144,144,144,144,144,144,144,144,144,285
NER004,275,275,275,32,32,275,275,275,275,275,685,144,144,144,144,144,144,144,144,144,254.3
NGA001,851,82,82,82,124,82,82,82,82,82,851,143,143,143,143,143,143,143,143,143,169.2
NGA003,335,82,82,219,124,82,82,82,82,82,852,143,143,143,143,143,143,143,143,143,183
NGA004,853,219,82,82,124,82,82,82,82,82,853,143,143,143,143,143,143,143,143,143,169.4
NGA007,551,82,82,219,124,82,82,82,82,82,685,143,143,143,143,143,143,143,143,143,166.3
NGA008,124,124,124,124,124,124,124,124,124,124,641,143,143,143,143,143,143,143,143,143,177.6
NIC001,633,390,1011,390,276,731,731,731,1011,1011,1011,145,145,145,139,145,145,145,145,145,704.8
PAK001,174,46,46,46,46,46,46,46,46,46,997,142,142,142,142,142,142,142,142,142,150.7
