,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
GRC002,30,0,0,0,0,0,0,0,0,0,1911,155,155,155,155,155,155,155,155,155,206.6,,
GTM001,11,11,11,11,11,11,11,11,11,11,11,160,160,160,160,160,160,160,160,160,25.9,,
HND001,11,11,11,11,11,11,11,11,11,11,11,155,155,155,155,155,155,155,155,155,25.4,,
HTI001,11,11,11,11,11,11,11,11,11,11,11,155,155,155,155,155,155,155,155,155,25.4,,
HUN002,5,5,5,5,5,5,5,5,5,5,5,158,158,158,158,158,158,158,158,158,20.3,,
IDN002,125,125,125,125,5,125,125,125,125,125,125,155,155,155,155,155,155,155,155,155,116,,
IRN004,1142,1142,427,427,61,61,61,61,61,61,1142,155,155,155,155,155,155,155,155,155,251.7,,
IRQ001,274,0,0,0,0,0,0,0,0,0,1462,155,155,155,155,155,155,155,155,155,161.7,,
IRQ002,274,0,0,0,0,0,0,0,0,0,1545,155,155,155,155,155,155,155,155,155,170,,
IRQ003,274,0,0,0,152,0,0,0,0,0,1901,155,155,155,155,155,155,155,155,155,220.8,,
ITA002,639,1,1,1,1,1,1,1,1,1,639,169,169,169,169,169,169,169,169,169,81.6,,
JOR002,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,15.5,,
KEN001,0,0,0,0,91,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,24.6,,
KEN002,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,15.5,,
KEN003,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,15.5,,
LBN002,300,13,13,13,13,13,13,13,13,13,1425,160,160,160,160,160,160,160,160,160,168.9,,
LBN004,300,13,13,13,13,13,13,13,13,13,1462,160,160,160,160,160,160,160,160,160,172.6,,
LBY001,13,13,13,13,13,13,13,13,13,13,217,163,163,163,163,163,163,163,163,163,48.4,,
LBY002,13,13,13,13,13,13,13,13,13,13,639,163,163,163,163,163,163,163,163,163,90.6,,
LBY003,13,13,13,13,13,13,13,13,13,13,218,163,163,163,163,163,163,163,163,163,48.5,,
LKA001,61,61,61,34,5,61,61,61,61,61,34,155,155,155,155,155,155,155,155,155,59.4,,
LKA002,61,61,61,61,5,61,61,61,61,61,34,155,155,155,155,155,155,155,155,155,62.1,,
LKA003,61,61,61,34,30,61,61,61,61,61,34,155,155,155,155,155,155,155,155,155,61.9,,
LTU002,5,5,5,5,5,5,5,5,5,5,5,174,174,174,174,174,174,174,174,174,21.9,,
LVA002,5,5,5,5,5,5,5,5,5,5,5,174,174,174,174,174,174,174,174,174,21.9,,
MAR001,217,1,1,1,1,1,1,1,1,1,217,166,166,166,166,166,166,166,166,166,39.1,,
MAR002,639,1,1,1,1,1,1,1,1,1,639,166,166,166,166,166,166,166,166,166,81.3,,
MAR003,61,61,61,61,1,61,61,61,61,61,217,166,166,166,166,166,166,166,166,166,81.1,,
MDA002,5,5,5,5,5,5,5,5,5,5,5,158,158,158,158,158,158,158,158,158,20.3,,
