,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,1.939,0,0,0,1.248,3.5,0.608409162221525,0,0,0,0.39159083777847503,5,4.25
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.167,0,0,0.631,0.65,3.5,0.47671568627450983,0,0,0.2577614379084967,0.26552287581699346,5,4.25
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7368421052631579,0,0.26608187134502925,0,0,3,2.3
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.191,0.177,0.035,0,0,0.9,0.8488952245188881,0.1261582323592302,0.024946543121881683,0,0,2,1.45
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.399,0,0.011,0,0,0.1,0.9991136180499597,0,0.0008863819500402901,0,0,1,0.55
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,82.891,1.701,1.74,0.425,0,3.9,0.9554387542215613,0.01960648708461565,0.020056018534527473,0.004898740159295503,0,1,2.45
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,24.122,10.056,1.591,0.389,0,3.8,0.6671276066154102,0.27811272747386473,0.04400132750705238,0.01075833840367277,0,3,3.4
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,28.796,8.645,0.149,0.036,0,2.1,0.7653218519109126,0.22976133524690373,0.003960027640461383,0.0009567852017222134,0,2,2.05
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,6.101,18.015,1.34,0.018,0,3.6,0.23949909711863077,0.7071916463845489,0.05260265368611133,0.0007066028107089582,0,3,3.3
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,14.721,0.247,0,0,2.3,0,0.9834981293425975,0.016501870657402457,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,6.101,3.294,1.093,0.018,0,3.4,0.5807157814582143,0.31353512278697887,0.10403578907291072,0.0017133066818960593,0,3,3.2
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,5.135,1.569,2.219,0.044,0,3.9,0.5726552916248466,0.17497490799598528,0.24746291959406713,0.004906880785100926,0,3,3.45
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,4.734,1.034,1.945,0.009,0,3.8,0.6131330138583085,0.1339204766221992,0.25191037430384666,0.001165652117601347,0,3,3.4
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,0.401,0.535,0.274,0.035,0,2.5,0.3218298555377207,0.42937399678972715,0.21990369181380418,0.028089887640449437,0,3,2.75
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,0,26.722,11.137,6.463,0,5,0,0.6029060060466586,0.2512747619692252,0.14581923198411623,0,4,4.5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.2,4.6,10.5,7.5,5.4,5,0.13043478260869565,0.14285714285714285,0.32608695652173914,0.2329192546583851,0.16770186335403728,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,4.867,0,0.044,0.044,0.01,1.7,0.9802618328298086,0,0.008862034239677744,0.008862034239677744,0.002014098690835851,1,1.35
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.937,6.601,1.952,0,0,3.8,0.3659747961452928,0.4893254262416605,0.1446997776130467,0,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,6.791,2.706,6.05,0.95,0,4.7,0.4116506031399648,0.1640298236042917,0.36673334545674974,0.05758622779899376,0,4,4.35
