,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
SDN008,96,96,96,9,9,96,96,96,96,96,518,139,139,139,139,139,139,139,139,139,125.1,,
SEN002,30,30,30,30,30,30,30,30,30,30,30,141,141,141,141,141,141,141,141,141,41.1,,
SLV001,3,3,3,3,3,3,3,3,3,3,3,148,148,148,148,148,148,148,148,148,17.5,,
SOM001,1075,13,13,13,13,13,13,13,13,13,1338,143,143,143,143,143,143,143,143,143,158.5,,
SOM002,59,13,13,13,13,13,13,11,11,11,494,141,141,141,141,141,141,141,141,141,73.3,,
SSD001,1190,184,184,7,7,7,7,7,7,7,184,143,143,143,143,143,143,143,143,143,56,,
SVK002,61,3,3,3,3,3,3,3,3,3,61,141,141,141,141,141,141,141,141,141,22.6,,
SWZ001,11,85,85,960,11,85,85,85,85,85,446,139,139,139,139,139,139,139,139,139,206.6,,
SYR001,219,219,219,3,3,176,176,176,176,176,1339,138,138,138,138,138,138,138,138,138,258.2,,
TCD001,647,553,647,312,65,647,647,65,65,65,647,142,142,142,142,142,142,142,142,142,330.2,,
TCD003,1323,65,65,65,65,65,65,65,65,65,1323,142,142,142,142,142,142,142,142,142,198.5,,
TCD004,920,60,60,65,65,65,60,60,60,60,1323,142,142,142,142,142,142,142,142,142,196,,
TCD005,920,65,65,65,65,65,60,60,65,65,31,142,142,142,142,142,142,142,142,142,68.3,,
TCD006,1323,920,920,1323,65,793,793,793,793,793,1065,142,142,142,142,142,142,142,142,142,748,,
THA001,1158,8,8,8,8,8,151,8,151,151,1325,137,137,137,137,137,137,137,137,137,195.5,,
THA002,1158,1158,338,1158,8,151,914,914,914,914,1325,137,137,137,137,137,137,137,137,137,677.3,,
THA003,151,8,8,8,610,8,151,8,151,151,1325,137,137,137,137,137,137,137,137,137,255.7,,
TON002,254,254,186,7,7,7,7,7,186,186,254,137,137,137,137,137,137,137,137,137,98.4,,
TTO002,30,30,30,30,30,30,30,30,30,30,30,148,148,148,148,148,148,148,148,148,41.8,,
TUN002,61,13,13,13,13,13,13,13,13,13,61,143,143,143,143,143,143,143,143,143,30.8,,
TUR001,1323,11,3,3,3,3,3,3,3,3,1323,138,138,138,138,138,138,138,138,138,148.5,,
TUR002,1323,275,2,2,163,2,2,2,2,2,1323,138,138,138,138,138,138,138,138,138,163.8,,
