YYYY_MM,Crisis Id,Crisis,Drivers,Country,Iso3,Empowerment,Bti - Democracy Status,Trust In Society,Ethnic Fractionalisation,Size Of Excluded Ethnic Groups,Gender Inequality,Income Gini Coefficient,Inequality,Social Cohesion,Conflict Intensity,Total Killed In All Crisis,Safety And Security,Corruption Perception,Rule Of Law (Wgi),Rule Of Law (Bti),Freedom In The World,Rule Of Law,Society And Safety,# Of Different Types Of Affected Population Groups,Diversity Of Groups Affected,Impediments To Entry Into Country (Bureaucratic And Administrative),Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions),Interference Into Implementation Of Humanitarian Activities,"Violence Against Personnel, Facilities And Assets",Access Of Humanitarian Actors To Affected Populations,Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance,Restriction And Obstruction Of Access To Services And Assistance,Access Of People In Need To Aid,Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance,Presence Of Mines And Improvised Explosive Devices ,"Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.)",Physical And Security Constraints,Humanitarian Access,Operating Environment,# Of People In None/Minimal Conditions - Level 1,# Of People In Stressed Conditions - Level 2,# Of People In Moderate Conditions - Level 3,# Of People Severe Conditions - Level 4,# Of People Extreme Conditions - Level 5,People In Need,% Of People In None/Minimal Conditions - Level 1,% Of People In Stressed Conditions - Level 2,% Of People In Moderate Conditions - Level 3,% Of People Severe Conditions - Level 4,% Of People Extreme Conditions - Level 5,Concentration Of Conditions,Conditions Of People Affected,Total Population [Helper 0],Total Population [Figure],Total Population [Source],Total Population [Reliability],Total Population [Reliability Score],Total Population [Justification],Total Population [Link],Total Population [Date],Landmass Affected [Helper 1],Landmass Affected [Figure],Landmass Affected [Source],Landmass Affected [Reliability],Landmass Affected [Reliability Score],Landmass Affected [Justification],Landmass Affected [Link],Landmass Affected [Date],People Exposed [Helper 2],People Exposed [Figure],People Exposed [Source],People Exposed [Reliability],People Exposed [Reliability Score],People Exposed [Justification],People Exposed [Link],People Exposed [Date],People Affected [Helper 3],People Affected [Figure],People Affected [Source],People Affected [Reliability],People Affected [Reliability Score],People Affected [Justification],People Affected [Link],People Affected [Date],People Displaced [Helper 4],People Displaced [Figure],People Displaced [Source],People Displaced [Reliability],People Displaced [Reliability Score],People Displaced [Justification],People Displaced [Link],People Displaced [Date],Injuries Reported [Helper 5],Injuries Reported [Figure],Injuries Reported [Source],Injuries Reported [Reliability],Injuries Reported [Reliability Score],Injuries Reported [Justification],Injuries Reported [Link],Injuries Reported [Date],Illness Cases Reported [Helper 6],Illness Cases Reported [Figure],Illness Cases Reported [Source],Illness Cases Reported [Reliability],Illness Cases Reported [Reliability Score],Illness Cases Reported [Justification],Illness Cases Reported [Link],Illness Cases Reported [Date],Fatalities Reported [Helper 7],Fatalities Reported [Figure],Fatalities Reported [Source],Fatalities Reported [Reliability],Fatalities Reported [Reliability Score],Fatalities Reported [Justification],Fatalities Reported [Link],Fatalities Reported [Date],Buildings Damaged [Helper 8],Buildings Damaged [Figure],Buildings Damaged [Source],Buildings Damaged [Reliability],Buildings Damaged [Reliability Score],Buildings Damaged [Justification],Buildings Damaged [Link],Buildings Damaged [Date],Buildings Destroyed [Helper 9],Buildings Destroyed [Figure],Buildings Destroyed [Source],Buildings Destroyed [Reliability],Buildings Destroyed [Reliability Score],Buildings Destroyed [Justification],Buildings Destroyed [Link],Buildings Destroyed [Date],Buildings In The Affected Area [Helper 10],Buildings In The Affected Area [Figure],Buildings In The Affected Area [Source],Buildings In The Affected Area [Reliability],Buildings In The Affected Area [Reliability Score],Buildings In The Affected Area [Justification],Buildings In The Affected Area [Link],Buildings In The Affected Area [Date],Economic Losses [Helper 11],Economic Losses [Figure],Economic Losses [Source],Economic Losses [Reliability],Economic Losses [Reliability Score],Economic Losses [Justification],Economic Losses [Link],Economic Losses [Date],People In Need [Helper 12],People In Need [Figure],People In Need [Source],People In Need [Reliability],People In Need [Reliability Score],People In Need [Justification],People In Need [Link],People In Need [Date],Minimal Humanitarian Conditions - Level 1 [Helper 13],Minimal Humanitarian Conditions - Level 1 [Figure],Minimal Humanitarian Conditions - Level 1 [Source],Minimal Humanitarian Conditions - Level 1 [Reliability],Minimal Humanitarian Conditions - Level 1 [Reliability Score],Minimal Humanitarian Conditions - Level 1 [Justification],Minimal Humanitarian Conditions - Level 1 [Link],Minimal Humanitarian Conditions - Level 1 [Date],Stressed Humanitarian Conditions - Level 2 [Helper 14],Stressed Humanitarian Conditions - Level 2 [Figure],Stressed Humanitarian Conditions - Level 2 [Source],Stressed Humanitarian Conditions - Level 2 [Reliability],Stressed Humanitarian Conditions - Level 2 [Reliability Score],Stressed Humanitarian Conditions - Level 2 [Justification],Stressed Humanitarian Conditions - Level 2 [Link],Stressed Humanitarian Conditions - Level 2 [Date],Moderate Humanitarian Conditions - Level 3 [Helper 15],Moderate Humanitarian Conditions - Level 3 [Figure],Moderate Humanitarian Conditions - Level 3 [Source],Moderate Humanitarian Conditions - Level 3 [Reliability],Moderate Humanitarian Conditions - Level 3 [Reliability Score],Moderate Humanitarian Conditions - Level 3 [Justification],Moderate Humanitarian Conditions - Level 3 [Link],Moderate Humanitarian Conditions - Level 3 [Date],Severe Humanitarian Conditions - Level 4 [Helper 16],Severe Humanitarian Conditions - Level 4 [Figure],Severe Humanitarian Conditions - Level 4 [Source],Severe Humanitarian Conditions - Level 4 [Reliability],Severe Humanitarian Conditions - Level 4 [Reliability Score],Severe Humanitarian Conditions - Level 4 [Justification],Severe Humanitarian Conditions - Level 4 [Link],Severe Humanitarian Conditions - Level 4 [Date],Extreme Humanitarian Conditions - Level 5 [Helper 17],Extreme Humanitarian Conditions - Level 5 [Figure],Extreme Humanitarian Conditions - Level 5 [Source],Extreme Humanitarian Conditions - Level 5 [Reliability],Extreme Humanitarian Conditions - Level 5 [Reliability Score],Extreme Humanitarian Conditions - Level 5 [Justification],Extreme Humanitarian Conditions - Level 5 [Link],Extreme Humanitarian Conditions - Level 5 [Date],Fatalities In All Crises [Helper 18],Fatalities In All Crises [Figure],Fatalities In All Crises [Source],Fatalities In All Crises [Reliability],Fatalities In All Crises [Reliability Score],Fatalities In All Crises [Justification],Fatalities In All Crises [Link],Fatalities In All Crises [Date],Crisis Affected Groups [Helper 19],Crisis Affected Groups [Figure],Crisis Affected Groups [Source],Crisis Affected Groups [Reliability],Crisis Affected Groups [Reliability Score],Crisis Affected Groups [Justification],Crisis Affected Groups [Link],Crisis Affected Groups [Date],People Facing Limited Access Constraints [Helper 20],People Facing Limited Access Constraints [Figure],People Facing Limited Access Constraints [Source],People Facing Limited Access Constraints [Reliability],People Facing Limited Access Constraints [Reliability Score],People Facing Limited Access Constraints [Justification],People Facing Limited Access Constraints [Link],People Facing Limited Access Constraints [Date],People Facing Restricted Access Constraints [Helper 21],People Facing Restricted Access Constraints [Figure],People Facing Restricted Access Constraints [Source],People Facing Restricted Access Constraints [Reliability],People Facing Restricted Access Constraints [Reliability Score],People Facing Restricted Access Constraints [Justification],People Facing Restricted Access Constraints [Link],People Facing Restricted Access Constraints [Date],Impediments To Entry Into Country (Bureaucratic And Administrative) [Helper 22],Impediments To Entry Into Country (Bureaucratic And Administrative) [Figure],Impediments To Entry Into Country (Bureaucratic And Administrative) [Source],Impediments To Entry Into Country (Bureaucratic And Administrative) [Reliability],Impediments To Entry Into Country (Bureaucratic And Administrative) [Reliability Score],Impediments To Entry Into Country (Bureaucratic And Administrative) [Justification],Impediments To Entry Into Country (Bureaucratic And Administrative) [Link],Impediments To Entry Into Country (Bureaucratic And Administrative) [Date],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Helper 23],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Figure],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Source],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Reliability],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Reliability Score],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Justification],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Link],Restriction Of Movement (Impediments To Freedom Of Movement And/Or Administrative Restrictions) [Date],Interference Into Implementation Of Humanitarian Activities [Helper 24],Interference Into Implementation Of Humanitarian Activities [Figure],Interference Into Implementation Of Humanitarian Activities [Source],Interference Into Implementation Of Humanitarian Activities [Reliability],Interference Into Implementation Of Humanitarian Activities [Reliability Score],Interference Into Implementation Of Humanitarian Activities [Justification],Interference Into Implementation Of Humanitarian Activities [Link],Interference Into Implementation Of Humanitarian Activities [Date],"Violence Against Personnel, Facilities And Assets [Helper 25]","Violence Against Personnel, Facilities And Assets [Figure]","Violence Against Personnel, Facilities And Assets [Source]","Violence Against Personnel, Facilities And Assets [Reliability]","Violence Against Personnel, Facilities And Assets [Reliability Score]","Violence Against Personnel, Facilities And Assets [Justification]","Violence Against Personnel, Facilities And Assets [Link]","Violence Against Personnel, Facilities And Assets [Date]",Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Helper 26],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Figure],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Source],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Reliability],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Reliability Score],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Justification],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Link],Denial Of Existence Of Humanitarian Needs Or Entitlements To Assistance [Date],Restriction And Obstruction Of Access To Services And Assistance [Helper 27],Restriction And Obstruction Of Access To Services And Assistance [Figure],Restriction And Obstruction Of Access To Services And Assistance [Source],Restriction And Obstruction Of Access To Services And Assistance [Reliability],Restriction And Obstruction Of Access To Services And Assistance [Reliability Score],Restriction And Obstruction Of Access To Services And Assistance [Justification],Restriction And Obstruction Of Access To Services And Assistance [Link],Restriction And Obstruction Of Access To Services And Assistance [Date],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Helper 28],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Figure],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Source],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Reliability],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Reliability Score],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Justification],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Link],Ongoing Insecurity/Hostilities Affecting Humanitarian Assistance [Date],Presence Of Mines And Improvised Explosive Devices [Helper 29],Presence Of Mines And Improvised Explosive Devices [Figure],Presence Of Mines And Improvised Explosive Devices [Source],Presence Of Mines And Improvised Explosive Devices [Reliability],Presence Of Mines And Improvised Explosive Devices [Reliability Score],Presence Of Mines And Improvised Explosive Devices [Justification],Presence Of Mines And Improvised Explosive Devices [Link],Presence Of Mines And Improvised Explosive Devices [Date],"Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Helper 30]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Figure]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Source]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Reliability]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Reliability Score]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Comment]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Link]","Physical Constraints In The Environment (Obstacles Related To Terrain, Climate, Lack Of Infrastructure, Etc.) [Date]",Ethnic Fractionalisation Index [2017] [Index],Empowerment Rights Index [2011] [Index],Size Of Excluded Ethnic Groups [2004 - 2006] [%],Bti - Democracy Status [2020] [Index],Gender Inequality Index [2018] [Index],Income Gini Coefficient [2006 - 2018] [Index],Conflict Intensity (Hiik) [2019] [Index],People Killed In All Crises [2020] [Number],Rule Of Law (Wgi) [2019] [Index],Rule Of Law (Bti) [2020] [Index],Freedom In The World Index [2020] [Index],Cpi [2019] [Index],Total Population [2020] [Number],Land Area (Sq. Km) [Nan] [Sq. Km],Landmass Affected By Disaster [Sq. Km],People Living In The Affected Area [Number],Total # Of People Affected By The Crisis [Number],Total # Of Crisis Related Displaced People [Number],Total # Of Crisis Related Injuries [Number],Total # Of Illness Cases Reported,Total # Of Crisis Related Fatalities [Number],Building Partially Damaged [Number],Building Totally Damaged [Number],Total Building In The Affected Area [Number],Econimic Losses [Million Usd],# Of People Affected Facing Minimal Humanitarian Needs (Level 1) [Number],# Of People Affected Facing Stressed Humanitarian Needs (Level 2) [Number],# Of People Affected Facing Moderate Humanitarian Conditions And Needs (Level 3) [Number],# Of People Affected Facing Severe Humanitarian Conditions And Needs (Level 4) [Number],# Of People Affected Facing Extreme Humanitarian Conditions And Needs (Level 5) [Number],# Of Groups Affected By Crisis [Number],People In Need Facing Limited Access Constraints [Number],People In Need Facing Restricted Access Constraints [Number],Glidenumber,Severityglidenumber,Region,First Country,Website Name,Crisis Description,Connected Crises,Starting Date,Duration (Days),Geoscope,Adm1,Adm1 Name,Data Reliability,Information Gaps (# Indicator Missing),Impact Of The Crisis,Area Affected,People In The Affected Area,Geographical,People Affected,People Displaced,Crisis Related Fatalities,People Affected By Categories,Human,# Of People Facing Minimal Humanitarian Needs (Level 1),# Of People Facing Stressed Humanitarian Conditions And Needs (Level 2),# Of People Facing Moderate Humanitarian Conditions And Needs (Level 3),# Of People Facing Severe Humanitarian Conditions And Needs (Level 4),# Of People Facing Extreme Humanitarian Conditions And Needs (Level 5),Complexity Of The Crisis,Area Affected - Absolute,% Of Total Area Affected,Area Affected - Relative,People Living In The Affected Area - Absolute,% Of Total Population Living In The Affected Area,People Living In The Affected Area - Relative,People Affected - Absolute,% Of People Affected On The Total Population Exposed,People Affected - Relative,People Displaced - Absolute,% Of Total Population Displaced On The  ,People Displaced - Relative,Fatalities - Absolute,% Of Fatalities On The Total Population Affected,Fatalities (Relative),Inform Severity Index,Inform Severity Category,Trend (Last 3 Months),Reliability,Regions,Last Updated,Country Level,Individual Or Aggregated,Indicator,Type Of Entry,Total Sq.Km.,Total Population [Index],Ethnic Fractionalisation Index [%],Empowerment Rights Index [Index],Size Of Excluded Ethnic Groups [Index],Bti - Democracy Status [Index],Gender Inequality Index [Index],Income Gini Coefficient [Number],Conflict Intensity (Hiik) [Index],People Killed In All Crises [Index],Rule Of Law (Wgi) [Index],Rule Of Law (Bti) [Index],Freedom In The World Index [Number],Cpi [Sq. Km],Reliability Index,Recentness Data,Information Gaps,Recentness Data (# Days),Area Affected By Disaster,People Living In The Affected Area,Total # Of People Affected By The Crisis,Total # Of Crisis Related Displaced People,Total # Of Crisis Related Fatalities,# Of People Affected Facing Minimal Humanitarian Needs (Level 1),# Of People Affected Facing Stressed Humanitarian Needs (Level 2),# Of People Affected Facing Moderate Humanitarian Conditions And Needs (Level 3),# Of People Affected Facing Severe Humanitarian Conditions And Needs (Level 4),# Of People Affected Facing Extreme Humanitarian Conditions And Needs (Level 5),Updated_Score
2023_06,AFG001,Complex crisis in Afghanistan,"Conflict,Violence,Displacement,Drought,Earthquake,Socio-political",Afghanistan,Afg,3.6,3.4,3.5,3.7,0,3.8,x,3.8,3.0499999999999994,5,4.1,4.55,4.2,4.2,3.5,3.7,3.9,3.8,5,5,1,2,2,3,4,2,2,4,3,3,3,5,4,4.5,5.5,9.2,13.7,14.7,0,5,0.12761020881670534,0.21345707656612528,0.31786542923433875,0.34106728538283065,0,4,4.5,AFG001Total population,43100000,OCHA 23/01/23,High,1,Total population according to Latest HNO,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Landmass affected,652867,Central Statistics Organization of the Islamic Republic of Afghanistan 2017,High,1,"Conflict and natural disasters contributed to humanitarian needs in all provinces and districts in Afghanistan. Though certain areas and populations are considered to be more severely affected, it is assumed that the entire country is experiencing a humanitarian crisis to a certain extent.",http://cso.gov.af/en/page/1500/4722/1396,2023-01-30 00:00:00,AFG001People exposed,43100000,OCHA 23/01/23,High,1,"While conflict affects the entire country and is the primary driver of need in Afghanistan, the country is also severely impacted by natural hazards such as drought and flooding. The entire country and therefore the entire population is exposed to various crises, though to different degrees.",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001People affected,37600000,OCHA 23/01/23,Low,3,"Given the complexity and protracted nature of the conflict and natural hazards which also drive needs across the country, the 2023 HNO has estimated that Level 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) are the affected population. Note: The number of people affected because of the Khost and Paktika earthquake= PIN and is considered to be included, therefore it will not be added to the number of people affected in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001People displaced,22411000,OCHA Updated 04/04/23; IOM accessed on 24/01/2023; UNHCR Accessed 24/01/2023,Low,3,"IDPs (natural disaster and conflict) + Returnees + Refugees who went outside Afghanistan (we track the number of refugees on a monthly basis, there is a chance some of them are going back to Afghanistan. To avoid double counting and as there is no historical tracking of their number, the number of Afghani who came back from neighbouring country are not included), including Iran(Documented- 750000 Amayesh card holder + 360000 resident permit + 267000 Afghan family passport holder; Undocumented- 2.6 million head counted+ 500000 who didn't participate in headcount), Pakistan( (Undocumented 775000,+ new arrival 600000+ 1.32 million Afghan PoR card holders +Afghan citizen card 840000 + UMRF 140872 )) , Uzbekistan, and Tajikistan
Displacement is difficult to track given that it is often recurring (multiple displacements) and especially along border regions with Pakistan and Iran, there is incoming and outgoing refugee movement and many people might use unofficial border crossing. Insecurity makes it difficult to gather accurate data. ",https://www.humanitarianresponse.info/en/operations/afghanistan/idps; https://data.humdata.org/dataset/afghanistan-displacement-data-baseline-assessment-iom-dtm; https://data.unhcr.org/en/situations/afghanistan,2023-05-30 00:00:00,AFG001Injuries reported,2949,WHO 28/10/2022,Medium,2,"Number of injuries reported in Khost and Paktika because of the earthquake, as at 28 June",https://reliefweb.int/report/afghanistan/earthquake-paktika-and-khost-provinces-afghanistan-situation-report-7-issued-28-june-2022,2022-06-29 00:00:00,AFG001Illness cases reported,x,0,x,x,0,0,2019-01-30 00:00:00,AFG001Fatalities reported,712,OCHA 01/11/2022-30/04/2023; ACLED 01/11/2022-30/04/2023,Medium,2,"All casualties in previous 6 months. It can be assumed that this is an underestimate given that insecurity in the country and remote locations where military offensives can occur make it difficult to track all fatalities. It also includes deaths related to some kind of natural disaster during the period. It is possible that there are additional premature deaths associated with food insecurity or illnesses and lack of health access, though this data is not available. ",https://www.humanitarianresponse.info/en/operations/afghanistan/natural-disasters-0; https://www.acleddata.com/data/,2023-05-30 00:00:00,AFG001Buildings damaged,x,0,x,x,0,0,2019-01-30 00:00:00,AFG001Buildings destroyed,x,x,x,x,x,x,2019-02-18 00:00:00,AFG001Buildings in the affected area,,,,,,,,AFG001Economic Losses,13114,"Economic Institute of Peace, World Bank",Medium,2,"Based on Economic Insitute of Peace estimates the economic costs due to conflict in Afghanistan at 63% of the GDP (2017), subsequent calculation based on 2017 World Bank figures. This does not include any estimations for economic losses due to the drought.","http://visionofhumanity.org/app/uploads/2018/11/Economic-Value-of-Peace-2018.pdf, https://data.worldbank.org/indicator/NY.GDP.MKTP.CD",2019-01-30 00:00:00,AFG001People in Need,28400000,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Minimal humanitarian conditions - Level 1,5500000,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Stressed humanitarian conditions - Level 2,9200000,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Moderate humanitarian conditions - Level 3,13700000,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Severe humanitarian conditions - Level 4,14700000,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Extreme humanitarian conditions - Level 5,0,OCHA 23/01/23,High,1,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,2023-01-30 00:00:00,AFG001Fatalities in all crises,712,OCHA 01/11/2022-30/04/2023; ACLED 01/11/2022-30/04/2023,Medium,2,"All casualties in previous 6 months. It can be assumed that this is an underestimate given that insecurity in the country and remote locations where military offensives can occur make it difficult to track all fatalities. It also includes deaths related to some kind of natural disaster during the period and people died due to Khost and Paktika earthquake . It is possible that there are additional premature deaths associated with food insecurity or illnesses and lack of health access, though this data is not available. ",https://www.humanitarianresponse.info/en/operations/afghanistan/natural-disasters-0; https://www.acleddata.com/data/,2023-05-30 00:00:00,AFG001Crisis affected groups,5,"HNO 2021, World Bank 2020",Medium,2,"Total PIN according to HNO 2021 severity distribution is 18.4 million. There was a significant increase in PIN between 2020 and 2021 due to methodological changes, the effects of COVID-19 and increasing levels of food insecurity. Level 1 (exposed) is zero because the entire country population is considered to be affected to a certain degree - meaning no one in the country is only exposed to the crisis. Level 2 is therefore the entire country population (all are affected by various drivers - food insecurity, conflict, drought, etc.) minus the number of people in need. Level 3-5 are PIN figures using the figures from 2021. Level 3 = HNO levels 3. Level 4 = HNO level 4. According to HNO data, there are 500,000 people in severity level 5. This is a 500,000 people increase compared to the last HNO. ",https://reliefweb.int/sites/reliefweb.int/files/resources/afghanistan_humanitarian_needs_overview_2021_0.pdf; https://data.worldbank.org/indicator/SP.POP.TOTL?locations=AF,2021-01-27 00:00:00,AFG001People facing limited access constraints,x,0,x,x,0,0,2019-01-30 00:00:00,AFG001People facing restricted access constraints,x,0,x,x,0,0,2019-01-30 00:00:00,AFG001Impediments to entry into country (bureaucratic and administrative),1,ACAPS Access Methodology,Medium,2,x,x,2023-05-09 00:00:00,AFG001Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2,ACAPS Access Methodology,Medium,2,x,x,2023-05-09 00:00:00,AFG001Interference into implementation of humanitarian activities,2,ACAPS Access Methodology,Medium,2,x,x,2023-05-09 00:00:00,"AFG001Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,2023-05-15 00:00:00,AFG001Denial of existence of humanitarian needs or entitlements to assistance,2,ACAPS Access Methodology,Medium,2,x,x,2023-05-09 00:00:00,AFG001Restriction and obstruction of access to services and assistance,2,ACAPS Access Methodology,Medium,2,x,x,2023-05-09 00:00:00,AFG001Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,2023-05-15 00:00:00,AFG001Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,2023-05-15 00:00:00,"AFG001Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,2023-05-15 00:00:00,0.7497860034,4,0,3.2833333333,0.5747417061,x,5,712,-1.7135269642,3,27,16,43100000,652860,652867,43100000,37600000,22411000,2949,x,712,x,x,,13114,5500000,9200000,13700000,14700000,0,5,x,x,,,Asia,Afghanistan,Complex crisis,https://www.acaps.org/country/Afghanistan/crisis/Complex-crisis,AFG005,Before 2019,More than 2 years,National,,,1.5,0,2.3,1,1,1,3,3,2,2.5,2.8,1,1,1,1,1,1.6,4.7,1.0000107220537329,5,5,1,5,5,0.8723897911832946,4.4,5,0.5960372340425532,5,4.1,1.8936170212765957e-05,0.9,4.4,5,Decreasing,High,Asia,2023-05-30 00:00:00,Yes,Individual,Total population,Humanitarian development,,,,,,,,,,,,,,,1.3,2.5,0,180.4,141,141,141,21,21,141,141,141,141,141,180.4
