Crisis,TYPE OF CRISIS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,120410,25550000,25550000,x,x,x,2,#N/A,#N/A,#N/A,x,0,15120000,4970000,5459000,0,1,#N/A,#N/A,1,2,2,0,3,3,0,0,3
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,6020,5200000,5200000,6365000,1013,x,9,#N/A,#N/A,#N/A,x,0,3000000,396000,858000,946000,4,#N/A,#N/A,2,3,3,0,3,3,2,2,2
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",369002,14017000,10529000,5081000,x,x,2594,#N/A,#N/A,#N/A,5200000,3488000,3836000,3470000,3100000,122000,5,#N/A,#N/A,1,1,2,2,0,2,2,2,3
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago","VEN,BRA,COL,ECU,PER,TTO",1458646,73069000,35266000,5443000,x,x,x,#N/A,#N/A,#N/A,x,39506000,13009000,20392000,162000,0,4,#N/A,#N/A,0,0,0,2,0,0,0,x,0
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",235533,16991000,16991000,x,x,x,316,#N/A,#N/A,#N/A,x,x,x,x,x,x,3,#N/A,#N/A,2,1,2,0,1,2,1,1,3
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",498037,80109000,29761000,19596000,x,x,3043,#N/A,#N/A,#N/A,x,52097000,11215000,5979000,10025000,794000,5,#N/A,#N/A,1,2,2,0,2,3,0,3,3
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",x,x,x,x,x,x,26,#N/A,#N/A,#N/A,x,x,x,x,x,x,2,#N/A,#N/A,0,0,3,0,2,3,1,0,2
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",x,x,x,x,x,x,584,#N/A,#N/A,#N/A,x,x,x,x,x,x,2,#N/A,#N/A,2,3,3,0,2,3,3,1,3
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",x,x,x,x,x,x,173,#N/A,#N/A,#N/A,x,x,x,x,x,x,2,#N/A,#N/A,1,0,2,0,0,2,0,1,0
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",45507,5218000,2900000,1247000,x,x,191,#N/A,#N/A,#N/A,x,2318000,1281000,908000,711000,0,4,#N/A,#N/A,2,3,2,0,3,3,3,1,3
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Mozambique,Namibia,Eswatini,Zambia,Zimbabwe","LSO,MDG,MWI,MOZ,NAM,SWZ,ZMB,ZWE",1548843,59546000,35515000,94000,0,0,0,#N/A,#N/A,#N/A,0,24031000,22683000,11272000,1560000,0,5,#N/A,#N/A,1,0,0,0,0,2,0,2,0
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",59763,5877000,2937000,93000,x,x,138,#N/A,#N/A,#N/A,x,x,x,x,x,x,3,#N/A,#N/A,2,2,0,0,0,2,3,3,0
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,10646,4576000,140000,140000,x,x,x,#N/A,#N/A,#N/A,0,4436000,0,140000,0,0,2,#N/A,#N/A,1,0,0,0,0,2,0,0,1
Complex crisis in Sudan,Complex crisis,SDN001,Sudan,SDN,1840687,43000000,11976000,3806000,x,x,625,#N/A,#N/A,#N/A,x,16400000,17300000,4400000,1000000,3900000,5,#N/A,#N/A,1,1,2,0,2,2,1,1,3
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,15000,1326000,1326000,3810000,x,x,x,#N/A,#N/A,#N/A,x,0,226000,400000,500000,200000,3876000,#N/A,#N/A,2,3,2,2,0,x,2,2,3
Floods in Sudan ,Flood,SDN006,Sudan,SDN,1840687,43000000,885000,480000,54,x,155,#N/A,#N/A,#N/A,x,42140000,810000,50000,0,0,3,#N/A,#N/A,2,2,0,0,0,3,1,1,3
Refugees from Ethiopia,International displacement,SDN007,Sudan,SDN,61064,5858000,907000,56000,x,x,x,#N/A,#N/A,#N/A,x,4956000,0,907000,0,0,2,#N/A,#N/A,1,1,2,0,2,2,1,1,3
Drought in Senegal,Drought,SEN002,Senegal,SEN,192530,16709000,3188000,x,0,0,0,#N/A,#N/A,#N/A,x,13521000,2676000,498000,13000,0,4,#N/A,#N/A,1,0,0,0,0,0,0,1,0
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,20720,6700000,1400000,454000,x,2304,736,#N/A,#N/A,#N/A,x,5300000,757000,548000,95000,0,3,#N/A,#N/A,0,2,1,0,0,2,1,0,2
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,627340,12300000,12300000,3939000,x,x,1629,#N/A,#N/A,#N/A,x,7213000,3010000,1705000,400000,0,5,#N/A,#N/A,1,1,2,3,1,2,3,2,2
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,28220,1261000,36000,36000,x,x,x,#N/A,#N/A,#N/A,0,1227000,0,2000,34000,0,2,#N/A,#N/A,1,3,2,3,2,2,2,2,2
Floods in Somalia,Flood,SOM004,Somalia,SOM,209526,10668000,739000,629000,x,x,28,#N/A,#N/A,#N/A,x,9930000,110000,629000,0,0,3,#N/A,#N/A,1,3,2,3,2,3,2,2,2
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,644000,11685000,11685000,4381000,x,600000,1127,#N/A,#N/A,#N/A,14369,0,4430000,5260000,1930000,10000,5,#N/A,#N/A,1,1,1,1,1,1,1,1,1
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,17204,1131000,752000,0,0,0,x,#N/A,#N/A,#N/A,#N/A,379000,385000,307000,60000,0,1,#N/A,#N/A,0,0,0,0,0,2,0,0,1
Syrian conflict,Complex crisis,SYR001,Syria,SYR,183630,17070000,17070000,12283000,x,x,3050,#N/A,#N/A,#N/A,x,0,6010000,2876000,7410000,774000,5,#N/A,#N/A,2,3,3,3,3,2,3,2,3
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,1259200,16783000,7607000,919000,x,x,233,#N/A,#N/A,#N/A,x,9175000,1207000,4736000,1472000,192000,5,#N/A,#N/A,1,2,2,0,0,2,3,2,3
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,19915,686000,686000,383000,x,x,101,#N/A,#N/A,#N/A,x,0,318000,98000,147000,122000,5,#N/A,#N/A,1,2,2,0,0,2,3,2,3
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,154623,4456000,1004000,164000,x,x,x,#N/A,#N/A,#N/A,x,3452000,0,743000,261000,0,3,#N/A,#N/A,1,2,2,0,0,2,3,2,3
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,205671,2577000,1123000,366000,x,x,25,#N/A,#N/A,#N/A,x,1454000,0,694000,429000,0,2,#N/A,#N/A,1,2,2,0,0,2,3,2,3
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,220000,38000,38000,x,x,x,7,#N/A,#N/A,#N/A,x,0,20000,11000,6000,1000,3,#N/A,#N/A,1,2,0,0,0,0,0,2,3
Floods in Chad,Flood,TCD008,Chad,TCD,682200,16364000,388000,120000,x,x,10,#N/A,#N/A,#N/A,x,15976000,113000,275000,0,0,5,#N/A,#N/A,1,2,2,0,0,2,3,2,3
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,30342,3549000,3549000,92000,x,x,57,#N/A,#N/A,#N/A,x,3458000,0,92000,0,0,2,#N/A,#N/A,0,1,1,0,0,1,1,3,2
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,3458000,x,x,x,57,#N/A,#N/A,#N/A,x,x,x,x,x,x,1,#N/A,#N/A,0,1,0,0,0,0,1,3,2
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,9,92000,92000,92000,0,x,x,#N/A,#N/A,#N/A,x,0,0,92000,0,0,1,#N/A,#N/A,0,0,1,0,0,1,1,3,2
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,5130,1450000,60000,60000,x,x,60,#N/A,#N/A,#N/A,0,1395000,0,60000,0,0,2,#N/A,#N/A,0,1,1,0,0,1,1,3,2
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,155360,11718000,x,x,x,x,564,#N/A,#N/A,#N/A,x,x,x,x,x,x,1,#N/A,#N/A,0,0,0,0,0,2,0,1,0
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,378923,53611000,5774000,3974000,x,x,308,#N/A,#N/A,#N/A,x,47837000,3549000,1640000,585000,0,4,#N/A,#N/A,0,1,1,0,2,2,0,3,0
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,132028,36158000,5444000,3644000,x,x,x,#N/A,#N/A,#N/A,x,30714000,3549000,1640000,255000,0,2,#N/A,#N/A,0,0,1,0,2,2,0,3,0
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,177504,37626000,5774000,3974000,x,x,23,#N/A,#N/A,#N/A,x,31852000,3549000,1640000,585000,0,2,#N/A,#N/A,0,0,1,0,2,2,0,3,0
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,195587,12974000,x,x,x,x,285,#N/A,#N/A,#N/A,x,x,x,x,x,x,3,#N/A,#N/A,0,0,1,0,2,2,0,3,0
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,187000,11385000,287000,287000,0,x,0,#N/A,#N/A,#N/A,x,11098000,0,287000,0,0,2,#N/A,#N/A,0,0,0,0,0,2,0,0,0
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,99973,14476000,1435000,1435000,x,x,110,#N/A,#N/A,#N/A,x,9662000,3285000,1529000,0,0,3,#N/A,#N/A,0,0,1,0,1,2,1,0,2
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,66662,7440000,1435000,1435000,x,x,x,#N/A,#N/A,#N/A,x,6011000,0,1429000,0,0,2,#N/A,#N/A,0,0,0,0,0,0,0,1,2
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,53206,6309000,5400000,1440000,x,x,7,#N/A,#N/A,#N/A,x,909000,2000000,2440000,960000,0,3,#N/A,#N/A,2,3,2,0,0,2,2,3,2
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,882050,27412000,27412000,5443000,x,x,8253,#N/A,#N/A,#N/A,223750,0,12610000,14803000,0,0,2,#N/A,#N/A,2,2,3,0,2,2,2,0,3
Floods in central Vietnam,Flood,VNM002,Vietnam,VNM,71467,7700000,1500000,375000,x,x,243,#N/A,#N/A,#N/A,x,6200000,1323000,177000,0,0,2,#N/A,#N/A,0,0,0,0,0,0,2,0,3
Cyclone Harold in Vanuatu,Tropical cyclone,VUT002,Vanuatu,VUT,10562,231000,157000,18000,x,x,4,#N/A,#N/A,#N/A,x,75000,33000,123000,0,0,1,#N/A,#N/A,1,0,0,0,0,0,0,0,3
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,527970,30500000,30500000,3650000,586,111494,12205,#N/A,#N/A,#N/A,x,0,6337000,9800000,14300000,64000,5,#N/A,#N/A,2,3,3,3,2,3,3,3,3
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,1240,4073000,422000,422000,x,552437,17,#N/A,#N/A,#N/A,x,3873000,0,245000,177000,0,2,#N/A,#N/A,2,3,3,3,2,3,3,3,3
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,448388,6889000,4363000,0,0,0,x,#N/A,#N/A,#N/A,x,2526000,2387000,1651000,33000,0,3,#N/A,#N/A,0,0,0,0,0,0,0,0,1
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,386847,14645000,6800000,21000,0,0,17,#N/A,#N/A,#N/A,x,7845000,0,6800000,0,0,5,#N/A,#N/A,1,2,0,0,0,2,0,2,0
0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
