,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Crisis,Crisis ID,Trend,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00
Nigeria,Cameroonian Refugees in Nigeria,NGA008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,2,1.7,2.2,2.2,2.2,2.2,2.2,2.2
Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,Decreasing,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,-,-,2,-,1.9,1.9,x
,,NIC002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pakistan,Complex crisis in Pakistan,PAK001,Stable,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,4,3.8,3.9,3.8
,,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
Pakistan,Floods in Pakistan ,PAK005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.6,3.6,3.7,3.7,3.6
Panama,Venezuela displacement in Panama,PAN002,Increasing,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.4
Peru,Venezuela displacement in Peru,PER002,Increasing,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.8,3,3,3,2.9,2.9,3.1,3.1,3.1,3.1,3.2,3.2
Philippines,Multiple crises in the Philippines,PHL001,Stable,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,3.4,2.7,2.4,2.4,2.5,2.5,2.5,2.5,2.4,3,3,3,3,3,3,-,-,-,-,-,-,-,3.3,3.2,3.3,3.3,3.3,3.1,3.2,3.1,3.1,2.9,2.9,3,3.1
Philippines,Mindanao conflict,PHL003,Increasing,-,-,1.1,1.8,2,1.8,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.2,2.2,2.1,2.1,2.4,2.3,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.2,2.2
,,PHL004,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PHL009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Philippines,Typhoon RAI,PHL010,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,3,3
Philippines,Earthquake in Abra,PHL011,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,1.9
Philippines,Typhoon Nalgae,PHL012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3
,,PNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Papua New Guinea,Highlands Violence,PNG003,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.7,2.7,2.6
Poland,Displacement from Ukraine conflict in Poland,POL002,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.6,1.6,1.7,1.7,2.9,2.9,2.9,2.9,2.9,2.5
DPRK,Complex crisis in DPRK,PRK001,Decreasing,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4,3.7,3.7,3.7,3.7,3.8,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7
Palestine,Conflict in Palestine,PSE002,Decreasing,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4,4,4.2,4.2,4.2,4.2,4.2,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5
"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,Stable,-,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4
"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,Stable,-,-,-,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9
"India,Pakistan",Regional Kashmir conflict,REG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,Increasing,-,-,-,-,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4,4,4.3,4.3,4.3,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4,4,4.2,4.3
"Turkey,Greece",Eastern Mediterranean Route ,REG006,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,2.3,2.3
"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3
"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.7,2.7,2.7
"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,Stable,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,3.4,3.4,3.4,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.4,3.5,3.8,3.8,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8
"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.9,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5
"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,1.8,1.8,1.8,1.8,1.8
"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,3.9,3.8,3.8,3.8,3.8,4.1,4.1,4.2,4.4
Romania,Displacement from Ukraine conflict in Romania,ROU002,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2.3,2.4,2.5,2.5,2.5,1.4
Rwanda,Burundi and DRC refugees in Rwanda,RWA002,Stable,-,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,2.3,2.3,2.3,2.3,2.3,2,2,1.8,1.9,1.9,1.9,1.8,1.9,2,2,1.9,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Sudan,Complex crisis in Sudan,SDN001,Stable,-,3.9,3.9,4,3.9,4,4,4,4,4.1,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.3,4.3,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
,,SDN002,-,-,3.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,SDN003,-,-,2.1,2.1,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,SDN004,-,-,2.6,2.6,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sudan,Refugees in Sudan,SDN005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4,3.9,3.9,3.8,3.8,3.5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Sudan,Floods in Sudan ,SDN006,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.3,2.4,2.6,2.6,-,-,-,-,-,-,-,2.9,2.9,2.8,2.8,2.8
,,SDN007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.1,2.1,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-
Sudan,Violence in Darfur and Kordofan regions,SDN008,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9,3.2,3.2,3.2,3.2,3.1,3.4,3.5,3.5,3.6,3.6,3.6,4.2,4.2,4.3,4.3,4.2,4,4
Senegal,Drought in Senegal,SEN002,Stable,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.7,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.4
El Salvador,Complex crisis in El Salvador,SLV001,Stable,-,2.8,2.8,3,3,3,3,3,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Somalia,Complex crisis in Somalia,SOM001,Stable,3.6,3.6,3.6,4.1,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4,4,4,4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Somalia,Mixed Migration Flows in Somalia,SOM002,Increasing,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9
,,SOM004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
South Sudan,Complex crisis in South Sudan,SSD001,Decreasing,-,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.2,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.4,4.4,4.4
,,SSD002,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
South Sudan,2022 seasonal floods in South Sudan,SSD003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.5,3.5
Slovakia,Displacement from Ukraine conflict in Slovakia,SVK002,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.2,1.2,1.2,2.3,2.3,2.3,2.3,2.4,1.8
Eswatini,Food Security Crisis in Eswatini,SWZ001,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.3,2.3,2.3,2.3,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.2,2.1,2.1,2.3,2.3,2.3
Syria,Syrian conflict,SYR001,Stable,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.7,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.6
Chad,Complex crisis in Chad,TCD001,Stable,-,-,-,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.4
,,TCD002,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chad,Boko Haram in Chad,TCD003,Increasing,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.9,3.9,3.9
Chad,CAR refugees in Chad,TCD004,Increasing,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.7,3.7,3.8,3.8,3.7
Chad,Darfur refugees in Chad,TCD005,Increasing,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.7,3.7,3.7,3.9,3.9,3.8
Chad,Tibesti Conflict in Chad,TCD006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.7,2.7,2.7,2.7,2.6
,,TCD008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thailand,Multiple situations in Thailand,THA001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2,2,2,2.1,2.1,2.1,2,2,1.9,1.9,1.9,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
Thailand,Conflict in southern Thailand ,THA002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
Thailand,Myanmar refugees in Thailand,THA003,Increasing,-,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3
,,TLS002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.3,1.3,1.3,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tonga,Tonga Volcano Eruption,TON002,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2
Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,Increasing,-,0.9,0.9,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.6,1.6,1.6,1.6,1.6,1.9,1.9,1.9,1.9,2,2
Tunisia,Mixed migration flows in Tunisia,TUN002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,1.8,1.8,1.8,1.8
Turkey,Complex situation in Turkey,TUR001,Decreasing,-,-,-,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3,3,3
Turkey,Syrian Refugees in Turkey,TUR002,Stable,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3
Turkey,Mixed Migration Flows in Turkey,TUR003,Decreasing,-,-,-,3.3,3.3,3.3,3.2,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.3,2.3,2.4,2.4
Turkey,Kurdish Conflict,TUR004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
Tanzania,Multiple Crises in Tanzania,TZA001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.3,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7
Tanzania,International Displacement in Tanzania,TZA002,Stable,1.5,1.5,1.5,2.2,2.2,2.1,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.5,2.4,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,2.4,2.4,2.4,2.4,2.3,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
Tanzania,Food Security Crisis in North-East Tanzania,TZA003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
Uganda,Multiple crises in Uganda,UGA001,Stable,-,2.9,3,3.1,3.1,3,2.9,2.9,2.9,2.9,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.2,3.3
