Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Multiple crises in Iraq,IRQ001,Iraq,Illness cases reported,x,x,x,x,x,x,IRQ001Illness cases reported,2020-04-29,Humanitarian development
Multiple crises in Iraq,IRQ001,Iraq,Injuries reported,x,x,x,x,x,as UNAMI is not publishing injuries numbers from Jan 2019 onwards anymore. There is no other (reliable) data available,IRQ001Injuries reported,2020-04-29,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,Economic Losses,133900,"Spring 2018, data based on 2017 figures World Bank 02/2018",Low,3,http://documents.worldbank.org/curated/en/771451524124058858/pdf/125406-WP-PUBLIC-P163016-Iraq-Economic-Monitor-text-Spring-2018-4-18-18web.pdf http://documents.worldbank.org/curated/en/600181520000498420/pdf/123631-REVISED-Iraq-Reconstruction-and-Investment-Part-2-Damage-and-Needs-Assessment-of-Affected-Governorates.pdf,The 2017 Iraq Damage and Needs Assessment (DNA) on  seven directly affected governorates estimates the overall damages to be US$45.7 billion and reconstruction and recovery needs to a total US$88.2 billion. This is limited to data assessed at the end of 2017 and not including all Iraqi governorates. Therefore the reliability of this indicator is low.,IRQ002Economic Losses,2020-04-29,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Buildings damaged,x,x,x,x,x,No mention of damaged buidlings found,JOR002Buildings damaged,2020-04-29,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Buildings destroyed,x,x,x,x,x,No mention of destroyed buildings found,JOR002Buildings destroyed,2020-04-29,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Illness cases reported,x,x,x,x,x,No available data,JOR002Illness cases reported,2020-04-29,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,Crisis affected groups,3,LCRP 2017-2020 (2020 Update),High,1,https://data2.unhcr.org/en/documents/download/74641,"Host, non-host, refugees and asylum seekers are the main groups affected by the crisis.",LBN004Crisis affected groups,2020-04-29,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,Economic Losses,x,x,x,x,https://www.worldbank.org/en/country/lebanon/publication/lebanon-economic-monitor-fall-2019,"The World Bank reports it is too early to fully assess the economic impact of the crisis and protests. Lebanon is expected to enter a phase of deeper recession. Poverty is expected to rise and so is unemployment. 200,000 people have lost their jobs since October 2019.",LBN004Economic Losses,2020-04-29,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,Illness cases reported,x,x,x,x,No data available.,No data available.,LBN004Illness cases reported,2020-04-29,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,People facing limited access constraints,x,x,x,x,No data available.,No Data Available,LBN004People facing limited access constraints,2020-04-29,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,People facing restricted access constraints,x,x,x,x,No data available.,No Data Available,LBN004People facing restricted access constraints,2020-04-29,Humanitarian development
Lake Chad basin crisis in Niger,NER002,Niger,Injuries reported,141012,UNHCR 30/04/2020,Medium,2,https://data2.unhcr.org/en/documents/download/75574,IDPs in Diffa + returnees in Diffa,NER002Injuries reported,2020-04-30,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,Buildings damaged,x,ACLED 2020,x,x,https://www.acleddata.com/data/,ACLED contains reports of tents burned and demolished. Episodes of government planned demolition of makeshift shelters erected by Syrian refugees following new  measures adopted from 1 July 2019. There is however not enough data available to score either the  partial or total damages indicator.,LBN002Buildings damaged,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,Buildings destroyed,x,ACLED 2020,x,x,https://www.acleddata.com/data/,ACLED contains reports of tents burned and demolished. Episodes of government planned demolition of makeshift shelters erected by Syrian refugees following new  measures adopted from 1 July 2019. There is however not enough data available to score either the  partial or total damages indicator.,LBN002Buildings destroyed,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,Crisis affected groups,2,LCRP 2017-2020 (2019 Update) /,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/67780.pdf,Host and refugee,LBN002Crisis affected groups,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,Economic Losses,x,International Crisi Group 13/02/2020 LCRP 17/03/2020,x,x,https://www.crisisgroup.org/middle-east-north-africa/eastern-mediterranean/lebanon/211-easing-syrian-refugees-plight-lebanon; https://data2.unhcr.org/en/documents/download/74641,"Estimating economic losses in a displacement crisis is complex and highly political. In some cases, the host population may actually be benefitting from the displacement when the displacement is creating jobs, increasing the demand, etc. Last data reporting Lebanon's economic losses due to the crisis goes back to the end of 2015: Lebanon was estimated to have lost USD 18.15 billion following the lowering of the GDP growth rate and USD 4.2 billion due to the lower revenues received between 2012 and 2015 (TOTAL: USD 22.53 billion).  However, due to the reasons listed above, the indicator was xed.",LBN002Economic Losses,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,Illness cases reported,0,ACLED 2020,Low,3,https://www.acleddata.com/data/,No Data Availble but it assumed that number of injuries caused by the displacement crisis is too low to have an effect in the model. Therefore we scored this indicator 0.,LBN002Illness cases reported,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,People facing limited access constraints,x,x,x,x,x,No Data Available,LBN002People facing limited access constraints,2020-06-05,Humanitarian development
Syrian refugees in Lebanon,LBN002,Lebanon,People facing restricted access constraints,x,x,x,x,x,No Data Available,LBN002People facing restricted access constraints,2020-06-05,Humanitarian development
International Displacement in Uganda,UGA005,Uganda,Fatalities reported,x,x,x,x,x,"While there are deaths occuring in Uganda over the last six months, it is unclear whether they are crisis related so they were omitted.",UGA005Fatalities reported,2020-06-05,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,People facing limited access constraints,x,x,x,x,x,Lack of specific data on access contraints faced by PIN,BFA002People facing limited access constraints,2020-06-19,Change in the data/methodology
Conflict in Burkina Faso,BFA002,Burkina Faso,People facing restricted access constraints,x,x,x,x,x,Lack of specific data on access contraints faced by PIN,BFA002People facing restricted access constraints,2020-06-19,Change in the data/methodology
Multiple crises in Algeria,DZA004,Algeria,Buildings damaged,x,x,x,x,x,No damages reported,DZA004Buildings damaged,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Buildings destroyed,x,x,x,x,x,No damages reported,DZA004Buildings destroyed,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Economic Losses,x,x,x,x,x,No data available,DZA004Economic Losses,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Illness cases reported,x,x,x,x,x,No data available,DZA004Illness cases reported,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,Injuries reported,x,x,x,x,x,No data available. Detention and deportation conditions are likely to cause injuries among the migrant population.,DZA004Injuries reported,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,People facing limited access constraints,x,x,x,x,x,No data available,DZA004People facing limited access constraints,2020-06-23,Humanitarian development
Multiple crises in Algeria,DZA004,Algeria,People facing restricted access constraints,x,x,x,x,x,No data available,DZA004People facing restricted access constraints,2020-06-23,Humanitarian development
Multiple crises in Iraq,IRQ001,Iraq,People facing limited access constraints,1500000,OCHA 08/05/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf,"People in need living in Admin 2 areas classified as 'moderate access constraints' or 'medium access severiy' as defined by OCHA. Humanitarian operations in these areas continue, but restrictions are regular.",IRQ001People facing limited access constraints,2020-07-03,Humanitarian development
Multiple crises in Iraq,IRQ001,Iraq,People facing restricted access constraints,300000,OCHA 08/05/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf,People in need living in Admin 2 areas classified as  'high access constraints' defined by OCHA. Humanitarian actors face consistent difficulties and might be unable to operate in these areas.,IRQ001People facing restricted access constraints,2020-07-03,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,People facing limited access constraints,1500000,OCHA 08/05/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf,"People in need living in districts  classified as having 'moderate access constraints' or 'medium access severiy' as defined by OCHA. Humanitarian operations in these areas continue, but restrictions are common.",IRQ002People facing limited access constraints,2020-07-03,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,People facing restricted access constraints,300000,OCHA 08/05/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf,People in need living in districts classified as  'high access constraints' defined by OCHA. Humanitarian actors face consistent difficulties and might be unable to operate in these areas.,IRQ002People facing restricted access constraints,2020-07-03,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,People facing limited access constraints,x,OCHA 08/05/2020; UNHCR 12/04/2020,x,x,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf; https://data2.unhcr.org/en/documents/download/75369,"9,000 people in need in the governorate of Sulaymanya live in districts with a medium access severity. The figure was not logged because it was not possible to verify whether these 9,000 people in need where either Syrian refugees or part of the 207,458 Iraqi hosts impacted by the refugee influx considered in this crisis.",IRQ003People facing limited access constraints,2020-07-03,Change in the data/methodology
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,People facing restricted access constraints,0,OCHA 08/05/2020; UNHCR 12/04/2020,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/20200508_humanitarian_access_severity.pdf; https://data2.unhcr.org/en/documents/download/75369,"No reports of districts with high access constraints in KR-I, where 99% of Syrian refugees in Iraq live.",IRQ003People facing restricted access constraints,2020-07-03,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Crisis affected groups,2,JRP 23/06/2020,Medium,2,https://data2.unhcr.org/en/documents/download/77262,"Refugees, asylum seekers and others of concern + host",JOR002Crisis affected groups,2020-07-03,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Economic Losses,x,JRP 2018-2020; JRP 23/06/2020,x,x,http://www.3rpsyriacrisis.org/wp-content/uploads/2019/07/JRP-Executive-Summary-Final-Copy.pdf; https://data2.unhcr.org/en/documents/download/77262,"The total direct cost of the Syria crisis in Jordan was estimated to be of USD 10,291 billion. The 2020 JRP specified that the estimated direct cost of hosting 1.36 million Syrian refugees per year amounts to  USD 1.5 billion. Not enough information is available to globally assess losses and gains related to the refugee crisis.",JOR002Economic Losses,2020-07-03,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,Buildings damaged,x,ACLED 2020; OHCHR 21/01/2020,x,x,https://www.acleddata.com/data/; https://reliefweb.int/report/lebanon/press-briefing-note-lebanon-21-january-2020,"Several episodes of vandalism targeting ATMs, banks, shops and public property were reported. However, it is not possible to quantify the damages due to insufficient data.",LBN004Buildings damaged,2020-07-03,Humanitarian development
Socioeconomic crisis in Lebanon,LBN004,Lebanon,Buildings destroyed,x,ACLED 2020; OHCHR 21/01/2020,x,x,https://www.acleddata.com/data/; https://reliefweb.int/report/lebanon/press-briefing-note-lebanon-21-january-2020,No  Data available,LBN004Buildings destroyed,2020-07-03,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People facing limited access constraints,79000,HNO 2020; Humanitarian Access Report 30/04/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/libya_hno_2020-fullen_final.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/access_report_-_april_2020.pdf,"Calculations based on HNO and Humanitarian Access Report Data: combining report access map on 5 access severity levels with the HNO PIN data for migrants and refugees. Migrants and refugees in need living in admin level 1 areas on level 4 and 5 are considered as facing restricted access constraints; migrants and refugees in need living in admin level 1 areas on level 2 and 3 are considered as facing limited access constraints. Level 1 areas were not included in the figures. This is a general estimation which does not reflect the specific access challenges per district or distinguish between different categories of migrants and refugees in need. The usage of OCHA level 4 and 5 for restricted access constraints and level 2 and 3 for limited access constraint is also an attempt to translate OCHA's 5 severity levels into ACAPS' two  categories. For these reasons, reliability is set as low for both access indicators as the above figures are most likely an overestimation and no specific figure for migrants and refugees in need affected by access constraints was found.",LBY002People facing limited access constraints,2020-07-03,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People facing restricted access constraints,229000,HNO 2020; Humanitarian Access Report 30/04/2020,Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/libya_hno_2020-fullen_final.pdf; https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/access_report_-_april_2020.pdf,"Calculations based on HNO and Humanitarian Access Report Data: combining report access map on 5 access severity levels with the HNO PIN data for migrants and refugees. Migrants and refugees in need living in admin level 1 areas on level 4 and 5 are considered as facing restricted access constraints; migrants and refugees in need living in admin level 1 areas on level 2 and 3 are considered as facing limited access constraints. Level 1 areas were not included in the figures. This is a general estimation which does not reflect the specific access challenges per district or distinguish between different categories of migrants and refugees in need. The usage of OCHA level 4 and 5 for restricted access constraints and level 2 and 3 for limited access constraint is also an attempt to translate OCHA's 5 severity levels into ACAPS' two  categories. For these reasons, reliability is set as low for both access indicators as the above figures are most likely an overestimation and no specific figure for migrants and refugees in need affected by access constraints was found.",LBY002People facing restricted access constraints,2020-07-03,Humanitarian development
Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",People facing restricted access constraints,x,x,x,x,x,x,REG004People facing restricted access constraints,2020-07-03,Change in the data/methodology
Syrian conflict,SYR001,Syria,Economic Losses,x,The World Bank 2017; BBC News 15/06/2020,x,x,https://www.worldbank.org/en/country/syria/publication/the-toll-of-war-the-economic-and-social-consequences-of-the-conflict-in-syria; https://www.bbc.com/news/world-middle-east-53020105,"""From 2011 until the end of 2016, the cumulative losses in gross domestic product (GDP) have been estimated at $226 billion, about four times the Syrian GDP in 2010."" Though measurement of economic losses is paticularly difficult, this is one of the best estimations of the cumulative cost of the crisis, represented as a loss of gdp. There are no exact estimates of the economic losses in Syria, one estimate puts it at USD 630 billion worthof destruction.",SYR001Economic Losses,2020-08-21,Change in the data/methodology
Food Security in Mauritania,MRT003,Mauritania,Buildings damaged,x,x,x,x,x,x,MRT003Buildings damaged,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,Buildings destroyed,x,x,x,x,x,x,MRT003Buildings destroyed,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,Economic Losses,x,x,x,x,x,x,MRT003Economic Losses,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,Injuries reported,x,x,x,x,x,x,MRT003Injuries reported,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,People displaced,x,UNHCR 15/05/2019,x,x,https://reliefweb.int/sites/reliefweb.int/files/resources/69662.pdf,"In previous GCSIs the total number of displaced in the country were represented in the Drought crisis because it was mistakenly considered ""country level"".",MRT003People displaced,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,People facing limited access constraints,x,x,x,x,x,x,MRT003People facing limited access constraints,2020-08-26,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,People facing restricted access constraints,x,x,x,x,x,x,MRT003People facing restricted access constraints,2020-08-26,Humanitarian development
Syrian refugees in Jordan,JOR002,Jordan,Injuries reported,x,ACLED April-Sep 2020,x,x,https://acleddata.com/data-export-tool/,Not enough available data. Three Syrian refugee children were injured due to to an ERW explosion close to Zarqa in May 2020.,JOR002Injuries reported,2020-09-28,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,Landmass affected,1030700,World Bank 2018,Medium,2,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=MR,entire country covered,MRT003Landmass affected,2020-09-28,Humanitarian development
Regional Kashmir conflict,REG003,"India,Pakistan",People affected,16991302,PBS 2017; GoI 2011,Medium,2,http://www.pbs.gov.pk/sites/default/files/PAKISTAN%20TEHSIL%20WISE%20FOR%20WEB%20CENSUS_2017.pdf  https://www.census2011.co.in/states.php,Pakistan: The total amount of people living in the affected area. People are likely to be affected to different extents.  India: Population in Jammu and Kashmir according to 2011 Census,REG003People affected,2020-10-06,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Fatalities in all crises,x,x,x,x,x,No available data on the number of fatalities related to the crisis.,RWA002Fatalities in all crises,2020-10-30,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Fatalities reported,x,x,x,x,x,No available data on the number of fatalities related to the crisis.,RWA002Fatalities reported,2020-10-30,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Buildings damaged,x,x,x,x,x,x,ARM002Buildings damaged,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Buildings destroyed,x,x,x,x,x,x,ARM002Buildings destroyed,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Economic Losses,x,x,x,x,x,x,ARM002Economic Losses,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,Illness cases reported,x,x,x,x,x,x,ARM002Illness cases reported,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,People facing limited access constraints,x,x,x,x,x,x,ARM002People facing limited access constraints,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict in Armenia,ARM002,Armenia,People facing restricted access constraints,x,x,x,x,x,x,ARM002People facing restricted access constraints,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Buildings damaged,x,x,x,x,x,x,AZE002Buildings damaged,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Buildings destroyed,x,x,x,x,x,x,AZE002Buildings destroyed,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Crisis affected groups,3,x,x,x,x,"Host, non-host and IDPs have been affected by the conflict",AZE002Crisis affected groups,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Economic Losses,x,x,x,x,x,x,AZE002Economic Losses,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Illness cases reported,x,x,x,x,x,x,AZE002Illness cases reported,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,People facing limited access constraints,x,x,x,x,x,x,AZE002People facing limited access constraints,2020-11-04,Humanitarian development
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,People facing restricted access constraints,x,x,x,x,x,x,AZE002People facing restricted access constraints,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Buildings damaged,x,x,x,x,x,x,REG013Buildings damaged,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Buildings destroyed,x,x,x,x,x,x,REG013Buildings destroyed,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Economic Losses,x,x,x,x,x,x,REG013Economic Losses,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",Illness cases reported,x,x,x,x,x,x,REG013Illness cases reported,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People facing limited access constraints,x,x,x,x,x,x,REG013People facing limited access constraints,2020-11-04,Humanitarian development
Nagorno-Karabakh Conflict,REG013,"Armenia,Azerbaijan",People facing restricted access constraints,x,x,x,x,x,x,REG013People facing restricted access constraints,2020-11-04,Humanitarian development
Complex crisis in Chad,TCD001,Chad,Buildings damaged,x,x,Low,3,x,x,TCD001Buildings damaged,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Buildings destroyed,x,x,Low,3,x,x,TCD001Buildings destroyed,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Economic Losses,x,x,Low,3,x,x,TCD001Economic Losses,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Illness cases reported,x,x,Low,3,x,x,TCD001Illness cases reported,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,Injuries reported,x,x,Low,3,x,x,TCD001Injuries reported,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People facing limited access constraints,x,x,Low,3,x,x,TCD001People facing limited access constraints,2020-12-22,Change in the data/methodology
Complex crisis in Chad,TCD001,Chad,People facing restricted access constraints,x,x,Low,3,x,x,TCD001People facing restricted access constraints,2020-12-22,Change in the data/methodology
Complex crisis in Congo,COG001,Congo,Injuries reported,x,x,x,x,x,x,COG001Injuries reported,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Illness cases reported,x,x,x,x,x,x,COG001Illness cases reported,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Buildings damaged,x,x,x,x,x,x,COG001Buildings damaged,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Buildings destroyed,x,x,x,x,x,x,COG001Buildings destroyed,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,Economic Losses,x,x,x,x,x,x,COG001Economic Losses,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People facing limited access constraints,x,x,x,x,x,x,COG001People facing limited access constraints,2021-01-07,Humanitarian development
Complex crisis in Congo,COG001,Congo,People facing restricted access constraints,x,x,x,x,x,x,COG001People facing restricted access constraints,2021-01-07,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Landmass affected,222236,GoI 2011,Medium,2,https://www.census2011.co.in/states.php,The total geographic size of what India considers to be Jammu and Kashmir. ,IND002Landmass affected,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People affected,x,x,x,x,x,"It is unclear how many people are directly affected. Recent escalations in conflict were concentrated in Srinagar and Puwama districts, though to a certain degree the entire area faces restrictions that could cause humanitarian needs (i.e. schools and markets closed, cerfews, communications blackouts) as well as insecurity caused by militants and Indian armed forces.",IND002People affected,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Moderate humanitarian conditions - Level 3,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Moderate humanitarian conditions - Level 3,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,People in Need,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002People in Need,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Stressed humanitarian conditions - Level 2,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Stressed humanitarian conditions - Level 2,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Severe humanitarian conditions - Level 4,x,"x
",x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Severe humanitarian conditions - Level 4,2021-01-27,Humanitarian development
Conflict in Jammu and Kashmir,IND002,India,Extreme humanitarian conditions - Level 5,x,x,x,x,x,"The population exposed (Level 1) includes the total population of Jammua and Kashmir. While it can be assummed that there is a high population facing humanitarian needs, particularly following the crackdown that began in August 2019 which has resulted in anecdotal reports of shortages, protection concerns, and lack of access to education, healthcare, and food markets, the information is not verifiable.",IND002Extreme humanitarian conditions - Level 5,2021-01-27,Humanitarian development
Country Level,IDN007,Indonesia,People facing limited access constraints,x,"x
",x,x,x,x,IDN007People facing limited access constraints,2021-01-31,Humanitarian development
Country Level,IDN007,Indonesia,People facing restricted access constraints,x,"x
",x,x,x,x,IDN007People facing restricted access constraints,2021-01-31,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Landmass affected,239561,"Iran Statistical Centre 2016 (Census), UNHCR 31/01/2021 Statoids 02/2020",Low,3,https://www.amar.org.ir/english/Population-and-Housing-Censuses; https://reliefweb.int/sites/reliefweb.int/files/resources/IRN%20Population%20movement%20snapshot%20Jan%202021.pdf; http://www.statoids.com/uir.html,"While refugee settlements are limited to specific provinces, only 4% of the 780,000 registered Afghan refugees in Iran live in 20 refugee settlements. The vast majority live in urban areas. An additional 2 million undocumented Afghans also live in urban areas. To avoid making a dramatic overestimate, the top 3 refugee-hosting regions are used to determine the geographic and human exposure to the refugee situation. This includes the provinces of Tehran, Isfahan, and Khorasan Razavi. This is still an overestimate.",IRN004Landmass affected,2021-03-15,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,People exposed,24822988,"Iran Statistical Centre 2016 (Census), UNHCR 31/01/2021 Statoids 02/2020",Low,3,https://www.amar.org.ir/english/Population-and-Housing-Censuses; https://reliefweb.int/sites/reliefweb.int/files/resources/IRN%20Population%20movement%20snapshot%20Jan%202021.pdf; http://www.statoids.com/uir.html,"Although undocumented Afghans and Afghan refugees are located throughout the country, it is assumed that not the entire country is actually exposed or affected by the crisis. To avoid making a dramatic overestimate, the top 3 refugee-hosting regions are used to determine the geographic and human exposure to the refugee situation. This includes the provinces of Tehran, Isfahan, and Khorasan Razavi. This is still an overestimate.",IRN004People exposed,2021-03-15,Humanitarian development
Afghan Refugees in Iran,IRN004,Iran,Crisis affected groups,2,UNHCR 03/03/2021; UNHCR 31/01/2021; Amnesty International 20/06/2019,Low,3,https://data2.unhcr.org/en/documents/details/85215; https://reliefweb.int/sites/reliefweb.int/files/resources/IRN%20Population%20movement%20snapshot%20Jan%202021.pdf; https://www.amnesty.org/en/latest/news/2019/06/afghanistan-refugees-forty-years/,"Refugees, host communities (especially in largest refugee-hosting provinces)",IRN004Crisis affected groups,2021-03-15,Humanitarian development
Complex crisis in DPRK,PRK001,DPRK,Landmass affected,120410,"World Bank 2018
",Medium,2,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=KP,The whole of the country is considered affected,PRK001Landmass affected,2021-03-23,Humanitarian development
International Refugees in Malaysia,MYS001,Malaysia,Crisis affected groups,3,Department of statistics Malaysia 2010; UNHCR 31/01/2021,Medium,2,"https://www.dosm.gov.my/v1/index.php?r=column/cthemeByCat&cat=117&bul_id=MDMxdHZjWTk1SjFzTzNkRXYzcVZjdz09&menu_id=L0pheU43NWJwRWVSZklWdzQ4TlhUUT09;
  https://www.unhcr.org/en-us/figures-at-a-glance-in-malaysia.html","Asylum seekers, refugees and host population. ",MYS001Crisis affected groups,2021-03-29,Humanitarian development
Violence in Darfur and Kordofan regions,SDN008,Sudan,Injuries reported,0,x,x,x,x,x,SDN008Injuries reported,2021-04-30,Humanitarian development
Violence in Darfur and Kordofan regions,SDN008,Sudan,Illness cases reported,0,x,x,x,x,x,SDN008Illness cases reported,2021-04-30,Humanitarian development
