Crisis ID,GlideNumber,SeverityGlideNumber,Country,Crisis,ISO3 code,Region,Type of crisis,First country,Website name,Crisis description,Related crisis,Starting date,Duration (days)
THA003,,,Thailand,Myanmar refugees in Thailand,THA,Asia,International displacement,Thailand,Refugees,,,,
TLS002,,,Timor Leste,Tropical Cyclone Seroja,TLS,Asia,Tropical cyclone,Timor Leste,Tropical Cyclone Seroja,,,,
TTO002,,,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO,Americas,International displacement,Trinidad and Tobago,Venezuelan refugees,,,,
TUN002,,,Tunisia,Mixed migration flows in Tunisia,TUN,Africa,International displacement,Tunisia,Mixed Migration,,,,
TUR001,,,Turkey,Complex situation in Turkey,TUR,Middle east,Multiple crises country,Turkey,Country level,,,,
TUR002,,,Turkey,Syrian Refugees in Turkey,TUR,Middle east,International displacement,Turkey,Syrian refugees,,,,
TUR003,,,Turkey,Mixed Migration Flows in Turkey,TUR,Middle east,International displacement,Turkey,Mixed Migration,,,,
TUR004,,,Turkey,Kurdish Conflict,TUR,Middle east,Conflict,Turkey,Kurdish conflict,,,,
TZA002,,,Tanzania,International Displacement in Tanzania,TZA,Africa,International displacement,Tanzania,Refugees,,,,
UGA001,,,Uganda,Multiple crises in Uganda,UGA,Africa,Multiple crises country,Uganda,Country level,,,,
UGA005,,,Uganda,International Displacement in Uganda,UGA,Africa,International displacement,Uganda,Refugees,,,,
UKR002,,,Ukraine,Conflict in Ukraine,UKR,Europe,Conflict,Ukraine,Conflict,,,,
VCT002,,,St. Vincent and the Grenadines,La Soufrière Volcano Eruption,VCT,Americas,Volcano,St. Vincent and the Grenadines,La Soufrière Volcano Eruption,,,,
VEN001,,,Venezuela,Complex crisis in Venezuela,VEN,Americas,Complex crisis,Venezuela,Complex crisis,,,,
VNM002,,,Vietnam,Floods in central Vietnam,VNM,Asia,Flood,Vietnam,Floods in central Vietnam,,,,
VUT002,,,Vanuatu,Cyclone Harold in Vanuatu,VUT,Pacific,Tropical cyclone,Vanuatu,Cyclone Harold,,,,
YEM001,,,Yemen,Conflict in Yemen,YEM,Middle east,Complex crisis,Yemen,Complex crisis,,,,
YEM002,,,Yemen,Mixed migration flows in Yemen,YEM,Middle east,International displacement,Yemen,Mixed Migration,,,,
ZMB002,,,Zambia,Drought in Zambia,ZMB,Africa,Drought,Zambia,Drought,,,,
ZWE001,,,Zimbabwe,Complex crisis in Zimbabwe,ZWE,Africa,Complex crisis,Zimbabwe,Complex crisis,,,,
