,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
SWZ001,416,55,55,930,19,55,55,55,55,55,416,109,109,109,109,109,109,109,109,109,180.4,,
SYR001,189,189,189,0,0,146,146,146,146,146,1309,108,108,108,108,108,108,108,108,108,233.6,,
TCD001,617,523,617,282,35,617,617,35,35,35,617,112,112,112,112,112,112,112,112,112,300.2,,
TCD003,1293,35,35,35,35,35,35,35,35,35,1293,112,112,112,112,112,112,112,112,112,168.5,,
TCD004,890,30,30,35,35,35,30,30,30,30,1293,112,112,112,112,112,112,112,112,112,166,,
TCD005,890,35,35,35,35,35,30,30,35,35,1,112,112,112,112,112,112,112,112,112,38.3,,
TCD006,1293,890,890,1293,35,763,763,763,763,763,1035,112,112,112,112,112,112,112,112,112,718,,
THA001,1128,4,4,4,4,4,121,4,121,121,1295,107,107,107,107,107,107,107,107,107,178.5,,
THA002,1128,1128,308,1128,4,121,884,884,884,884,1295,107,107,107,107,107,107,107,107,107,649.9,,
THA003,121,4,4,4,580,4,121,4,121,121,1295,107,107,107,107,107,107,107,107,107,236.1,,
TON002,224,224,156,156,224,156,156,156,156,156,224,107,107,107,107,107,107,107,107,107,164.7,,
TTO002,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,118,118,118,118,118,11.8,,
TUN002,31,2,2,2,2,2,2,2,2,2,31,113,113,113,113,113,113,113,113,113,16,,
TUR001,1293,245,0,0,0,0,0,0,0,0,1293,108,108,108,108,108,108,108,108,108,140.1,,
TUR002,1293,245,0,0,133,0,0,0,0,0,1293,108,108,108,108,108,108,108,108,108,153.4,,
TUR003,1293,245,0,0,0,0,0,0,0,0,1293,108,108,108,108,108,108,108,108,108,140.1,,
TUR004,1293,1293,1293,1293,0,1293,1293,1293,1293,1293,1293,108,108,108,108,108,108,108,108,108,1045.2,,
TZA001,169,10,10,10,10,10,10,10,10,10,1,109,109,109,109,109,109,109,109,109,19,,
TZA002,189,416,416,10,10,10,10,10,10,10,416,109,109,109,109,109,109,109,109,109,101.1,,
TZA003,169,93,93,169,10,93,93,93,93,93,169,109,109,109,109,109,109,109,109,109,101.5,,
UGA001,35,0,0,0,35,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,10.5,,
