,,,,,,,,
Crisis ID,Reliability Index,Data Reliability,Recentness data,Information gaps,Data Reliability,Recentness data (# days),Information gaps (# indicator missing),Reliability
AFG001,1.2,2,1.6,0,1.8,116.3,0,High
ARM002,1.2,2.3,1.3,0,1.9,92.1,0,High
AZE002,2.9,x,2.5,3.3,x,186.5,2,Medium
BDI001,1.5,2.3,2.1,0,1.9,155.4,0,High
BFA002,1.8,2.3,3.2,0,1.9,237,0,High
BGD002,1,1.5,1.4,0,1.6,103.6,0,Very High
BRA002,2.3,3.5,3.4,0,2.4,250.4,0,Medium
CAF001,2.2,3.8,2.7,0,2.5,198.6,0,Medium
CMR001,0.6,0.5,1.4,0,1.2,102.6,0,Very High
CMR002,1.4,1.8,2.3,0,1.7,165.1,0,High
CMR003,1.5,2.3,2.1,0,1.9,153.8,0,High
CMR004,2.2,2.3,2.7,1.7,1.9,194.4,1,Medium
COD001,1.9,2.8,2.8,0,2.1,201.4,0,High
COG001,2.9,3.3,2,3.3,2.3,144,2,Medium
COL001,1.5,2.3,2.2,0,1.9,162.1,0,High
COL002,2.7,2.3,4.1,1.7,1.9,298.3,1,Medium
CRI002,2.3,3,3.8,0,2.2,278.3,0,Medium
DJI001,2.7,3.8,2.7,1.7,2.5,200.8,1,Medium
DJI002,2.5,3.8,3.7,0,2.5,272.6,0,Medium
DJI003,2.7,2.5,3.9,1.7,2,287.1,1,Medium
DZA002,5,x,5,5,x,418.3,3,Very Low
DZA003,2.9,3.8,5,0,2.5,505.2,0,Medium
DZA004,4.7,x,4.3,5,x,310.9,3,Very Low
ECU002,2.3,3.8,3,0,2.5,220.8,0,Medium
EGY002,1.9,3.8,1.8,0,2.5,133.5,0,High
ERI001,2.4,4,3.1,0,2.6,230.2,0,Medium
ESP002,2.4,3.5,3.6,0,2.4,265.8,0,Medium
ETH001,1.5,2.5,2.1,0,2,156.3,0,High
ETH002,1.9,1.5,4.1,0,1.6,296.7,0,High
ETH003,2.7,2.3,4,1.7,1.9,292.7,1,Medium
ETH004,1.8,3.5,1.9,0,2.4,138.8,0,High
GRC002,1.4,2.3,1.8,0,1.9,129.6,0,High
GTM001,1.8,1.8,3.6,0,1.7,260.7,0,High
GTM003,1.4,2.3,2,0,1.9,146.6,0,High
HND001,1.9,1.8,4,0,1.7,290.6,0,High
HND002,1.5,2.5,2.1,0,2,152.5,0,High
HTI001,1.5,2,2.6,0,1.8,192.7,0,High
IDN002,4.2,x,5,3.3,x,434.1,2,Very Low
IND002,3.4,2.8,2.3,5,2.1,167.3,3,Low
IRN004,2,4.3,1.7,0,2.7,122.5,0,High
IRQ001,1.2,2.3,1.3,0,1.9,93.6,0,High
IRQ002,1,1.3,1.6,0,1.5,114.6,0,Very High
IRQ003,1.5,2.5,2,0,2,143.8,0,High
ITA002,3.5,2.3,5,3.3,1.9,782,2,Low
